utt_id,child_id,session_id,utterance,utterance_clean,word_count,morph_count,utt_syllables_basic,utt_syllables_lenient,utt_syllables_strictY,utt_syllables_le,n_alpha_words,file,line_no,age_months,random_model_utterance_bin6,unigram_model_utterance_bin6,bigram_model_utterance_bin6,context_k1,context_k2,context_k3
88,Gail,1,xxx .,.,0,0,0,0,0,0,0,Gail/011127.cha,938,23.9,.,.,.,what do you make it in ?,and what do you make tea in ? what do you make it in ?,teabags . and what do you make tea in ? what do you make it in ?
89,Gail,1,xxx .,.,0,0,0,0,0,0,0,Gail/011127.cha,940,23.9,.,.,.,.,what do you make it in ? .,and what do you make tea in ? what do you make it in ? .
90,Gail,1,turn it on .,turn it on .,3,3,3,3,3,3,3,Gail/011127.cha,965,23.9,pants wobble cheek .,twister douse granddads .,spelled minestrone buffer .,let's have a look .,don't think it's got any batterys has it ? let's have a look .,bring it here . don't think it's got any batterys has it ? let's have a look .
91,Gail,1,yeah .,yeah .,1,1,1,1,1,1,1,Gail/011127.cha,968,23.9,unhappy .,twisted .,scrape .,let's have a look .,don't think it's got any batterys has it ? let's have a look .,bring it here . don't think it's got any batterys has it ? let's have a look .
92,Gail,1,know how you open it ?,know how you open it ?,5,5,6,6,6,6,5,Gail/011127.cha,986,23.9,show avocados crying reach sweep ?,boil wags's float looser somebody ?,grampy's puncture jack's cl barracuda ?,no .,let's open it up and see if it's got any batterys in . no .,oh dear . let's open it up and see if it's got any batterys in . no .
93,Gail,1,no [*] works .,no works .,2,2,2,2,2,2,2,Gail/011127.cha,1022,23.9,elmo's sue .,aston shirt .,lady's beetles .,hm ?,hopeless . hm ?,you'd better put it back . hopeless . hm ?
94,Gail,1,no works .,no works .,2,2,2,2,2,2,2,Gail/011127.cha,1028,23.9,whose eliza .,inen handball .,rolie salamanders .,doesn't work .,hm ? doesn't work .,hopeless . hm ? doesn't work .
95,Gail,1,<no works> [<] .,no works .,2,2,2,2,2,2,2,Gail/011127.cha,1040,23.9,lions bumblebees [<] .,heehaw gingery [<] .,dustmen tucking [<] .,doesn't work .,hm ? doesn't work .,hopeless . hm ? doesn't work .
96,Gail,1,oh .,oh .,1,1,1,1,1,1,1,Gail/011127.cha,1052,23.9,thom .,brace .,too .,put it back .,don't throw it on the floor . put it back .,no no . don't throw it on the floor . put it back .
97,Gail,1,rhino .,rhino .,1,1,2,2,2,2,1,Gail/011127.cha,1072,23.9,doinky .,splashed .,fi .,do you know what that one is ?,just given to Caroline . do you know what that one is ?,do you know what that one is ? just given to Caroline . do you know what that one is ?
98,Gail,1,nothing .,nothing .,1,1,2,2,2,2,1,Gail/011127.cha,1114,23.9,drop .,andrew .,fellow .,oh .,have a look . oh .,that Mummy's just tidied away . have a look . oh .
99,Gail,1,no .,no .,1,1,1,1,1,1,1,Gail/011127.cha,1123,23.9,washed .,demi .,fuzzies .,I'm sure there is .,nothing ? I'm sure there is .,oh . nothing ? I'm sure there is .
100,Gail,1,Miss book .,Miss book .,2,2,2,2,2,2,2,Gail/011127.cha,1135,23.9,ouch mammals .,tigers noon .,cloud currants .,or Little_Miss book .,shall we read this Mr_Man book ? or Little_Miss book .,no ? shall we read this Mr_Man book ? or Little_Miss book .
101,Gail,1,here .,here .,1,1,1,2,1,1,1,Gail/011127.cha,1141,23.9,duh .,behaving .,harder .,Little_Miss book isn't it ?,or Little_Miss book . Little_Miss book isn't it ?,shall we read this Mr_Man book ? or Little_Miss book . Little_Miss book isn't it ?
102,Gail,1,tiny one .,tiny one .,2,2,3,3,3,3,2,Gail/011127.cha,1144,23.9,go dump .,frosted chorus .,marched daytime .,Little_Miss book isn't it ?,or Little_Miss book . Little_Miss book isn't it ?,shall we read this Mr_Man book ? or Little_Miss book . Little_Miss book isn't it ?
103,Gail,1,I'm sitting down .,I'm sitting down .,3,4,4,4,4,4,3,Gail/011127.cha,1153,23.9,trapepoid squeaksqueak hearts .,low ted's fish's .,pitcher woggie brake .,are you showing where the tiny one is then on the back ?,oh . are you showing where the tiny one is then on the back ?,Little_Miss book isn't it ? oh . are you showing where the tiny one is then on the back ?
104,Gail,1,yeah .,yeah .,1,1,1,1,1,1,1,Gail/011127.cha,1169,23.9,dare .,avenue .,tat .,are you ?,in there ? are you ?,where're you going to sit ? in there ? are you ?
105,Gail,1,no .,no .,1,1,1,1,1,1,1,Gail/011127.cha,1179,23.9,ashay .,wodney .,gizig .,.,where's the other book ? .,okay then . where's the other book ? .
106,Gail,1,no .,no .,1,1,1,1,1,1,1,Gail/011127.cha,1203,23.9,counter .,self .,drives .,are you going to sleep ?,you are a baby in there ? are you going to sleep ?,where's the tiny one then ? you are a baby in there ? are you going to sleep ?
107,Gail,1,little one .,little one .,2,2,2,3,2,3,2,Gail/011127.cha,1218,23.9,triangly styracosaurus .,motors here'd .,nos bets .,whose is it ?,who's who's that crib belong to ? whose is it ?,is there room for you ? who's who's that crib belong to ? whose is it ?
108,Gail,1,little [<] .,little .,1,1,1,2,1,2,1,Gail/011127.cha,1230,23.9,tied [<] .,oon [<] .,heemself [<] .,that's Little_Miss_Tiny .,yes . that's Little_Miss_Tiny .,little one . yes . that's Little_Miss_Tiny .
109,Gail,1,yeah .,yeah .,1,1,1,1,1,1,1,Gail/011127.cha,1233,23.9,dalmatian .,toby's .,chive .,that's Little_Miss_Tiny .,yes . that's Little_Miss_Tiny .,little one . yes . that's Little_Miss_Tiny .
110,Gail,1,this one ?,this one ?,2,2,2,2,2,2,2,Gail/011127.cha,1239,23.9,floor baked ?,raffi mick ?,cooperating completely ?,and .,that's Little_Miss_Tiny . and .,yes . that's Little_Miss_Tiny . and .
111,Gail,1,what's this one ?,what's this one ?,3,4,3,3,3,3,3,Gail/011127.cha,1245,23.9,floppy railroad happening ?,cork file states ?,bloomed gooey clipping ?,Little_Miss_Neat .,and . Little_Miss_Neat .,that's Little_Miss_Tiny . and . Little_Miss_Neat .
112,Gail,1,what's this one ?,what's this one ?,3,4,3,3,3,3,3,Gail/011127.cha,1251,23.9,roo spool p ?,beep sings trapepoid ?,he'd braces bookcase ?,which one ?,Little_Miss_Neat . which one ?,and . Little_Miss_Neat . which one ?
113,Gail,1,what's this one ?,what's this one ?,3,4,3,3,3,3,3,Gail/011127.cha,1257,23.9,crashing driving door ?,fable cities euro ?,charles common sort ?,Little_Miss_Quick .,which one ? Little_Miss_Quick .,Little_Miss_Neat . which one ? Little_Miss_Quick .
114,Gail,1,what's this one ?,what's this one ?,3,4,3,3,3,3,3,Gail/011127.cha,1262,23.9,take yourself wrenchie ?,playday toybox bope ?,poly tiny's whee ?,.,Little_Miss_Quick . .,which one ? Little_Miss_Quick . .
115,Gail,1,what's this one ?,what's this one ?,3,4,3,3,3,3,3,Gail/011127.cha,1269,23.9,pecking pair spools ?,chipmunk nobody things ?,whales sergeant wibbly ?,.,Little_Miss_Wise . .,. Little_Miss_Wise . .
116,Gail,1,what's this one ?,what's this one ?,3,4,3,3,3,3,3,Gail/011127.cha,1275,23.9,stand chewing watch ?,wandering jamie nicholas ?,tweet cosy hares ?,Little_Miss_Stubborn .,. Little_Miss_Stubborn .,Little_Miss_Wise . . Little_Miss_Stubborn .
117,Gail,1,what's this one ?,what's this one ?,3,4,3,3,3,3,3,Gail/011127.cha,1281,23.9,crane tail frogs ?,lin fifi cheating ?,peeky neckla socks ?,Little_Miss_Brainy .,Little_Miss_Stubborn . Little_Miss_Brainy .,. Little_Miss_Stubborn . Little_Miss_Brainy .
118,Gail,1,what's this one ?,what's this one ?,3,4,3,3,3,3,3,Gail/011127.cha,1293,23.9,puff basha neeow ?,punished engo orton ?,rushing bone brother's ?,she's happy .,that's why she's smiling you see . she's happy .,Little_Miss_Fun . that's why she's smiling you see . she's happy .
