utt_id,child_id,session_id,utterance,utterance_clean,word_count,morph_count,utt_syllables_basic,utt_syllables_lenient,utt_syllables_strictY,utt_syllables_le,n_alpha_words,file,line_no,age_months,random_model_utterance_bin6,unigram_model_utterance_bin6,bigram_model_utterance_bin6,context_k1,context_k2,context_k3
39,William,1,a z@l . 580928_584700,a,1,2,1,1,1,1,1,William/010412.cha,760,16.4,skinny,examine,weighting,huh what's that,who's hiding in the honeycomb huh what's that,a bi:rd . who's hiding in the honeycomb huh what's that
40,William,1,yyy . 588251_595050,,0,0,0,0,0,0,0,William/010412.cha,774,16.4,,,,what's that ?,n who is hiding among the flowers what's that ?,bee that's right zz a bee . n who is hiding among the flowers what's that ?
41,William,1,a mole . 598968_601565,a mole,2,2,2,3,2,2,2,William/010412.cha,786,16.4,hands dad,did mydelf,lily dadadadadadada,a mo:le,who's hiding in the mound a mo:le,butterfly we have a book about a butterfly don't we . who's hiding in the mound a mo:le
42,William,1,a mole . 601565_603768,a mole,2,2,2,3,2,2,2,William/010412.cha,794,16.4,lick found,barbara big,cone yep,yeah .,a mo:le yeah .,who's hiding in the mound a mo:le yeah .
43,William,1,xxx . 625788_627810,,0,0,0,0,0,0,0,William/010412.cha,819,16.4,,,,where's the bee,who do you see in the garden is that everyone ? where's the bee,a slug who do you see in the garden is that everyone ? where's the bee
44,William,1,a moon [?] . 647360_650585,a moon,2,2,2,2,2,2,2,William/010412.cha,840,16.4,elephants snap,cockershells parents,fozzie diving,where's the moon,in the light of the moon where's the moon,the ve:ry hungry caterpillar in the light of the moon where's the moon
45,William,1,yyy . 661823_662315,,0,0,0,0,0,0,0,William/010412.cha,860,16.4,,,,what's that,what's that what's that,turn the page huh what's that what's that
46,William,1,yyy . 699565_700788,,0,0,0,0,0,0,0,William/010412.cha,905,16.4,,,,that's the pickle,that's the lollipop that's the pickle,can you show Mommy the pickle that's the lollipop that's the pickle
47,William,1,yyy . 705653_707176,,0,0,0,0,0,0,0,William/010412.cha,923,16.4,,,,where's the piece of cherry pie,where's the cherry . where's the piece of cherry pie,one lollipop . where's the cherry . where's the piece of cherry pie
48,William,1,yyy . 710820_712641,,0,0,0,0,0,0,0,William/010412.cha,932,16.4,,,,how bout the watermelon,that's the salami how bout the watermelon,where's the piece of cherry pie that's the salami how bout the watermelon
49,William,1,yyy . 722931_725820,,0,0,0,0,0,0,0,William/010412.cha,944,16.4,,,,the next day was sunday n he ate through one nice green leaf,mm the next day was sunday n he ate through one nice green leaf,that's a sausage that's the cupcake n this is the watermelon mm the next day was sunday n he ate through one nice green leaf
50,William,1,xxx . 725820_727516,,0,0,0,0,0,0,0,William/010412.cha,953,16.4,,,,n then .,yep . n then .,the next day was sunday n he ate through one nice green leaf yep . n then .
51,William,1,yyy . 728763_732040,,0,0,0,0,0,0,0,William/010412.cha,959,16.4,,,,okay,n then . okay,yep . n then . okay
52,William,1,yyy . 732040_737920,,0,0,0,0,0,0,0,William/010412.cha,963,16.4,,,,.,okay .,n then . okay .
53,William,1,xxx . 740040_741958,,0,0,0,0,0,0,0,William/010412.cha,972,16.4,,,,what happens in the end,mhm . what happens in the end,. mhm . what happens in the end
54,William,1,yyy . 751263_755725,,0,0,0,0,0,0,0,William/010412.cha,988,16.4,,,,what's this one,what's this what's this one,okay what's this what's this one
55,William,1,caboose . 779160_784028,caboose,1,1,2,3,2,2,1,William/010412.cha,1009,16.4,laugh,paintings,smart,where's the engine,through the country on the loose where's the engine,hurry hurry load the freight to the city can't be late through the country on the loose where's the engine
56,William,1,mm . 851218_855080,mm,1,1,1,1,1,1,1,William/010412.cha,1053,16.4,owl,icelolly,beard,mm .,sleepy sleepy choo choo till tomorrow woo ooh woo mm .,to the roundhouse you are bound good_night engine safe n sound sleepy sleepy choo choo till tomorrow woo ooh woo mm .
57,William,1,mm ? 855080_856678,mm,1,1,1,1,1,1,1,William/010412.cha,1061,16.4,crayons,yey,ratty,yeah .,mm . yeah .,sleepy sleepy choo choo till tomorrow woo ooh woo mm . yeah .
58,William,1,yyy ? 856678_859523,,0,0,0,0,0,0,0,William/010412.cha,1066,16.4,,,,yeah .,mm . yeah .,sleepy sleepy choo choo till tomorrow woo ooh woo mm . yeah .
59,William,1,xxx . 880878_884291,,0,0,0,0,0,0,0,William/010412.cha,1090,16.4,,,,what's that,I see a . what's that,brown bear brown bear what do you see I see a . what's that
60,William,1,yyy . 892578_896946,,0,0,0,0,0,0,0,William/010412.cha,1105,16.4,,,,what's that,I see a what's that,red bird red bird what do you see I see a what's that
61,William,1,quack quack ! 896946_899165,quack quack,2,2,2,2,2,2,2,William/010412.cha,1114,16.4,louise seals,hada hall,beachie fawn,what's the yellow duck say ?,yellow duck lookin at me . what's the yellow duck say ?,what's that yellow duck lookin at me . what's the yellow duck say ?
62,William,1,horsie . 907968_910516,horsie,1,1,1,2,1,1,1,William/010412.cha,1134,16.4,bottle,straighten,staring,what's the horse .,is that a blue horse what's the horse .,I see a is that a blue horse what's the horse .
63,William,1,yyy ! 910516_913435,,0,0,0,0,0,0,0,William/010412.cha,1142,16.4,,,,horsie what's the horsie say ?,what's the horse . horsie what's the horsie say ?,is that a blue horse what's the horse . horsie what's the horsie say ?
64,William,1,frog . 920650_924106,frog,1,1,1,1,1,1,1,William/010412.cha,1160,16.4,throw,hitted,sipping,what's that,I see a what's that,blue horse blue horse what do you see I see a what's that
65,William,1,xxx . 924106_927296,,0,0,0,0,0,0,0,William/010412.cha,1168,16.4,,,,green frog what's the frog say ?,what's that green frog what's the frog say ?,I see a what's that green frog what's the frog say ?
66,William,1,cat . 934285_937993,cat,1,1,1,1,1,1,1,William/010412.cha,1183,16.4,rub,waterfalls,box,what's that,I see a purpl:e what's that,green frog green frog what do you see I see a purpl:e what's that
67,William,1,xxx . 937993_941060,,0,0,0,0,0,0,0,William/010412.cha,1191,16.4,,,,cat lookin at me what's the cat say ?,what's that cat lookin at me what's the cat say ?,I see a purpl:e what's that cat lookin at me what's the cat say ?
68,William,1,doggie . 945596_948225,doggie,1,1,1,2,1,1,1,William/010412.cha,1206,16.4,many,period,shaped,what's that,purple cat purple cat whadyou see ? what's that,meo:w purple cat purple cat whadyou see ? what's that
69,William,1,yyy . 948225_948930,,0,0,0,0,0,0,0,William/010412.cha,1214,16.4,,,,doggie what's the doggie say ?,what's that doggie what's the doggie say ?,purple cat purple cat whadyou see ? what's that doggie what's the doggie say ?
70,William,1,xxx . 950330_954261,,0,0,0,0,0,0,0,William/010412.cha,1220,16.4,,,,what's the doggie say,doggie what's the doggie say ? what's the doggie say,what's that doggie what's the doggie say ? what's the doggie say
71,William,1,"yyy , the teacher [?] . 961213_965058",the teacher,2,3,3,3,3,3,2,William/010412.cha,1238,16.4,gotcha ticktock,missing hater,potatoes lisa,what's the sheep say,I see a black sheep what's the sheep say,white dog white dog what do you see I see a black sheep what's the sheep say
72,William,1,yyy yyy . 965058_967753,,0,0,0,0,0,0,0,William/010412.cha,1246,16.4,,,,teacher yes .,what's the sheep say teacher yes .,I see a black sheep what's the sheep say teacher yes .
73,William,1,yyy . 976840_979435,,0,0,0,0,0,0,0,William/010412.cha,1261,16.4,,,,where's the brown bear,can you show Mommy . where's the brown bear,is that children can you show Mommy . where's the brown bear
74,William,1,yyy ! 979435_980886,,0,0,0,0,0,0,0,William/010412.cha,1267,16.4,,,,that's the cat yes .,where's the brown bear that's the cat yes .,can you show Mommy . where's the brown bear that's the cat yes .
75,William,1,duck [?] . 991243_993531,duck,1,1,1,1,1,1,1,William/010412.cha,1289,16.4,squirrel,griz's,valve,that's the sheep baa,woof woof where's the dog that's the sheep baa,how bout the dog woof woof where's the dog that's the sheep baa
76,William,1,yyy . 993531_994580,,0,0,0,0,0,0,0,William/010412.cha,1297,16.4,,,,duck mhm .,that's the sheep baa duck mhm .,woof woof where's the dog that's the sheep baa duck mhm .
77,William,1,yyy . 994580_997188,,0,0,0,0,0,0,0,William/010412.cha,1300,16.4,,,,duck mhm .,that's the sheep baa duck mhm .,woof woof where's the dog that's the sheep baa duck mhm .
78,William,1,quack quack [?] . 997188_1001086,quack quack,2,2,2,2,2,2,2,William/010412.cha,1309,16.4,roof scrub,jangle panda's,shape minna,what does that say ?,what's the duck . what does that say ?,duck mhm . what's the duck . what does that say ?
79,William,1,doggie ! 1002771_1004855,doggie,1,1,1,2,1,1,1,William/010412.cha,1321,16.4,use,garden,he'll,n how bout this what does that say,quack quack that's right . n how bout this what does that say,what does that say ? quack quack that's right . n how bout this what does that say
80,William,1,xxx xxx xxx xxx . 1004855_1008016,,0,0,0,0,0,0,0,William/010412.cha,1335,16.4,,,,what does the .,what's a . what does the .,doggie yeah . what's a . what does the .
81,William,1,yyy . 1008016_1010441,,0,0,0,0,0,0,0,William/010412.cha,1341,16.4,,,,that's right woof woof mhm .,what does the . that's right woof woof mhm .,what's a . what does the . that's right woof woof mhm .
82,William,1,yyy yyy ! 1010441_1012756,,0,0,0,0,0,0,0,William/010412.cha,1347,16.4,,,,good jo:b .,that's right woof woof mhm . good jo:b .,what does the . that's right woof woof mhm . good jo:b .
83,William,1,yyy yyy . 1016563_1021458,,0,0,0,0,0,0,0,William/010412.cha,1356,16.4,,,,dyou wanna get Mommy a book,yeah dyou wanna get Mommy a book,good jo:b . yeah dyou wanna get Mommy a book
84,William,1,yyy . 1022580_1026420,,0,0,0,0,0,0,0,William/010412.cha,1362,16.4,,,,mm,dyou wanna get Mommy a book mm,yeah dyou wanna get Mommy a book mm
85,William,1,yyy . 1031988_1033714,,0,0,0,0,0,0,0,William/010412.cha,1374,16.4,,,,you wanna give Mama the ball,here can you give Mommy the ball you wanna give Mama the ball,yeah let's take this out_of the way whoops . here can you give Mommy the ball you wanna give Mama the ball
86,William,1,ball . 1037974_1042130,ball,1,1,1,1,1,1,1,William/010412.cha,1386,16.4,ladder,harry's,bx,thank you !,o:h thank you thank you !,ball yeah o:h thank you thank you !
87,William,1,yyy . 1044631_1046583,,0,0,0,0,0,0,0,William/010412.cha,1400,16.4,,,,take that out_of the way good job William,yeah . take that out_of the way good job William,ball ? yeah . take that out_of the way good job William
88,William,1,yyy . 1047963_1049248,,0,0,0,0,0,0,0,William/010412.cha,1406,16.4,,,,mhm,take that out_of the way good job William mhm,yeah . take that out_of the way good job William mhm
89,William,1,yyy . 1065906_1067593,,0,0,0,0,0,0,0,William/010412.cha,1427,16.4,,,,meet Thomas and his friends,here meet Thomas and his friends,alright here meet Thomas and his friends
90,William,1,sky ! 1094028_1095038,sky,1,1,1,1,1,1,1,William/010412.cha,1445,16.4,glows,biz,abigail,hello says Harold I like flying in the sky,who is behind the cloud hello says Harold I like flying in the sky,beep beep says Thomas it's me who is behind the cloud hello says Harold I like flying in the sky
91,William,1,beep beep ! 1122573_1125478,beep beep,2,2,2,2,2,2,2,William/010412.cha,1474,16.4,bump naima's,albino nap,cooled jill's,I hope you really like my useful engines says sir Toppumhat,who is behind Thomas I hope you really like my useful engines says sir Toppumhat,thanks for opening the door who is behind Thomas I hope you really like my useful engines says sir Toppumhat
92,William,1,beep . 1125478_1127330,beep,1,1,1,1,1,1,1,William/010412.cha,1482,16.4,basket,woof,tuna,beep .,I hope you really like my useful engines says sir Toppumhat beep .,who is behind Thomas I hope you really like my useful engines says sir Toppumhat beep .
93,William,1,beep beep . 1129031_1131230,beep beep,2,2,2,2,2,2,2,William/010412.cha,1491,16.4,restaurant uff,ecoli gigi's,sailor q,beep beep,beep . beep beep,I hope you really like my useful engines says sir Toppumhat beep . beep beep
94,William,1,xxx . 1131230_1134303,,0,0,0,0,0,0,0,William/010412.cha,1496,16.4,,,,beep beep,beep . beep beep,I hope you really like my useful engines says sir Toppumhat beep . beep beep
95,William,1,up . 1134303_1136301,up,1,1,1,1,1,1,1,William/010412.cha,1502,16.4,broom,pinching,examine,yeah ?,beep beep yeah ?,beep . beep beep yeah ?
96,William,1,xxx yyy . 1136301_1138581,,0,0,0,0,0,0,0,William/010412.cha,1507,16.4,,,,yeah ?,beep beep yeah ?,beep . beep beep yeah ?
97,William,1,yyy . 1150565_1154025,,0,0,0,0,0,0,0,William/010412.cha,1531,16.4,,,,where's the book,the wheels on the bus go round and round . where's the book,can you get Mommy that book the wheels on the bus go round and round . where's the book
98,William,1,&~mack [?] . 1230815_1232120,,0,0,0,0,0,0,0,William/010412.cha,1612,16.4,,,,what do the riders on the bus do,riders on the bus go what do the riders on the bus do,what do the riders on the bus go riders on the bus go what do the riders on the bus do
99,William,1,xxx . 1247893_1251328,,0,0,0,0,0,0,0,William/010412.cha,1636,16.4,,,,wah wah wah .,the babies on the bus go wah wah wah wah wah wah .,how bout the babies the babies on the bus go wah wah wah wah wah wah .
100,William,1,again [?] . 1277650_1279220,again,1,1,2,2,2,2,1,William/010412.cha,1670,16.4,around,who'll,pudding,a:ll through the to:wn,round and round the wheels on the bus go round and round a:ll through the to:wn,round and round round and round the wheels on the bus go round and round a:ll through the to:wn
101,William,1,xxx ! 1307000_1309460,,0,0,0,0,0,0,0,William/010412.cha,1690,16.4,,,,where's the .,oo:h where's the .,o:h you like that here we can snap it n do this oo:h where's the .
102,William,1,yyy ! 1309461_1311915,,0,0,0,0,0,0,0,William/010412.cha,1696,16.4,,,,yep .,where's the . yep .,oo:h where's the . yep .
103,William,1,xxx . 1313766_1317395,,0,0,0,0,0,0,0,William/010412.cha,1706,16.4,,,,we'll do it one more time n then we can read Maisy's colors .,kay we'll do it one more time n then we can read Maisy's colors .,yep . kay we'll do it one more time n then we can read Maisy's colors .
104,William,1,yyy boat [?] yyy boat [?] yyy boat [?] . 1343353_1348213,boat boat boat,3,3,3,3,3,3,3,William/010412.cha,1745,16.4,light carrots broken,elaine globe married,races biup wiping,the driver on the bus says move on back .,that's a good job William the driver on the bus says move on back .,move on back that's a good job William the driver on the bus says move on back .
105,William,1,yyy boat [?] . 1348213_1350346,boat,1,1,1,1,1,1,1,William/010412.cha,1750,16.4,peekaboo,bandaids,sweetie,the driver on the bus says move on back .,that's a good job William the driver on the bus says move on back .,move on back that's a good job William the driver on the bus says move on back .
106,William,1,yyy boat [?] . 1350346_1353900,boat,1,1,1,1,1,1,1,William/010412.cha,1758,16.4,hyper,skipping,ducksie,oh yeah ?,the driver on the bus says move on back . oh yeah ?,that's a good job William the driver on the bus says move on back . oh yeah ?
107,William,1,yyy boat [?] . 1353900_1356816,boat,1,1,1,1,1,1,1,William/010412.cha,1766,16.4,plane,bumper,untear,o:h .,oh yeah ? o:h .,the driver on the bus says move on back . oh yeah ? o:h .
108,William,1,yyy boat [?] . 1356816_1358913,boat,1,1,1,1,1,1,1,William/010412.cha,1774,16.4,live,handies,barrels,what's that ?,o:h . what's that ?,oh yeah ? o:h . what's that ?
109,William,1,yyy . 1358913_1360235,,0,0,0,0,0,0,0,William/010412.cha,1782,16.4,,,,boats that's right .,what's that ? boats that's right .,o:h . what's that ? boats that's right .
110,William,1,yyy boat xxx . 1407000_1417000,boat,1,1,1,1,1,1,1,William/010412.cha,1827,16.4,above,ants,bike's,going on board,here are the people going on board,n here's the workers loading the ship here are the people going on board
111,William,1,mommy [?] . 1417000_1419125,mommy,1,1,2,2,2,2,1,William/010412.cha,1832,16.4,television,blanche,horrid,going on board,here are the people going on board,n here's the workers loading the ship here are the people going on board
112,William,1,yyy . 1425226_1427835,,0,0,0,0,0,0,0,William/010412.cha,1849,16.4,,,,what's that,what's this what's that,whoop what's this what's that
113,William,1,yyy . 1487000_1489506,,0,0,0,0,0,0,0,William/010412.cha,1891,16.4,,,,how bout Doctor Seuss's,oh what's that one how bout Doctor Seuss's,how bout Doctor Seuss's . oh what's that one how bout Doctor Seuss's
114,William,1,xxx . 1489508_1492218,,0,0,0,0,0,0,0,William/010412.cha,1894,16.4,,,,how bout Doctor Seuss's,oh what's that one how bout Doctor Seuss's,how bout Doctor Seuss's . oh what's that one how bout Doctor Seuss's
115,William,1,c@l . 1493233_1494970,,0,1,0,0,0,0,0,William/010412.cha,1900,16.4,,,,mhm,how bout Doctor Seuss's mhm,oh what's that one how bout Doctor Seuss's mhm
116,William,1,"a@l , b@l ? 1494970_1497898",,0,3,0,0,0,0,0,William/010412.cha,1908,16.4,,,,yes .,mhm yes .,how bout Doctor Seuss's mhm yes .
117,William,1,"b@l , c@l ? 1497898_1500168",,0,3,0,0,0,0,0,William/010412.cha,1916,16.4,,,,A .,yes . A .,mhm yes . A .
118,William,1,hey [?] . 1500168_1502326,hey,1,1,1,1,1,1,1,William/010412.cha,1921,16.4,afternoon,buckles,legos,A .,yes . A .,mhm yes . A .
119,William,1,yyy . 1502326_1510000,,0,0,0,0,0,0,0,William/010412.cha,1926,16.4,,,,A .,yes . A .,mhm yes . A .
120,William,1,yyy yyy . 1510000_1513460,,0,0,0,0,0,0,0,William/010412.cha,1932,16.4,,,,yeah .,A . yeah .,yes . A . yeah .
121,William,1,yyy . 1519793_1522633,,0,0,0,0,0,0,0,William/010412.cha,1947,16.4,,,,what's that,here what's that,right at the end here what's that
122,William,1,yyy . 1522633_1523848,,0,0,0,0,0,0,0,William/010412.cha,1953,16.4,,,,A big little .,what's that A big little .,here what's that A big little .
123,William,1,xxx . 1539853_1541863,,0,0,0,0,0,0,0,William/010412.cha,1974,16.4,,,,.,aunt Annie's alligator .,big little what begins with aunt Annie's alligator .
124,William,1,yyy . 1551191_1552611,,0,0,0,0,0,0,0,William/010412.cha,1983,16.4,,,,barber baby bubbles and a bumblebee,big little what begins with barber baby bubbles and a bumblebee,. big little what begins with barber baby bubbles and a bumblebee
125,William,1,c@l . 1552611_1553520,,0,1,0,0,0,0,0,William/010412.cha,1995,16.4,,,,what's that ?,what . what's that ?,what . what . what's that ?
126,William,1,yyy . 1574435_1576463,,0,0,0,0,0,0,0,William/010412.cha,2027,16.4,,,,what's that,dreamed a dozen donuts and a duck dog too what's that,David Donald Doo dreamed a dozen donuts and a duck dog too what's that
127,William,1,yyy . 1601460_1604921,,0,0,0,0,0,0,0,William/010412.cha,2066,16.4,,,,can you say,goat girl goo_goo goggles can you say,four fluffy feathers on a goat girl goo_goo goggles can you say
128,William,1,yyy . 1624000_1625435,,0,0,0,0,0,0,0,William/010412.cha,2099,16.4,,,,Jerry Jordan's jelly jar n jam begin that way,big little what begins with Jerry Jordan's jelly jar n jam begin that way,so am I big little what begins with Jerry Jordan's jelly jar n jam begin that way
129,William,1,yyy . 1660565_1662383,,0,0,0,0,0,0,0,William/010412.cha,2135,16.4,,,,what's that,nine new neckties n a nightshirt and a what's that,big little what begins with those nine new neckties n a nightshirt and a what's that
130,William,1,yyy . 1662383_1664766,,0,0,0,0,0,0,0,William/010412.cha,2141,16.4,,,,what's that ?,what's that what's that ?,nine new neckties n a nightshirt and a what's that what's that ?
131,William,1,eye ! 1666730_1668880,eye,1,1,1,1,1,1,1,William/010412.cha,2150,16.4,tofu,singed,toasted,where's yer nose,no:se . where's yer nose,what's that ? no:se . where's yer nose
132,William,1,Rosy [?] ! 1763548_1766700,Rosy,1,1,2,2,2,2,1,William/010412.cha,2242,16.4,afternoon,toesie,banana's,what's that,on her violin what's that,Vera Violet Vin is very very very awful on her violin what's that
133,William,1,ours [?] ? 1766700_1769120,ours,1,1,1,1,1,1,1,William/010412.cha,2250,16.4,vigor,tease,yogi,yeah whose name begins with that ?,what's that yeah whose name begins with that ?,on her violin what's that yeah whose name begins with that ?
134,William,1,xxx . 1774700_1778196,,0,0,0,0,0,0,0,William/010412.cha,2264,16.4,,,,washes Warren Wiggins who is washing Waldo Woo .,W Willy Waterloo washes Warren Wiggins who is washing Waldo Woo .,that's right William's that's yours W Willy Waterloo washes Warren Wiggins who is washing Waldo Woo .
135,William,1,hey [?] . 1778196_1779843,hey,1,1,1,1,1,1,1,William/010412.cha,2270,16.4,bubble,fudgecicle,deegkaiguhgeehaik,what's up ?,washes Warren Wiggins who is washing Waldo Woo . what's up ?,W Willy Waterloo washes Warren Wiggins who is washing Waldo Woo . what's up ?
136,William,1,c@l [?] . 1779843_1781685,,0,1,0,0,0,0,0,William/010412.cha,2281,16.4,,,,you gotta go back for .,I know C's . you gotta go back for .,what's up ? I know C's . you gotta go back for .
137,William,1,c@l [?] . 1781685_1784243,,0,1,0,0,0,0,0,William/010412.cha,2286,16.4,,,,you gotta go back for .,I know C's . you gotta go back for .,what's up ? I know C's . you gotta go back for .
138,William,1,sing [?] ? 1801748_1803615,sing,1,1,1,1,1,1,1,William/010412.cha,2318,16.4,shall,theys,riviera,look at Mommy,cmon look at Mommy,let's sing a song cmon look at Mommy
139,William,1,yyy . 1949131_1951451,,0,0,0,0,0,0,0,William/010412.cha,2442,16.4,,,,show Mommy,where's panda ? show Mommy,yes ! where's panda ? show Mommy
