utt_id,child_id,session_id,utterance,utterance_clean,word_count,morph_count,utt_syllables_basic,utt_syllables_lenient,utt_syllables_strictY,utt_syllables_le,n_alpha_words,file,line_no,age_months,random_model_utterance_bin6,unigram_model_utterance_bin6,bigram_model_utterance_bin6,context_k1,context_k2,context_k3
15,John,1,do horsie .,do horsie .,2,2,2,3,2,2,2,John/011115.cha,89,23.5,foot clever .,hatch ggy .,tying bee's .,yellow .,take a piece off . yellow .,let's see . take a piece off . yellow .
16,John,1,do horsie .,do horsie .,2,2,2,3,2,2,2,John/011115.cha,92,23.5,tushie gondolas .,design chicks .,workman's prod .,yellow .,take a piece off . yellow .,let's see . take a piece off . yellow .
17,John,1,do horsie .,do horsie .,2,2,2,3,2,2,2,John/011115.cha,95,23.5,cough soft .,jag to .,naz peeks .,yellow .,take a piece off . yellow .,let's see . take a piece off . yellow .
18,John,1,&-um .,.,0,0,0,0,0,0,0,John/011115.cha,104,23.5,.,.,.,you draw a horse .,you draw a horse then . you draw a horse .,yellow . you draw a horse then . you draw a horse .
19,John,1,there Daddy jumper .,there Daddy jumper .,3,3,5,6,5,5,3,John/011115.cha,108,23.5,their bash bigs .,scribbling very vest .,wakie deliveries dining .,no .,you draw a horse . no .,you draw a horse then . you draw a horse . no .
20,John,1,Daddy .,Daddy .,1,1,2,2,2,2,1,John/011115.cha,114,23.5,twinkle .,curlers .,pin .,are you drawing Daddy ?,no . are you drawing Daddy ?,you draw a horse . no . are you drawing Daddy ?
21,John,1,Daddy .,Daddy .,1,1,2,2,2,2,1,John/011115.cha,123,23.5,busy .,tammy .,oooh .,it's meant to be Humpty_Dumpty .,is it Daddy ? it's meant to be Humpty_Dumpty .,are you drawing Daddy ? is it Daddy ? it's meant to be Humpty_Dumpty .
22,John,1,Daddy .,Daddy .,1,1,2,2,2,2,1,John/011115.cha,129,23.5,squeeze .,boink .,ash .,okay .,it's meant to be Humpty_Dumpty . okay .,is it Daddy ? it's meant to be Humpty_Dumpty . okay .
23,John,1,there [* 0is] a blue .,there a blue .,3,3,3,4,3,3,3,John/011115.cha,132,23.5,bouncy floppies drying .,matches machine poopsie .,pita nursie's katie .,okay .,it's meant to be Humpty_Dumpty . okay .,is it Daddy ? it's meant to be Humpty_Dumpty . okay .
24,John,1,green .,green .,1,1,1,1,1,1,1,John/011115.cha,137,23.5,salt .,chan .,hut .,.,okay . .,it's meant to be Humpty_Dumpty . okay . .
25,John,1,no .,no .,1,1,1,1,1,1,1,John/011115.cha,140,23.5,bash .,tiel .,speech .,.,okay . .,it's meant to be Humpty_Dumpty . okay . .
26,John,1,coloring blue .,coloring blue .,2,2,4,4,4,4,2,John/011115.cha,149,23.5,page oscar .,pilchard where'd .,leapt ork .,you know what you want don't you ?,no . you know what you want don't you ?,. no . you know what you want don't you ?
27,John,1,coloring .,coloring .,1,1,3,3,3,3,1,John/011115.cha,152,23.5,tire's .,debbie .,fry .,you know what you want don't you ?,no . you know what you want don't you ?,. no . you know what you want don't you ?
28,John,1,Daddy [/] Daddy .,Daddy Daddy .,2,1,4,4,4,4,2,John/011115.cha,164,23.5,courgette glasses .,helps wish .,hyper trapetoid .,what shall we draw ?,what shall we draw with the blue ? what shall we draw ?,oh thank_you . what shall we draw with the blue ? what shall we draw ?
29,John,1,blue Daddy [/] Daddy .,blue Daddy Daddy .,3,2,5,5,5,5,3,John/011115.cha,167,23.5,laura hey see .,shave launch apples .,ahdahdahdah blossoms mall .,what shall we draw ?,what shall we draw with the blue ? what shall we draw ?,oh thank_you . what shall we draw with the blue ? what shall we draw ?
30,John,1,a spider .,a spider .,2,2,3,3,3,3,2,John/011115.cha,179,23.5,job eleven .,snatched izza .,fluff telling .,a spider ?,what is that ? a spider ?,oh that's good . what is that ? a spider ?
31,John,1,blue spider .,blue spider .,2,2,3,3,3,3,2,John/011115.cha,185,23.5,zawelly rea .,zhoo limpet .,years clara .,spider .,a spider ? spider .,what is that ? a spider ? spider .
32,John,1,do another spider .,do another spider .,3,3,6,6,6,6,3,John/011115.cha,194,23.5,frogs being egg .,pippo cupped donna's .,birthdays tide shakin .,thank_you .,have you seen the spider ? thank_you .,spider . have you seen the spider ? thank_you .
33,John,1,the spider .,the spider .,2,2,3,3,3,3,2,John/011115.cha,201,23.5,cubs laiby .,sailfish reef .,exhaust firebox .,.,another spider ? .,thank_you . another spider ? .
34,John,1,spider .,spider .,1,1,2,2,2,2,1,John/011115.cha,204,23.5,ha .,sunshine .,wrecked .,.,another spider ? .,thank_you . another spider ? .
35,John,1,nice spider .,nice spider .,2,2,3,4,3,3,2,John/011115.cha,210,23.5,favorite sam .,gown hump .,follow crap .,do you want some eyes ?,. do you want some eyes ?,another spider ? . do you want some eyes ?
36,John,1,color spider .,color spider .,2,2,4,4,4,4,2,John/011115.cha,216,23.5,daddy later .,malt bati .,kneeling bending .,yeah .,do you want some eyes ? yeah .,. do you want some eyes ? yeah .
37,John,1,there spider .,there spider .,2,2,3,4,3,3,2,John/011115.cha,225,23.5,give armadillo .,shew cinderella's .,smallest country .,is it raining on Humpty_Dumpty ?,oh is it raining ? is it raining on Humpty_Dumpty ?,yeah . oh is it raining ? is it raining on Humpty_Dumpty ?
38,John,1,there spider .,there spider .,2,2,3,4,3,3,2,John/011115.cha,228,23.5,downstairs moan .,roxbury hummus .,bubbles harpsichord .,is it raining on Humpty_Dumpty ?,oh is it raining ? is it raining on Humpty_Dumpty ?,yeah . oh is it raining ? is it raining on Humpty_Dumpty ?
39,John,1,there spider .,there spider .,2,2,3,4,3,3,2,John/011115.cha,231,23.5,spoon riders .,eyebrow lotus .,spring seep .,is it raining on Humpty_Dumpty ?,oh is it raining ? is it raining on Humpty_Dumpty ?,yeah . oh is it raining ? is it raining on Humpty_Dumpty ?
40,John,1,a blue spider .,a blue spider .,3,3,4,4,4,4,3,John/011115.cha,240,23.5,polly why balls .,vacations grrrr spaceship .,instructions portuguese gopher .,is it raining on Humpty_Dumpty ?,oh is it raining ? is it raining on Humpty_Dumpty ?,yeah . oh is it raining ? is it raining on Humpty_Dumpty ?
41,John,1,a blue spider .,a blue spider .,3,3,4,4,4,4,3,John/011115.cha,243,23.5,gorilla's aboom dropped .,cakie favor young .,oil's bleep tennessee .,is it raining on Humpty_Dumpty ?,oh is it raining ? is it raining on Humpty_Dumpty ?,yeah . oh is it raining ? is it raining on Humpty_Dumpty ?
42,John,1,<making hands down> [?] .,making hands down .,3,4,4,4,4,4,3,John/011115.cha,246,23.5,who'll bridge everybody [?] .,zaboo brown's meadow [?] .,rumble hill pronounce [?] .,is it raining on Humpty_Dumpty ?,oh is it raining ? is it raining on Humpty_Dumpty ?,yeah . oh is it raining ? is it raining on Humpty_Dumpty ?
43,John,1,spider .,spider .,1,1,2,2,2,2,1,John/011115.cha,249,23.5,engineer .,pockets .,spots .,is it raining on Humpty_Dumpty ?,oh is it raining ? is it raining on Humpty_Dumpty ?,yeah . oh is it raining ? is it raining on Humpty_Dumpty ?
44,John,1,coming .,coming .,1,2,2,2,2,2,1,John/011115.cha,252,23.5,hurting .,fatty .,rarara .,is it raining on Humpty_Dumpty ?,oh is it raining ? is it raining on Humpty_Dumpty ?,yeah . oh is it raining ? is it raining on Humpty_Dumpty ?
45,John,1,xxx .,.,0,0,0,0,0,0,0,John/011115.cha,258,23.5,.,.,.,very good .,is it raining on Humpty_Dumpty ? very good .,oh is it raining ? is it raining on Humpty_Dumpty ? very good .
46,John,1,sun .,sun .,1,1,1,1,1,1,1,John/011115.cha,272,23.5,trees .,dimes .,demanding .,look it's sunny .,you could draw a sun . look it's sunny .,is it rain ? you could draw a sun . look it's sunny .
47,John,1,the sun out .,the sun out .,3,3,3,3,3,3,3,John/011115.cha,278,23.5,pencil marsumials burying .,macks awhile unlocked .,posey biup minna .,draw a sun .,look it's sunny . draw a sun .,you could draw a sun . look it's sunny . draw a sun .
48,John,1,here .,here .,1,1,1,2,1,1,1,John/011115.cha,284,23.5,goman .,painting .,sinking .,thank_you .,draw a sun . thank_you .,look it's sunny . draw a sun . thank_you .
49,John,1,white .,white .,1,1,1,2,1,1,1,John/011115.cha,293,23.5,romeo .,lerra .,oken .,what are we going to do with these blues ?,thank_you . what are we going to do with these blues ?,thank_you . thank_you . what are we going to do with these blues ?
50,John,1,white .,white .,1,1,1,2,1,1,1,John/011115.cha,299,23.5,roly .,patting .,attached .,white good .,what are we going to do with these blues ? white good .,thank_you . what are we going to do with these blues ? white good .
51,John,1,there white .,there white .,2,2,2,4,2,2,2,John/011115.cha,302,23.5,liza's do .,misses carwashed .,frank drumming .,white good .,what are we going to do with these blues ? white good .,thank_you . what are we going to do with these blues ? white good .
52,John,1,white .,white .,1,1,1,2,1,1,1,John/011115.cha,311,23.5,laa .,birdie's .,spirit .,shall we draw the wall for Humpty_Dumpty ?,yeah . shall we draw the wall for Humpty_Dumpty ?,white good . yeah . shall we draw the wall for Humpty_Dumpty ?
53,John,1,it's white .,it's white .,2,3,2,3,2,2,2,John/011115.cha,314,23.5,goal hem .,sheila wallace .,abou dorothy .,shall we draw the wall for Humpty_Dumpty ?,yeah . shall we draw the wall for Humpty_Dumpty ?,white good . yeah . shall we draw the wall for Humpty_Dumpty ?
54,John,1,here you go .,here you go .,3,3,3,4,3,3,3,John/011115.cha,320,23.5,tripod sky rosie .,plate bood bowl's .,swim plums cucumbers .,white .,shall we draw the wall for Humpty_Dumpty ? white .,yeah . shall we draw the wall for Humpty_Dumpty ? white .
55,John,1,sun .,sun .,1,1,1,1,1,1,1,John/011115.cha,326,23.5,hopping .,floppies .,changed .,here you go .,white . here you go .,shall we draw the wall for Humpty_Dumpty ? white . here you go .
56,John,1,sun .,sun .,1,1,1,1,1,1,1,John/011115.cha,332,23.5,garlic .,vigor .,same .,is that the sun ?,here you go . is that the sun ?,white . here you go . is that the sun ?
57,John,1,there spider .,there spider .,2,2,3,4,3,3,2,John/011115.cha,344,23.5,said engines .,mauren swingset .,lunchtime mammy .,for Humpty_Dumpty .,there's the wall . for Humpty_Dumpty .,there we are . there's the wall . for Humpty_Dumpty .
58,John,1,there other blue .,there other blue .,3,3,4,5,4,4,3,John/011115.cha,353,23.5,klack errol froggy .,kneeling bends paras .,googoo sad lip .,that's a right thunder storm there .,good . that's a right thunder storm there .,for Humpty_Dumpty . good . that's a right thunder storm there .
59,John,1,Mummy's blue .,Mummy's blue .,2,3,3,3,2,3,2,John/011115.cha,356,23.5,stegosaurus tank .,flakes headlights .,teaches squishy .,that's a right thunder storm there .,good . that's a right thunder storm there .,for Humpty_Dumpty . good . that's a right thunder storm there .
60,John,1,Mummy's white .,Mummy's white .,2,3,3,4,2,3,2,John/011115.cha,365,23.5,honk falled .,arizona moe .,diandra's rahnk .,mhm .,blue . mhm .,that's a right thunder storm there . blue . mhm .
61,John,1,a red there .,a red there .,3,3,3,4,3,3,3,John/011115.cha,371,23.5,begins lemon cones .,walls naima's romper .,gear asparagus louise .,white .,mhm . white .,blue . mhm . white .
62,John,1,coloring in .,coloring in .,2,2,4,4,4,4,2,John/011115.cha,374,23.5,sit fixing .,bull cupboard .,roundabouts tulip .,white .,mhm . white .,blue . mhm . white .
63,John,1,color green .,color green .,2,2,3,3,3,3,2,John/011115.cha,380,23.5,rainy drying .,used gator .,spoiling bury .,green .,white . green .,mhm . white . green .
64,John,1,a tree .,a tree .,2,2,2,2,2,2,2,John/011115.cha,389,23.5,yawning standing .,demanding strongest .,junction contest .,shall we draw a tree ?,what shall we do draw ? shall we draw a tree ?,green . what shall we do draw ? shall we draw a tree ?
65,John,1,oh [/] oh it rain .,oh oh it rain .,4,3,4,4,4,4,4,John/011115.cha,392,23.5,gazza toucan baseballs sandpit .,fresh drink roof rex .,bayoup kessy quarts tran .,shall we draw a tree ?,what shall we do draw ? shall we draw a tree ?,green . what shall we do draw ? shall we draw a tree ?
66,John,1,draw star .,draw star .,2,2,2,2,2,2,2,John/011115.cha,395,23.5,some stays .,coolerbear margory .,smoked backpacks .,shall we draw a tree ?,what shall we do draw ? shall we draw a tree ?,green . what shall we do draw ? shall we draw a tree ?
67,John,1,draw star .,draw star .,2,2,2,2,2,2,2,John/011115.cha,404,23.5,water's wrong .,boris licka .,new harrison .,you draw a star then .,okay . you draw a star then .,shall we draw a tree ? okay . you draw a star then .
68,John,1,draw star .,draw star .,2,2,2,2,2,2,2,John/011115.cha,413,23.5,helmet squirter .,inc lost .,bura craig .,let's draw one up here .,okay . let's draw one up here .,you draw a star then . okay . let's draw one up here .
69,John,1,oh twinkle star .,oh twinkle star .,3,3,3,4,3,4,3,John/011115.cha,419,23.5,spool scissors bum .,goliath bananana franklin .,daisy's eggs stick .,star .,let's draw one up here . star .,okay . let's draw one up here . star .
70,John,1,how I +...,how I .,2,3,2,2,2,2,2,John/011115.cha,422,23.5,full shopies +...,crocodiles tots +...,kabob swallowing +...,star .,let's draw one up here . star .,okay . let's draw one up here . star .
71,John,1,draw sun .,draw sun .,2,2,2,2,2,2,2,John/011115.cha,428,23.5,yak fruit .,cheddar loops .,dawning oasis .,how I wonder what you are .,star . how I wonder what you are .,let's draw one up here . star . how I wonder what you are .
72,John,1,moon there .,moon there .,2,2,2,3,2,2,2,John/011115.cha,437,23.5,sweeties ducky .,johns parade .,ship tead .,shall we draw a moon as_well together this time ?,there . shall we draw a moon as_well together this time ?,how I wonder what you are . there . shall we draw a moon as_well together this time ?
73,John,1,the moon .,the moon .,2,2,2,2,2,2,2,John/011115.cha,443,23.5,tall cap .,sheila screw .,woohoo hare .,yeah .,shall we draw a moon as_well together this time ? yeah .,there . shall we draw a moon as_well together this time ? yeah .
74,John,1,byebye moon .,byebye moon .,2,2,2,3,2,2,2,John/011115.cha,449,23.5,matt checkers .,caramel petra .,sizes breadsticks .,that's funny isn't it seeing the moon at the same time as the sun .,yeah . that's funny isn't it seeing the moon at the same time as the sun .,shall we draw a moon as_well together this time ? yeah . that's funny isn't it seeing the moon at the same time as the sun .
75,John,1,byebye moon .,byebye moon .,2,2,2,3,2,2,2,John/011115.cha,452,23.5,cracked tiger's .,oni ja .,tad joel .,that's funny isn't it seeing the moon at the same time as the sun .,yeah . that's funny isn't it seeing the moon at the same time as the sun .,shall we draw a moon as_well together this time ? yeah . that's funny isn't it seeing the moon at the same time as the sun .
76,John,1,starfish .,starfish .,1,1,2,2,2,2,1,John/011115.cha,455,23.5,thomas .,grief .,snowballing .,that's funny isn't it seeing the moon at the same time as the sun .,yeah . that's funny isn't it seeing the moon at the same time as the sun .,shall we draw a moon as_well together this time ? yeah . that's funny isn't it seeing the moon at the same time as the sun .
77,John,1,a star .,a star .,2,2,2,2,2,2,2,John/011115.cha,458,23.5,squigglies mixing .,exc spend .,back didi .,that's funny isn't it seeing the moon at the same time as the sun .,yeah . that's funny isn't it seeing the moon at the same time as the sun .,shall we draw a moon as_well together this time ? yeah . that's funny isn't it seeing the moon at the same time as the sun .
78,John,1,starfish here .,starfish here .,2,2,3,4,3,3,2,John/011115.cha,464,23.5,dumptrucks pea .,smudges whyah .,speckles racket .,a star ?,that's funny isn't it seeing the moon at the same time as the sun . a star ?,yeah . that's funny isn't it seeing the moon at the same time as the sun . a star ?
79,John,1,byebye spider .,byebye spider .,2,2,3,4,3,3,2,John/011115.cha,467,23.5,lifting job .,quiet helps .,jeanine barely .,a star ?,that's funny isn't it seeing the moon at the same time as the sun . a star ?,yeah . that's funny isn't it seeing the moon at the same time as the sun . a star ?
80,John,1,byebye spider .,byebye spider .,2,2,3,4,3,3,2,John/011115.cha,470,23.5,tiger's helda .,snuggle fire's .,sail lawn .,a star ?,that's funny isn't it seeing the moon at the same time as the sun . a star ?,yeah . that's funny isn't it seeing the moon at the same time as the sun . a star ?
81,John,1,do starfish .,do starfish .,2,2,3,3,3,3,2,John/011115.cha,473,23.5,splashed walk .,gluing curlers .,earthly drinkin .,a star ?,that's funny isn't it seeing the moon at the same time as the sun . a star ?,yeah . that's funny isn't it seeing the moon at the same time as the sun . a star ?
82,John,1,a star .,a star .,2,2,2,2,2,2,2,John/011115.cha,476,23.5,down blankie .,huggie spaghe .,flupper joseph .,a star ?,that's funny isn't it seeing the moon at the same time as the sun . a star ?,yeah . that's funny isn't it seeing the moon at the same time as the sun . a star ?
83,John,1,star .,star .,1,1,1,1,1,1,1,John/011115.cha,479,23.5,rocks .,hook .,glamosh .,a star ?,that's funny isn't it seeing the moon at the same time as the sun . a star ?,yeah . that's funny isn't it seeing the moon at the same time as the sun . a star ?
84,John,1,xxx .,.,0,0,0,0,0,0,0,John/011115.cha,482,23.5,.,.,.,a star ?,that's funny isn't it seeing the moon at the same time as the sun . a star ?,yeah . that's funny isn't it seeing the moon at the same time as the sun . a star ?
85,John,1,horsie .,horsie .,1,1,1,2,1,1,1,John/011115.cha,499,23.5,melons .,snowman .,vash .,shall we do the star song ?,John . shall we do the star song ?,that's good . John . shall we do the star song ?
86,John,1,do horsie .,do horsie .,2,2,2,3,2,2,2,John/011115.cha,502,23.5,teddys grip .,knead arthur's .,devil whenever .,shall we do the star song ?,John . shall we do the star song ?,that's good . John . shall we do the star song ?
87,John,1,do a horsie .,do a horsie .,3,3,3,4,3,3,3,John/011115.cha,508,23.5,ben another slide .,life bush liza .,where're mole peeped .,John .,shall we do the star song ? John .,John . shall we do the star song ? John .
88,John,1,a big horsie .,a big horsie .,3,3,3,4,3,3,3,John/011115.cha,511,23.5,apman woo doin .,amins darwin platform .,buh nature lisa .,John .,shall we do the star song ? John .,John . shall we do the star song ? John .
89,John,1,a horsie Mum .,a horsie Mum .,3,3,3,4,3,3,3,John/011115.cha,516,23.5,bog papa worm's .,horrible visitors pig's .,measure sonia's toura .,.,John . .,shall we do the star song ? John . .
90,John,1,horsie .,horsie .,1,1,1,2,1,1,1,John/011115.cha,522,23.5,myrtle .,moon .,kings .,shall we sing the star song ?,. shall we sing the star song ?,John . . shall we sing the star song ?
91,John,1,draw horsie .,draw horsie .,2,2,2,3,2,2,2,John/011115.cha,525,23.5,baggie sar .,timothy's hedgehog .,troubles numbers .,shall we sing the star song ?,. shall we sing the star song ?,John . . shall we sing the star song ?
92,John,1,do horsie .,do horsie .,2,2,2,3,2,2,2,John/011115.cha,531,23.5,big mail .,lottie funny .,st cheep .,I'm not very good at drawing horses John .,shall we sing the star song ? I'm not very good at drawing horses John .,. shall we sing the star song ? I'm not very good at drawing horses John .
93,John,1,do horse .,do horse .,2,2,2,3,2,2,2,John/011115.cha,534,23.5,tea yesterday .,unmouthed shelf .,rabbit's cots .,I'm not very good at drawing horses John .,shall we sing the star song ? I'm not very good at drawing horses John .,. shall we sing the star song ? I'm not very good at drawing horses John .
94,John,1,do horsie Anna .,do horsie Anna .,3,3,4,5,4,4,3,John/011115.cha,558,23.5,scooby gabby of .,dop trip jeanine .,spill fahngkleeso achin .,it looks more like a dog .,and ears . it looks more like a dog .,and legs . and ears . it looks more like a dog .
95,John,1,Anna .,Anna .,1,1,2,2,2,2,1,John/011115.cha,564,23.5,work .,hevey .,edible .,John .,it looks more like a dog . John .,and ears . it looks more like a dog . John .
96,John,1,tickle .,tickle .,1,1,1,2,1,2,1,John/011115.cha,576,23.5,keeper .,girl .,cheerios .,John .,it looks more like a dog . John .,and ears . it looks more like a dog . John .
97,John,1,it tickle .,it tickle .,2,2,2,3,2,3,2,John/011115.cha,585,23.5,dime paints .,toopa mcnalley .,firemans warr .,it tickles .,did it tickle ? it tickles .,John . did it tickle ? it tickles .
98,John,1,it tickle .,it tickle .,2,2,2,3,2,3,2,John/011115.cha,588,23.5,strike squirrel's .,swords northwich .,megablock states .,it tickles .,did it tickle ? it tickles .,John . did it tickle ? it tickles .
99,John,1,on hand .,on hand .,2,2,2,2,2,2,2,John/011115.cha,591,23.5,teddys crisp .,undo dohs .,bally's cash .,it tickles .,did it tickle ? it tickles .,John . did it tickle ? it tickles .
100,John,1,tickle .,tickle .,1,1,1,2,1,2,1,John/011115.cha,606,23.5,two .,motorboat .,spindle .,round and round .,like a teddy bear . round and round .,round and round the garden . like a teddy bear . round and round .
101,John,1,xxx .,.,0,0,0,0,0,0,0,John/011115.cha,609,23.5,.,.,.,round and round .,like a teddy bear . round and round .,round and round the garden . like a teddy bear . round and round .
102,John,1,bear .,bear .,1,1,1,1,1,1,1,John/011115.cha,614,23.5,trapecoid .,number .,librarians .,pardon ?,round and round . pardon ?,like a teddy bear . round and round . pardon ?
103,John,1,do bear .,do bear .,2,2,2,2,2,2,2,John/011115.cha,620,23.5,lizards whales .,labba blocks .,shit cooler .,a bear ?,pardon ? a bear ?,round and round . pardon ? a bear ?
104,John,1,round and round Mummy .,round and round Mummy .,4,4,5,5,5,5,4,John/011115.cha,623,23.5,earring putting snowmen witches .,hercules panda daddiji ladder .,bal giu bunny wayne .,a bear ?,pardon ? a bear ?,round and round . pardon ? a bear ?
105,John,1,round and round .,round and round .,3,3,3,3,3,3,3,John/011115.cha,626,23.5,climbing itch axel .,kept blocks discus .,reggie toolbox yellow's .,a bear ?,pardon ? a bear ?,round and round . pardon ? a bear ?
106,John,1,round garden .,round garden .,2,2,3,3,3,3,2,John/011115.cha,632,23.5,suitcase i've .,vegetable barrels .,frigidaire zapf .,Mummy what ?,a bear ? Mummy what ?,pardon ? a bear ? Mummy what ?
107,John,1,Mummy round .,Mummy round .,2,2,3,3,3,3,2,John/011115.cha,635,23.5,monkeys gregory .,gagi squealed .,john's false .,Mummy what ?,a bear ? Mummy what ?,pardon ? a bear ? Mummy what ?
108,John,1,there teddy bear .,there teddy bear .,3,3,4,5,4,4,3,John/011115.cha,653,23.5,undershirt cardinal ughoh .,ages within iss .,hairdryer ceratops lo .,and tickle John under there .,one step two step . and tickle John under there .,like a teddy bear . one step two step . and tickle John under there .
109,John,1,teddy bear .,teddy bear .,2,2,3,3,3,3,2,John/011115.cha,659,23.5,feets spells .,lionheart spiderman .,uphill ticky .,yeah .,and tickle John under there . yeah .,one step two step . and tickle John under there . yeah .
110,John,1,byebye bear .,byebye bear .,2,2,2,3,2,2,2,John/011115.cha,668,23.5,base piano .,cupboard kim .,tortoises decide .,what_about a mouth ?,it's a bear . what_about a mouth ?,yeah . it's a bear . what_about a mouth ?
111,John,1,blue spider .,blue spider .,2,2,3,3,3,3,2,John/011115.cha,674,23.5,stories horse's .,prodigal animal's .,swampscott punchpunchy .,byebye bear .,what_about a mouth ? byebye bear .,it's a bear . what_about a mouth ? byebye bear .
112,John,1,blue spider .,blue spider .,2,2,3,3,3,3,2,John/011115.cha,680,23.5,havin gotcha .,gift skippy .,firework eights .,mhm .,byebye bear . mhm .,what_about a mouth ? byebye bear . mhm .
113,John,1,purple horsie .,purple horsie .,2,2,2,4,2,3,2,John/011115.cha,683,23.5,turned chug .,buckled pongo .,mow dadda .,mhm .,byebye bear . mhm .,what_about a mouth ? byebye bear . mhm .
114,John,1,horsie .,horsie .,1,1,1,2,1,1,1,John/011115.cha,686,23.5,gondola .,ja .,swallowing .,mhm .,byebye bear . mhm .,what_about a mouth ? byebye bear . mhm .
115,John,1,purple horsie .,purple horsie .,2,2,2,4,2,3,2,John/011115.cha,695,23.5,colors building .,bumpety annie's .,brick's they're .,there isn't much room is there ?,have we got any stars yet ? there isn't much room is there ?,mhm . have we got any stars yet ? there isn't much room is there ?
116,John,1,do horsie .,do horsie .,2,2,2,3,2,2,2,John/011115.cha,698,23.5,dishes taping .,wasp romeo .,main bea .,there isn't much room is there ?,have we got any stars yet ? there isn't much room is there ?,mhm . have we got any stars yet ? there isn't much room is there ?
117,John,1,do horse .,do horse .,2,2,2,3,2,2,2,John/011115.cha,701,23.5,arch applesauce .,owwowwowwowwowwowwowwowwowwowwowwow mold .,kerplunk spilling .,there isn't much room is there ?,have we got any stars yet ? there isn't much room is there ?,mhm . have we got any stars yet ? there isn't much room is there ?
118,John,1,do eyes .,do eyes .,2,2,2,2,3,2,2,John/011115.cha,707,23.5,hammers sort .,popper cello .,laughter sug .,you draw a horse .,there isn't much room is there ? you draw a horse .,have we got any stars yet ? there isn't much room is there ? you draw a horse .
