utt_id,utt_id_role,speaker,child_id,session_id,utterance,utterance_clean,word_count,morph_count,utt_syllables_basic,utt_syllables_lenient,utt_syllables_strictY,utt_syllables_le,n_alpha_words,file,line_no,age_months,context_k1,context_k2,context_k3
55,55,MOT,Anne,1,is he gonna [: going to] eat the cake ?,is he gonna eat the cake ?,6,7,7,8,7,7,6,Anne/011007.cha,296,22.233,here he comes .,the snake's coming . here he comes .,oh . the snake's coming . here he comes .
56,56,MOT,Anne,1,Anne .,Anne .,1,1,1,2,1,1,1,Anne/011007.cha,299,22.233,is he gonna eat the cake ?,here he comes . is he gonna eat the cake ?,the snake's coming . here he comes . is he gonna eat the cake ?
57,57,MOT,Anne,1,is the snake gonna [: going to] eat the cake ?,is the snake gonna eat the cake ?,7,9,8,10,8,8,7,Anne/011007.cha,302,22.233,Anne .,is he gonna eat the cake ? Anne .,here he comes . is he gonna eat the cake ? Anne .
58,58,MOT,Anne,1,like it ?,like it ?,2,2,2,3,2,2,2,Anne/011007.cha,306,22.233,is the snake gonna eat the cake ?,Anne . is the snake gonna eat the cake ?,is he gonna eat the cake ? Anne . is the snake gonna eat the cake ?
59,59,MOT,Anne,1,"and baby say +""/.",and baby say .,3,4,4,4,4,4,3,Anne/011007.cha,312,22.233,like it ?,is the snake gonna eat the cake ? like it ?,Anne . is the snake gonna eat the cake ? like it ?
60,60,MOT,Anne,1,"+"" don't eat my cake .",don't eat my cake .,4,5,4,5,4,4,4,Anne/011007.cha,315,22.233,and baby say .,like it ? and baby say .,is the snake gonna eat the cake ? like it ? and baby say .
61,61,MOT,Anne,1,"+"" that's my cake .",that's my cake .,3,4,3,4,3,3,3,Anne/011007.cha,318,22.233,don't eat my cake .,and baby say . don't eat my cake .,like it ? and baby say . don't eat my cake .
62,62,MOT,Anne,1,"+"" that's my cake .",that's my cake .,3,4,3,4,3,3,3,Anne/011007.cha,321,22.233,that's my cake .,don't eat my cake . that's my cake .,and baby say . don't eat my cake . that's my cake .
63,63,MOT,Anne,1,what's teddy say ?,what's teddy say ?,3,4,4,4,4,4,3,Anne/011007.cha,329,22.233,that's my cake .,that's my cake . that's my cake .,don't eat my cake . that's my cake . that's my cake .
64,64,MOT,Anne,1,hello .,hello .,1,1,2,2,2,2,1,Anne/011007.cha,335,22.233,what's teddy say ?,that's my cake . what's teddy say ?,that's my cake . that's my cake . what's teddy say ?
65,65,MOT,Anne,1,hello snake .,hello snake .,2,2,3,4,3,3,2,Anne/011007.cha,338,22.233,hello .,what's teddy say ? hello .,that's my cake . what's teddy say ? hello .
66,66,MOT,Anne,1,hello .,hello .,1,1,2,2,2,2,1,Anne/011007.cha,341,22.233,hello snake .,hello . hello snake .,what's teddy say ? hello . hello snake .
67,67,MOT,Anne,1,is it a boat ?,is it a boat ?,4,4,4,4,4,4,4,Anne/011007.cha,352,22.233,hello .,hello snake . hello .,hello . hello snake . hello .
68,68,MOT,Anne,1,oh dear .,oh dear .,2,2,2,2,2,2,2,Anne/011007.cha,355,22.233,is it a boat ?,hello . is it a boat ?,hello snake . hello . is it a boat ?
69,69,MOT,Anne,1,willn't fit .,willn't fit .,2,3,2,2,2,2,2,Anne/011007.cha,358,22.233,oh dear .,is it a boat ? oh dear .,hello . is it a boat ? oh dear .
70,70,MOT,Anne,1,it willn't fit „ will it ?,it willn't fit will it ?,5,7,5,5,5,5,5,Anne/011007.cha,364,22.233,willn't fit .,oh dear . willn't fit .,is it a boat ? oh dear . willn't fit .
71,71,MOT,Anne,1,sweep it ?,sweep it ?,2,2,2,2,2,2,2,Anne/011007.cha,371,22.233,it willn't fit will it ?,willn't fit . it willn't fit will it ?,oh dear . willn't fit . it willn't fit will it ?
72,72,MOT,Anne,1,whoops .,whoops .,1,1,1,1,1,1,1,Anne/011007.cha,374,22.233,sweep it ?,it willn't fit will it ? sweep it ?,willn't fit . it willn't fit will it ? sweep it ?
73,73,MOT,Anne,1,whoops .,whoops .,1,1,1,1,1,1,1,Anne/011007.cha,381,22.233,whoops .,sweep it ? whoops .,it willn't fit will it ? sweep it ? whoops .
74,74,MOT,Anne,1,I bet this man would fit in one of your cars „ wouldn't he ?,I bet this man would fit in one of your cars wouldn't he ?,13,15,13,13,13,13,13,Anne/011007.cha,384,22.233,whoops .,whoops . whoops .,sweep it ? whoops . whoops .
75,75,MOT,Anne,1,if we could find one .,if we could find one .,5,5,5,5,5,5,5,Anne/011007.cha,387,22.233,I bet this man would fit in one of your cars wouldn't he ?,whoops . I bet this man would fit in one of your cars wouldn't he ?,whoops . whoops . I bet this man would fit in one of your cars wouldn't he ?
76,76,MOT,Anne,1,yeah .,yeah .,1,1,1,1,1,1,1,Anne/011007.cha,393,22.233,if we could find one .,I bet this man would fit in one of your cars wouldn't he ? if we could find one .,whoops . I bet this man would fit in one of your cars wouldn't he ? if we could find one .
77,77,MOT,Anne,1,I'll find one .,I'll find one .,3,4,3,3,3,3,3,Anne/011007.cha,399,22.233,yeah .,if we could find one . yeah .,I bet this man would fit in one of your cars wouldn't he ? if we could find one . yeah .
78,78,MOT,Anne,1,oh it's a bit big „ isn't it ?,oh it's a bit big isn't it ?,7,10,7,7,7,7,7,Anne/011007.cha,403,22.233,I'll find one .,yeah . I'll find one .,if we could find one . yeah . I'll find one .
79,79,MOT,Anne,1,it's too big „ is it ?,it's too big is it ?,5,7,5,5,5,5,5,Anne/011007.cha,417,22.233,oh it's a bit big isn't it ?,I'll find one . oh it's a bit big isn't it ?,yeah . I'll find one . oh it's a bit big isn't it ?
80,80,MOT,Anne,1,is that a table ?,is that a table ?,4,4,4,5,4,5,4,Anne/011007.cha,424,22.233,it's too big is it ?,oh it's a bit big isn't it ? it's too big is it ?,I'll find one . oh it's a bit big isn't it ? it's too big is it ?
81,81,MOT,Anne,1,yes .,yes .,1,1,1,1,1,1,1,Anne/011007.cha,430,22.233,is that a table ?,it's too big is it ? is that a table ?,oh it's a bit big isn't it ? it's too big is it ? is that a table ?
82,82,MOT,Anne,1,like a bath „ isn't it ?,like a bath isn't it ?,5,7,5,6,5,5,5,Anne/011007.cha,433,22.233,yes .,is that a table ? yes .,it's too big is it ? is that a table ? yes .
83,83,MOT,Anne,1,it's where you clean your teeth „ isn't it ?,it's where you clean your teeth isn't it ?,8,11,8,9,8,8,8,Anne/011007.cha,436,22.233,like a bath isn't it ?,yes . like a bath isn't it ?,is that a table ? yes . like a bath isn't it ?
84,84,MOT,Anne,1,what's that one ?,what's that one ?,3,4,3,3,3,3,3,Anne/011007.cha,441,22.233,it's where you clean your teeth isn't it ?,like a bath isn't it ? it's where you clean your teeth isn't it ?,yes . like a bath isn't it ? it's where you clean your teeth isn't it ?
85,85,MOT,Anne,1,yeah [<] .,yeah .,1,1,1,1,1,1,1,Anne/011007.cha,451,22.233,what's that one ?,it's where you clean your teeth isn't it ? what's that one ?,like a bath isn't it ? it's where you clean your teeth isn't it ? what's that one ?
86,86,MOT,Anne,1,that's right .,that's right .,2,3,2,2,2,2,2,Anne/011007.cha,454,22.233,yeah .,what's that one ? yeah .,it's where you clean your teeth isn't it ? what's that one ? yeah .
87,87,MOT,Anne,1,a sheep says baa@o .,a sheep says baa .,4,4,4,4,4,4,4,Anne/011007.cha,457,22.233,that's right .,yeah . that's right .,what's that one ? yeah . that's right .
88,88,MOT,Anne,1,xxx sheep xxx .,sheep .,1,1,1,1,1,1,1,Anne/011007.cha,462,22.233,a sheep says baa .,that's right . a sheep says baa .,yeah . that's right . a sheep says baa .
89,89,MOT,Anne,1,xxx box .,box .,1,1,1,1,1,1,1,Anne/011007.cha,466,22.233,sheep .,a sheep says baa . sheep .,that's right . a sheep says baa . sheep .
90,90,MOT,Anne,1,are you putting them away ?,are you putting them away ?,5,5,7,7,8,7,5,Anne/011007.cha,470,22.233,box .,sheep . box .,a sheep says baa . sheep . box .
91,91,MOT,Anne,1,okay .,okay .,1,1,2,2,3,2,1,Anne/011007.cha,478,22.233,are you putting them away ?,box . are you putting them away ?,sheep . box . are you putting them away ?
92,92,MOT,Anne,1,have you had enough of those „ have you ?,have you had enough of those have you ?,8,10,9,12,9,9,8,Anne/011007.cha,481,22.233,okay .,are you putting them away ? okay .,box . are you putting them away ? okay .
93,93,MOT,Anne,1,oh all right .,oh all right .,3,3,3,3,3,3,3,Anne/011007.cha,487,22.233,have you had enough of those have you ?,okay . have you had enough of those have you ?,are you putting them away ? okay . have you had enough of those have you ?
94,94,MOT,Anne,1,do you want me to help you ?,do you want me to help you ?,7,7,7,7,7,7,7,Anne/011007.cha,490,22.233,oh all right .,have you had enough of those have you ? oh all right .,okay . have you had enough of those have you ? oh all right .
95,95,MOT,Anne,1,yes ?,yes ?,1,1,1,1,1,1,1,Anne/011007.cha,496,22.233,do you want me to help you ?,oh all right . do you want me to help you ?,have you had enough of those have you ? oh all right . do you want me to help you ?
96,96,MOT,Anne,1,byebye Mummy .,byebye Mummy .,2,2,3,4,3,3,2,Anne/011007.cha,499,22.233,yes ?,do you want me to help you ? yes ?,oh all right . do you want me to help you ? yes ?
97,97,MOT,Anne,1,"what's this one , look ?",what's this one look ?,4,6,4,4,4,4,4,Anne/011007.cha,503,22.233,byebye Mummy .,yes ? byebye Mummy .,do you want me to help you ? yes ? byebye Mummy .
98,98,MOT,Anne,1,is it ?,is it ?,2,2,2,2,2,2,2,Anne/011007.cha,509,22.233,what's this one look ?,byebye Mummy . what's this one look ?,yes ? byebye Mummy . what's this one look ?
99,99,MOT,Anne,1,I thought it was a spade .,I thought it was a spade .,6,8,6,7,6,6,6,Anne/011007.cha,512,22.233,is it ?,what's this one look ? is it ?,byebye Mummy . what's this one look ? is it ?
100,100,MOT,Anne,1,what are you doing ?,what are you doing ?,4,4,4,4,4,4,4,Anne/011007.cha,518,22.233,I thought it was a spade .,is it ? I thought it was a spade .,what's this one look ? is it ? I thought it was a spade .
101,101,MOT,Anne,1,pardon ?,pardon ?,1,1,2,2,2,2,1,Anne/011007.cha,523,22.233,what are you doing ?,I thought it was a spade . what are you doing ?,is it ? I thought it was a spade . what are you doing ?
102,102,MOT,Anne,1,strawberrys ?,strawberrys ?,1,1,3,3,2,3,1,Anne/011007.cha,529,22.233,pardon ?,what are you doing ? pardon ?,I thought it was a spade . what are you doing ? pardon ?
103,103,MOT,Anne,1,are there some strawberrys in there ?,are there some strawberrys in there ?,6,6,8,11,7,8,6,Anne/011007.cha,535,22.233,strawberrys ?,pardon ? strawberrys ?,what are you doing ? pardon ? strawberrys ?
104,104,MOT,Anne,1,&~mm .,.,0,0,0,0,0,0,0,Anne/011007.cha,538,22.233,are there some strawberrys in there ?,strawberrys ? are there some strawberrys in there ?,pardon ? strawberrys ? are there some strawberrys in there ?
105,105,MOT,Anne,1,I like strawberrys ?,I like strawberrys ?,3,3,5,6,4,5,3,Anne/011007.cha,539,22.233,.,are there some strawberrys in there ? .,strawberrys ? are there some strawberrys in there ? .
106,106,MOT,Anne,1,have you got a strawberry for the snake ?,have you got a strawberry for the snake ?,8,9,10,12,10,10,8,Anne/011007.cha,546,22.233,I like strawberrys ?,. I like strawberrys ?,are there some strawberrys in there ? . I like strawberrys ?
107,107,MOT,Anne,1,are you going to give him one then ?,are you going to give him one then ?,8,8,8,9,8,8,8,Anne/011007.cha,552,22.233,have you got a strawberry for the snake ?,I like strawberrys ? have you got a strawberry for the snake ?,. I like strawberrys ? have you got a strawberry for the snake ?
108,108,MOT,Anne,1,no ?,no ?,1,1,1,1,1,1,1,Anne/011007.cha,555,22.233,are you going to give him one then ?,have you got a strawberry for the snake ? are you going to give him one then ?,I like strawberrys ? have you got a strawberry for the snake ? are you going to give him one then ?
109,109,MOT,Anne,1,&~mm .,.,0,0,0,0,0,0,0,Anne/011007.cha,561,22.233,no ?,are you going to give him one then ? no ?,have you got a strawberry for the snake ? are you going to give him one then ? no ?
110,110,MOT,Anne,1,&~mm .,.,0,0,0,0,0,0,0,Anne/011007.cha,564,22.233,.,no ? .,are you going to give him one then ? no ? .
111,111,MOT,Anne,1,eat it .,eat it .,2,2,2,2,2,2,2,Anne/011007.cha,568,22.233,.,. .,no ? . .
112,112,MOT,Anne,1,eat that ?,eat that ?,2,2,2,2,2,2,2,Anne/011007.cha,574,22.233,eat it .,. eat it .,. . eat it .
113,113,MOT,Anne,1,what's that then ?,what's that then ?,3,4,3,3,3,3,3,Anne/011007.cha,577,22.233,eat that ?,eat it . eat that ?,. eat it . eat that ?
114,114,MOT,Anne,1,what's this then ?,what's this then ?,3,4,3,3,3,3,3,Anne/011007.cha,582,22.233,what's that then ?,eat that ? what's that then ?,eat it . eat that ? what's that then ?
115,115,MOT,Anne,1,what's he eating ?,what's he eating ?,3,4,4,4,4,4,3,Anne/011007.cha,585,22.233,what's this then ?,what's that then ? what's this then ?,eat that ? what's that then ? what's this then ?
116,116,MOT,Anne,1,is it going in his tummy ?,is it going in his tummy ?,6,6,7,7,7,7,6,Anne/011007.cha,591,22.233,what's he eating ?,what's this then ? what's he eating ?,what's that then ? what's this then ? what's he eating ?
117,117,MOT,Anne,1,whoops .,whoops .,1,1,1,1,1,1,1,Anne/011007.cha,594,22.233,is it going in his tummy ?,what's he eating ? is it going in his tummy ?,what's this then ? what's he eating ? is it going in his tummy ?
118,118,MOT,Anne,1,pardon .,pardon .,1,1,2,2,2,2,1,Anne/011007.cha,597,22.233,whoops .,is it going in his tummy ? whoops .,what's he eating ? is it going in his tummy ? whoops .
119,119,MOT,Anne,1,shall we put them all away now ?,shall we put them all away now ?,7,7,8,8,9,8,7,Anne/011007.cha,604,22.233,pardon .,whoops . pardon .,is it going in his tummy ? whoops . pardon .
120,120,MOT,Anne,1,what_about these ones on the table ?,what_about these ones on the table ?,7,6,9,11,9,10,7,Anne/011007.cha,607,22.233,shall we put them all away now ?,pardon . shall we put them all away now ?,whoops . pardon . shall we put them all away now ?
121,121,MOT,Anne,1,going to put those away .,going to put those away .,5,6,6,7,7,6,5,Anne/011007.cha,610,22.233,what_about these ones on the table ?,shall we put them all away now ? what_about these ones on the table ?,pardon . shall we put them all away now ? what_about these ones on the table ?
122,122,MOT,Anne,1,mess .,mess .,1,1,1,1,1,1,1,Anne/011007.cha,618,22.233,going to put those away .,what_about these ones on the table ? going to put those away .,shall we put them all away now ? what_about these ones on the table ? going to put those away .
123,123,MOT,Anne,1,find something else ?,find something else ?,3,3,5,6,5,5,3,Anne/011007.cha,622,22.233,mess .,going to put those away . mess .,what_about these ones on the table ? going to put those away . mess .
124,124,MOT,Anne,1,"the car willn't fit in , will it ?",the car willn't fit in will it ?,7,9,7,7,7,7,7,Anne/011007.cha,625,22.233,find something else ?,mess . find something else ?,going to put those away . mess . find something else ?
125,125,MOT,Anne,1,bang@o .,bang .,1,1,1,1,1,1,1,Anne/011007.cha,629,22.233,the car willn't fit in will it ?,find something else ? the car willn't fit in will it ?,mess . find something else ? the car willn't fit in will it ?
126,126,MOT,Anne,1,www .,.,0,0,0,0,0,0,0,Anne/011007.cha,639,22.233,bang .,the car willn't fit in will it ? bang .,find something else ? the car willn't fit in will it ? bang .
127,127,MOT,Anne,1,what do you do with that ?,what do you do with that ?,6,6,6,6,6,6,6,Anne/011007.cha,641,22.233,.,bang . .,the car willn't fit in will it ? bang . .
128,128,MOT,Anne,1,what do you do with it ?,what do you do with it ?,6,6,6,6,6,6,6,Anne/011007.cha,645,22.233,what do you do with that ?,. what do you do with that ?,bang . . what do you do with that ?
129,129,MOT,Anne,1,mouth [>] ?,mouth ?,1,1,1,1,1,1,1,Anne/011007.cha,651,22.233,what do you do with it ?,what do you do with that ? what do you do with it ?,. what do you do with that ? what do you do with it ?
130,130,MOT,Anne,1,xxx .,.,0,0,0,0,0,0,0,Anne/011007.cha,657,22.233,mouth ?,what do you do with it ? mouth ?,what do you do with that ? what do you do with it ? mouth ?
131,131,MOT,Anne,1,more teeths .,more teeths .,2,2,2,3,2,2,2,Anne/011007.cha,668,22.233,.,mouth ? .,what do you do with it ? mouth ? .
132,132,MOT,Anne,1,is this for your teeth ?,is this for your teeth ?,5,5,5,5,5,5,5,Anne/011007.cha,671,22.233,more teeths .,. more teeths .,mouth ? . more teeths .
133,133,MOT,Anne,1,Anne .,Anne .,1,1,1,2,1,1,1,Anne/011007.cha,674,22.233,is this for your teeth ?,more teeths . is this for your teeth ?,. more teeths . is this for your teeth ?
