utt_id,child_id,session_id,utterance,utterance_clean,word_count,morph_count,utt_syllables_basic,utt_syllables_lenient,utt_syllables_strictY,utt_syllables_le,n_alpha_words,file,line_no,age_months,random_model_utterance_bin6,unigram_model_utterance_bin6,bigram_model_utterance_bin6,context_k1,context_k2,context_k3
19,Aran,1,those bricks .,those bricks .,2,2,2,3,2,2,2,Aran/011112.cha,164,23.4,dat woods .,tweezers glennis .,squealing troll .,are you going to build something with those bricks ?,what did you do to your cars ? are you going to build something with those bricks ?,hm ? what did you do to your cars ? are you going to build something with those bricks ?
20,Aran,1,bricks .,bricks .,1,1,1,1,1,1,1,Aran/011112.cha,170,23.4,working .,tonight .,remember .,what are you going to build ?,are you going to build something with those bricks ? what are you going to build ?,what did you do to your cars ? are you going to build something with those bricks ? what are you going to build ?
21,Aran,1,&~a:h .,.,0,0,0,0,0,0,0,Aran/011112.cha,182,23.4,.,.,.,what color is it ?,hm ? what color is it ?,what color's this one ? hm ? what color is it ?
22,Aran,1,bricks .,bricks .,1,1,1,1,1,1,1,Aran/011112.cha,186,23.4,trapezoid .,ove .,grommeryew .,what are you building ?,what color is it ? what are you building ?,hm ? what color is it ? what are you building ?
23,Aran,1,I got .,I got .,2,3,2,2,2,2,2,Aran/011112.cha,207,23.4,mashed armadi .,glappens nicole .,sewed h .,no we don't bang do we ?,that's the key to your fire engine to your train isn't it ? no we don't bang do we ?,is that a little man in there ? that's the key to your fire engine to your train isn't it ? no we don't bang do we ?
24,Aran,1,got red .,got red .,2,3,2,2,2,2,2,Aran/011112.cha,210,23.4,willn't lollie .,israel fizz .,packet noth .,no we don't bang do we ?,that's the key to your fire engine to your train isn't it ? no we don't bang do we ?,is that a little man in there ? that's the key to your fire engine to your train isn't it ? no we don't bang do we ?
25,Aran,1,oh: .,oh .,1,1,1,1,1,1,1,Aran/011112.cha,228,23.4,gal .,forward .,emergencies .,put it on straight and press hard .,oh you've gotta press hard haven't you ? put it on straight and press hard .,is it ? oh you've gotta press hard haven't you ? put it on straight and press hard .
26,Aran,1,bricks .,bricks .,1,1,1,1,1,1,1,Aran/011112.cha,255,23.4,watching .,mermaid's .,lau .,are you going to play with your car ?,are we going to play with something else ? are you going to play with your car ?,go on . are we going to play with something else ? are you going to play with your car ?
27,Aran,1,there .,there .,1,1,1,2,1,1,1,Aran/011112.cha,264,23.4,basketball .,rifle .,toilets .,are you going to play with your car ?,are we going to play with something else ? are you going to play with your car ?,go on . are we going to play with something else ? are you going to play with your car ?
28,Aran,1,hole .,hole .,1,1,1,2,1,1,1,Aran/011112.cha,267,23.4,staring .,h .,coo .,are you going to play with your car ?,are we going to play with something else ? are you going to play with your car ?,go on . are we going to play with something else ? are you going to play with your car ?
29,Aran,1,where ?,where ?,1,1,1,2,1,1,1,Aran/011112.cha,273,23.4,waving ?,helpful ?,bamboo ?,are you going to play with your car ?,are we going to play with something else ? are you going to play with your car ?,go on . are we going to play with something else ? are you going to play with your car ?
30,Aran,1,duck .,duck .,1,1,1,1,1,1,1,Aran/011112.cha,276,23.4,maybe .,crab .,marge .,are you going to play with your car ?,are we going to play with something else ? are you going to play with your car ?,go on . are we going to play with something else ? are you going to play with your car ?
31,Aran,1,bricks .,bricks .,1,1,1,1,1,1,1,Aran/011112.cha,285,23.4,straight .,harm .,takes .,this is the duck .,duck . this is the duck .,are you going to play with your car ? duck . this is the duck .
32,Aran,1,bricks .,bricks .,1,1,1,1,1,1,1,Aran/011112.cha,291,23.4,brought .,stobo .,cub .,what else is there Aran ?,this is the duck . what else is there Aran ?,duck . this is the duck . what else is there Aran ?
33,Aran,1,hole .,hole .,1,1,1,2,1,1,1,Aran/011112.cha,297,23.4,polished .,mics .,bob's .,what else is there Aran ?,this is the duck . what else is there Aran ?,duck . this is the duck . what else is there Aran ?
34,Aran,1,duck .,duck .,1,1,1,1,1,1,1,Aran/011112.cha,303,23.4,marjorie .,gorilla .,spooky .,what else is there Aran ?,this is the duck . what else is there Aran ?,duck . this is the duck . what else is there Aran ?
35,Aran,1,top .,top .,1,1,1,1,1,1,1,Aran/011112.cha,315,23.4,engineer .,invisible .,tubby's .,what's that ?,let's look at this book . what's that ?,come on . let's look at this book . what's that ?
36,Aran,1,that .,that .,1,1,1,1,1,1,1,Aran/011112.cha,324,23.4,ow .,cauliflower .,jeeps .,the top to your box .,a top isn't it ? the top to your box .,what's that ? a top isn't it ? the top to your box .
37,Aran,1,there .,there .,1,1,1,2,1,1,1,Aran/011112.cha,333,23.4,roly .,anemone .,queeze .,and what's this on the floor ?,yeah . and what's this on the floor ?,the top to your box . yeah . and what's this on the floor ?
38,Aran,1,that .,that .,1,1,1,1,1,1,1,Aran/011112.cha,336,23.4,dolly's .,handstand .,booed .,and what's this on the floor ?,yeah . and what's this on the floor ?,the top to your box . yeah . and what's this on the floor ?
39,Aran,1,there .,there .,1,1,1,2,1,1,1,Aran/011112.cha,342,23.4,gonna .,trouble .,thumbs .,and what's this on the floor ?,yeah . and what's this on the floor ?,the top to your box . yeah . and what's this on the floor ?
40,Aran,1,there .,there .,1,1,1,2,1,1,1,Aran/011112.cha,348,23.4,pig .,pecking .,cus .,and what's this on the floor ?,yeah . and what's this on the floor ?,the top to your box . yeah . and what's this on the floor ?
41,Aran,1,there .,there .,1,1,1,2,1,1,1,Aran/011112.cha,354,23.4,b .,whoopsies .,wandering .,where ?,and what's this on the floor ? where ?,yeah . and what's this on the floor ? where ?
42,Aran,1,go not .,go not .,2,2,2,2,2,2,2,Aran/011112.cha,363,23.4,tiny parade .,flown rosa .,lovey andrew's .,does it go on the top of the box ?,it goes there does it ? does it go on the top of the box ?,where ? it goes there does it ? does it go on the top of the box ?
43,Aran,1,there .,there .,1,1,1,2,1,1,1,Aran/011112.cha,366,23.4,grandmother .,ourselves .,outdoor .,does it go on the top of the box ?,it goes there does it ? does it go on the top of the box ?,where ? it goes there does it ? does it go on the top of the box ?
44,Aran,1,go there .,go there .,2,2,2,3,2,2,2,Aran/011112.cha,372,23.4,dabra pocket's .,tammy aerial .,shepherds plunger .,shall we make a bridge ?,does it go on the top of the box ? shall we make a bridge ?,it goes there does it ? does it go on the top of the box ? shall we make a bridge ?
45,Aran,1,bricks there .,bricks there .,2,2,2,3,2,2,2,Aran/011112.cha,375,23.4,brick nap .,pouch opening .,prepare motorcycles .,shall we make a bridge ?,does it go on the top of the box ? shall we make a bridge ?,it goes there does it ? does it go on the top of the box ? shall we make a bridge ?
46,Aran,1,car .,car .,1,1,1,1,1,1,1,Aran/011112.cha,381,23.4,sake .,verything .,kitties .,shall we make a bridge for your car ?,shall we make a bridge ? shall we make a bridge for your car ?,does it go on the top of the box ? shall we make a bridge ? shall we make a bridge for your car ?
47,Aran,1,push .,push .,1,1,1,1,1,1,1,Aran/011112.cha,387,23.4,coffee .,clutch .,reached .,mhm .,shall we make a bridge for your car ? mhm .,shall we make a bridge ? shall we make a bridge for your car ? mhm .
48,Aran,1,work .,work .,1,1,1,1,1,1,1,Aran/011112.cha,390,23.4,cape .,silliest .,loft .,mhm .,shall we make a bridge for your car ? mhm .,shall we make a bridge ? shall we make a bridge for your car ? mhm .
49,Aran,1,there .,there .,1,1,1,2,1,1,1,Aran/011112.cha,393,23.4,only .,old .,popcorn .,mhm .,shall we make a bridge for your car ? mhm .,shall we make a bridge ? shall we make a bridge for your car ? mhm .
50,Aran,1,work .,work .,1,1,1,1,1,1,1,Aran/011112.cha,396,23.4,calling .,holidays .,brought .,mhm .,shall we make a bridge for your car ? mhm .,shall we make a bridge ? shall we make a bridge for your car ? mhm .
51,Aran,1,work .,work .,1,1,1,1,1,1,1,Aran/011112.cha,402,23.4,owls .,bertha .,faith .,what is it ?,mhm . what is it ?,shall we make a bridge for your car ? mhm . what is it ?
52,Aran,1,not work .,not work .,2,2,2,2,2,2,2,Aran/011112.cha,411,23.4,dig sticks .,candyland hair .,esau curtain .,or doesn't it work ?,does it work ? or doesn't it work ?,what is it ? does it work ? or doesn't it work ?
53,Aran,1,door .,door .,1,1,1,1,1,1,1,Aran/011112.cha,414,23.4,waggle .,deir .,norwood .,or doesn't it work ?,does it work ? or doesn't it work ?,what is it ? does it work ? or doesn't it work ?
54,Aran,1,bricks .,bricks .,1,1,1,1,1,1,1,Aran/011112.cha,420,23.4,present .,tiny .,hush .,come on .,or doesn't it work ? come on .,does it work ? or doesn't it work ? come on .
55,Aran,1,car .,car .,1,1,1,1,1,1,1,Aran/011112.cha,453,23.4,parents .,pennies .,barnyard .,here's some big ones .,here you are . here's some big ones .,you've got a truck somewhere haven't you ? here you are . here's some big ones .
56,Aran,1,trucks .,trucks .,1,1,1,1,1,1,1,Aran/011112.cha,471,23.4,purple .,pediatric .,fever .,oh yeah .,to go underneath . oh yeah .,just the right size that bridge isn't it ? to go underneath . oh yeah .
57,Aran,1,shop .,shop .,1,1,1,1,1,1,1,Aran/011112.cha,489,23.4,hay .,chive .,ticking .,to the shops here ?,are they going to go to the supermarket ? to the shops here ?,and they're going to go all the way round here aren't they ? are they going to go to the supermarket ? to the shops here ?
58,Aran,1,racing .,racing .,1,1,2,2,2,2,1,Aran/011112.cha,507,23.4,yes .,marked .,justin .,here's a racing car .,here you are . here's a racing car .,what are they bringing to the shops ? here you are . here's a racing car .
59,Aran,1,brumm@o .,brumm .,1,1,1,1,1,1,1,Aran/011112.cha,516,23.4,wooden .,snarls .,by .,oh dear .,mhm . oh dear .,here's a racing car . mhm . oh dear .
60,Aran,1,this bridge .,this bridge .,2,2,2,3,2,2,2,Aran/011112.cha,531,23.4,lollipops robot .,boring sky .,grained half .,it's gotta turn into here by the supermarket hasn't it ?,is it coming along here ? it's gotta turn into here by the supermarket hasn't it ?,brumm . is it coming along here ? it's gotta turn into here by the supermarket hasn't it ?
61,Aran,1,truck .,truck .,1,1,1,1,1,1,1,Aran/011112.cha,534,23.4,yo .,fork .,begin .,it's gotta turn into here by the supermarket hasn't it ?,is it coming along here ? it's gotta turn into here by the supermarket hasn't it ?,brumm . is it coming along here ? it's gotta turn into here by the supermarket hasn't it ?
62,Aran,1,oh .,oh .,1,1,1,1,1,1,1,Aran/011112.cha,540,23.4,cakeses .,separate .,yeehah .,it's for the truck is it ?,it's gotta turn into here by the supermarket hasn't it ? it's for the truck is it ?,is it coming along here ? it's gotta turn into here by the supermarket hasn't it ? it's for the truck is it ?
63,Aran,1,there .,there .,1,1,1,2,1,1,1,Aran/011112.cha,546,23.4,turtles .,cutted .,iowa .,Mummy's not very good with lego is she ?,it's for the truck is it ? Mummy's not very good with lego is she ?,it's gotta turn into here by the supermarket hasn't it ? it's for the truck is it ? Mummy's not very good with lego is she ?
64,Aran,1,that car .,that car .,2,2,2,2,2,2,2,Aran/011112.cha,552,23.4,alphabet end .,candied balances .,dora's reckon .,your Daddy's better than I am .,Mummy's not very good with lego is she ? your Daddy's better than I am .,it's for the truck is it ? Mummy's not very good with lego is she ? your Daddy's better than I am .
65,Aran,1,car .,car .,1,1,1,1,1,1,1,Aran/011112.cha,555,23.4,sneeze .,paja .,gang .,your Daddy's better than I am .,Mummy's not very good with lego is she ? your Daddy's better than I am .,it's for the truck is it ? Mummy's not very good with lego is she ? your Daddy's better than I am .
66,Aran,1,oh .,oh .,1,1,1,1,1,1,1,Aran/011112.cha,567,23.4,horsie .,mooing .,hoover .,here's the little man .,here you are . here's the little man .,is there a little man to go in the car ? here you are . here's the little man .
67,Aran,1,Daddy .,Daddy .,1,1,2,2,2,2,1,Aran/011112.cha,573,23.4,race .,coolest .,earmuffs .,I don't think I don't think you can put him on a balloon can you ?,here's the little man . I don't think I don't think you can put him on a balloon can you ?,here you are . here's the little man . I don't think I don't think you can put him on a balloon can you ?
68,Aran,1,oh: .,oh .,1,1,1,1,1,1,1,Aran/011112.cha,581,23.4,helda .,wha'd .,undoing .,Daddy was tying the little man to the balloon .,I don't think I don't think you can put him on a balloon can you ? Daddy was tying the little man to the balloon .,here's the little man . I don't think I don't think you can put him on a balloon can you ? Daddy was tying the little man to the balloon .
69,Aran,1,&~a:h .,.,0,0,0,0,0,0,0,Aran/011112.cha,599,23.4,.,.,.,what_about your trains Aran ?,come and play with some of these nice toys . what_about your trains Aran ?,come on . come and play with some of these nice toys . what_about your trains Aran ?
70,Aran,1,bus .,bus .,1,1,1,1,1,1,1,Aran/011112.cha,615,23.4,boogie .,chipmunk .,dry .,we went on the bus didn't we ?,what did we do yesterday ? we went on the bus didn't we ?,let's have a look at some of these nice books Mummy's got over here . what did we do yesterday ? we went on the bus didn't we ?
71,Aran,1,bird .,bird .,1,1,1,1,1,1,1,Aran/011112.cha,639,23.4,bears .,obstacle .,slipper .,it's a bird isn't it ?,what's that ? it's a bird isn't it ?,did we go to the shops ? what's that ? it's a bird isn't it ?
72,Aran,1,bird .,bird .,1,1,1,1,1,1,1,Aran/011112.cha,663,23.4,loader .,sprinkle .,bited .,what is it ?,what's that ? what is it ?,oh tap tap tap tap tap tap tap . what's that ? what is it ?
73,Aran,1,bird .,bird .,1,1,1,1,1,1,1,Aran/011112.cha,674,23.4,squares .,sunlit .,sie .,.,a different bird . .,another bird . a different bird . .
74,Aran,1,food .,food .,1,1,1,1,1,1,1,Aran/011112.cha,686,23.4,grr .,aggy .,shapes .,oh munch munch munch .,that's right . oh munch munch munch .,fish . that's right . oh munch munch munch .
75,Aran,1,fly .,fly .,1,1,1,1,1,1,1,Aran/011112.cha,692,23.4,dig .,scraping .,pau .,that's a butterfly isn't it ?,oh munch munch munch . that's a butterfly isn't it ?,that's right . oh munch munch munch . that's a butterfly isn't it ?
76,Aran,1,foot .,foot .,1,1,1,1,1,1,1,Aran/011112.cha,704,23.4,cylinder .,peller .,zipper .,is it a foot ?,what's that ? is it a foot ?,flying . what's that ? is it a foot ?
77,Aran,1,foot .,foot .,1,1,1,1,1,1,1,Aran/011112.cha,707,23.4,sort .,fairy .,bananana .,is it a foot ?,what's that ? is it a foot ?,flying . what's that ? is it a foot ?
78,Aran,1,it [* 0is] big .,it big .,2,2,2,2,2,2,2,Aran/011112.cha,713,23.4,fork wiggily .,whisk sushi .,reef hog .,oh caterpillars .,is it a foot ? oh caterpillars .,what's that ? is it a foot ? oh caterpillars .
79,Aran,1,that .,that .,1,1,1,1,1,1,1,Aran/011112.cha,717,23.4,moo .,plain .,griffith .,oh caterpillars .,is it a foot ? oh caterpillars .,what's that ? is it a foot ? oh caterpillars .
80,Aran,1,penny .,penny .,1,1,2,2,2,2,1,Aran/011112.cha,729,23.4,home .,kickin .,blup .,can I have some of your pennys ?,come and play Aran . can I have some of your pennys ?,come on . come and play Aran . can I have some of your pennys ?
81,Aran,1,Dumpty .,Dumpty .,1,1,2,2,2,2,1,Aran/011112.cha,756,23.4,safe .,else's .,butter .,are you going to play with Humpty_Dumpty ?,we're not going to jump up and down are we ? are you going to play with Humpty_Dumpty ?,go on . we're not going to jump up and down are we ? are you going to play with Humpty_Dumpty ?
82,Aran,1,oh off .,oh off .,2,2,2,2,2,2,2,Aran/011112.cha,762,23.4,frank tissue .,budging plip .,mushed gordons .,are you .,are you going to play with Humpty_Dumpty ? are you .,we're not going to jump up and down are we ? are you going to play with Humpty_Dumpty ? are you .
83,Aran,1,car .,car .,1,1,1,1,1,1,1,Aran/011112.cha,768,23.4,yay .,shake .,ask .,that's the way to do it isn't it ?,are you . that's the way to do it isn't it ?,are you going to play with Humpty_Dumpty ? are you . that's the way to do it isn't it ?
84,Aran,1,what ?,what ?,1,1,1,1,1,1,1,Aran/011112.cha,774,23.4,walked ?,pastels ?,mans ?,mhm there are cars in there aren't there ?,that's the way to do it isn't it ? mhm there are cars in there aren't there ?,are you . that's the way to do it isn't it ? mhm there are cars in there aren't there ?
85,Aran,1,tractor .,tractor .,1,1,2,2,2,2,1,Aran/011112.cha,780,23.4,jammie .,gotchou .,would .,yes what's that for ?,mhm there are cars in there aren't there ? yes what's that for ?,that's the way to do it isn't it ? mhm there are cars in there aren't there ? yes what's that for ?
86,Aran,1,bin .,bin .,1,1,1,1,1,1,1,Aran/011112.cha,792,23.4,smoke .,twelve's .,lemonade .,what are we going to do with it ?,what does it do ? what are we going to do with it ?,it's for the tractor isn't it ? what does it do ? what are we going to do with it ?
87,Aran,1,bin .,bin .,1,1,1,1,1,1,1,Aran/011112.cha,795,23.4,pretend .,sniffer .,improvised .,what are we going to do with it ?,what does it do ? what are we going to do with it ?,it's for the tractor isn't it ? what does it do ? what are we going to do with it ?
88,Aran,1,sand .,sand .,1,1,1,1,1,1,1,Aran/011112.cha,801,23.4,birdy .,lyons .,playin .,no .,what are we going to do with it ? no .,what does it do ? what are we going to do with it ? no .
89,Aran,1,grass .,grass .,1,1,1,1,1,1,1,Aran/011112.cha,810,23.4,pay .,kalawasions .,floppies .,and what's it doing ?,yes we play with it in the sand sometimes don't we ? and what's it doing ?,no . yes we play with it in the sand sometimes don't we ? and what's it doing ?
90,Aran,1,brumm@o .,brumm .,1,1,1,1,1,1,1,Aran/011112.cha,816,23.4,ruby's .,john's .,coats .,what's it doing to the grass ?,and what's it doing ? what's it doing to the grass ?,yes we play with it in the sand sometimes don't we ? and what's it doing ? what's it doing to the grass ?
91,Aran,1,man .,man .,1,1,1,1,1,1,1,Aran/011112.cha,834,23.4,pointy .,isn't .,jing .,we saw the tractor didn't we ?,with the tractor . we saw the tractor didn't we ?,and saw the mower cutting the grass didn't we ? with the tractor . we saw the tractor didn't we ?
92,Aran,1,sleep .,sleep .,1,1,1,1,1,1,1,Aran/011112.cha,840,23.4,mail .,cle .,mala .,yes and the man .,we saw the tractor didn't we ? yes and the man .,with the tractor . we saw the tractor didn't we ? yes and the man .
93,Aran,1,sleep tractor .,sleep tractor .,2,2,3,3,3,3,2,Aran/011112.cha,846,23.4,pins gopher .,pancakie punch .,gestion swords .,what ?,yes and the man . what ?,we saw the tractor didn't we ? yes and the man . what ?
94,Aran,1,park .,park .,1,1,1,1,1,1,1,Aran/011112.cha,858,23.4,catalogs .,garrybout .,alright .,it went into the garage to sleep for a while didn't it ?,it went to sleep didn't it ? it went into the garage to sleep for a while didn't it ?,oh yes . it went to sleep didn't it ? it went into the garage to sleep for a while didn't it ?
95,Aran,1,brumm@o .,brumm .,1,1,1,1,1,1,1,Aran/011112.cha,867,23.4,mine .,touch .,buhbuhbuhbuhbahbah .,we walked round and we saw the tractor didn't we ?,yes that was after we'd been to the park wasn't it ? we walked round and we saw the tractor didn't we ?,it went into the garage to sleep for a while didn't it ? yes that was after we'd been to the park wasn't it ? we walked round and we saw the tractor didn't we ?
96,Aran,1,driver .,driver .,1,1,2,2,2,2,1,Aran/011112.cha,870,23.4,hanuman .,nardeen .,dink .,we walked round and we saw the tractor didn't we ?,yes that was after we'd been to the park wasn't it ? we walked round and we saw the tractor didn't we ?,it went into the garage to sleep for a while didn't it ? yes that was after we'd been to the park wasn't it ? we walked round and we saw the tractor didn't we ?
97,Aran,1,grass .,grass .,1,1,1,1,1,1,1,Aran/011112.cha,885,23.4,reptile .,ursler .,ma .,the shovel fell off the front didn't it ?,bang bang bang . the shovel fell off the front didn't it ?,with a hammer . bang bang bang . the shovel fell off the front didn't it ?
98,Aran,1,grass .,grass .,1,1,1,1,1,1,1,Aran/011112.cha,888,23.4,ouch .,curlers .,gray .,the shovel fell off the front didn't it ?,bang bang bang . the shovel fell off the front didn't it ?,with a hammer . bang bang bang . the shovel fell off the front didn't it ?
99,Aran,1,sss@o .,sss .,1,1,1,1,1,1,1,Aran/011112.cha,894,23.4,ducks .,wallet .,unopen .,oh you're going to cut the grass with that are you ?,the shovel fell off the front didn't it ? oh you're going to cut the grass with that are you ?,bang bang bang . the shovel fell off the front didn't it ? oh you're going to cut the grass with that are you ?
100,Aran,1,xxx .,.,0,0,0,0,0,0,0,Aran/011112.cha,906,23.4,.,.,.,come on .,what does this do Aran ? come on .,are you sitting in your toy box ? what does this do Aran ? come on .
101,Aran,1,sss@o .,sss .,1,1,1,1,1,1,1,Aran/011112.cha,916,23.4,avocado's .,hentagon .,sulk .,are you going to look at it ?,oh yes Mummy likes that doesn't she ? are you going to look at it ?,what is it ? oh yes Mummy likes that doesn't she ? are you going to look at it ?
102,Aran,1,green .,green .,1,1,1,1,1,1,1,Aran/011112.cha,925,23.4,bi .,vim .,soaking .,sss .,it's a snake isn't it ? sss .,are you going to look at it ? it's a snake isn't it ? sss .
103,Aran,1,green .,green .,1,1,1,1,1,1,1,Aran/011112.cha,928,23.4,eeyore .,shale .,dolls .,sss .,it's a snake isn't it ? sss .,are you going to look at it ? it's a snake isn't it ? sss .
104,Aran,1,get .,get .,1,1,1,1,1,1,1,Aran/011112.cha,937,23.4,aw .,spelling .,sooey .,oh the snake's going down your shirt isn't he ?,sss . oh the snake's going down your shirt isn't he ?,sss . sss . oh the snake's going down your shirt isn't he ?
105,Aran,1,bricks .,bricks .,1,1,1,1,1,1,1,Aran/011112.cha,940,23.4,digging .,neil .,favorites .,oh the snake's going down your shirt isn't he ?,sss . oh the snake's going down your shirt isn't he ?,sss . sss . oh the snake's going down your shirt isn't he ?
106,Aran,1,green .,green .,1,1,1,1,1,1,1,Aran/011112.cha,955,23.4,peepbo .,bozo .,stains .,come and show Mummy how you can do it .,are you going to put these in there ? come and show Mummy how you can do it .,come on . are you going to put these in there ? come and show Mummy how you can do it .
107,Aran,1,there more .,there more .,2,2,2,4,2,2,2,Aran/011112.cha,1009,23.4,manuminy idaho .,gums bookie .,freddy otter .,oh that's a clever boy isn't it ?,there you are . oh that's a clever boy isn't it ?,it's a round one . there you are . oh that's a clever boy isn't it ?
108,Aran,1,green .,green .,1,1,1,1,1,1,1,Aran/011112.cha,1048,23.4,visit .,ruff .,cosy .,that's the wrong shape .,it doesn't go in there does it ? that's the wrong shape .,where's the blue one ? it doesn't go in there does it ? that's the wrong shape .
109,Aran,1,green .,green .,1,1,1,1,1,1,1,Aran/011112.cha,1060,23.4,reef .,over .,hallway .,what's this one ?,there's two green ones there . what's this one ?,yes that's the green one . there's two green ones there . what's this one ?
110,Aran,1,there .,there .,1,1,1,2,1,1,1,Aran/011112.cha,1093,23.4,they're .,naima's .,dress .,where does this square one go ?,that's that's a round one that goes through there . where does this square one go ?,that's not . that's that's a round one that goes through there . where does this square one go ?
111,Aran,1,there .,there .,1,1,1,2,1,1,1,Aran/011112.cha,1099,23.4,amazing .,ramsey .,boulders .,where ?,where does this square one go ? where ?,that's that's a round one that goes through there . where does this square one go ? where ?
112,Aran,1,stuck .,stuck .,1,1,1,1,1,1,1,Aran/011112.cha,1105,23.4,spidersaurus .,guy's .,alec .,is it stuck ?,where ? is it stuck ?,where does this square one go ? where ? is it stuck ?
113,Aran,1,stuck .,stuck .,1,1,1,1,1,1,1,Aran/011112.cha,1108,23.4,glub .,tracer .,racer .,is it stuck ?,where ? is it stuck ?,where does this square one go ? where ? is it stuck ?
114,Aran,1,stuck .,stuck .,1,1,1,1,1,1,1,Aran/011112.cha,1111,23.4,wolf .,wanting .,drilled .,is it stuck ?,where ? is it stuck ?,where does this square one go ? where ? is it stuck ?
115,Aran,1,oh there .,oh there .,2,2,2,3,2,2,2,Aran/011112.cha,1114,23.4,pie rolly .,sneak toding .,counting diff .,is it stuck ?,where ? is it stuck ?,where does this square one go ? where ? is it stuck ?
116,Aran,1,there .,there .,1,1,1,2,1,1,1,Aran/011112.cha,1120,23.4,crisps .,joshua .,firebox .,oh dear .,is it stuck ? oh dear .,where ? is it stuck ? oh dear .
117,Aran,1,there .,there .,1,1,1,2,1,1,1,Aran/011112.cha,1123,23.4,wheel .,goody .,ev .,oh dear .,is it stuck ? oh dear .,where ? is it stuck ? oh dear .
118,Aran,1,there .,there .,1,1,1,2,1,1,1,Aran/011112.cha,1126,23.4,snack .,bogeyman .,squeezed .,oh dear .,is it stuck ? oh dear .,where ? is it stuck ? oh dear .
