dataset,speaker,child_id,sex,source_group,session_id,age_raw,age_months,utt_id,utt_id_role,utterance,utterance_clean,word_count,morph_count,utt_syllables_basic,utt_syllables_lenient,utt_syllables_strictY,utt_syllables_le,n_alpha_words,file,line_no
Providence,FAT,Alex,male,,6,1;07.26,19.867,37,,anything else ? 3694610_3697541,anything else?,2,2,4,5,3,4,2,Alex/010726.cha,3851
Providence,FAT,Alex,male,,7,1;08.11,20.367,38,,"yeah , but it took me a few minutes . 479945_482385",yeah but it took me a few minutes.,8,10,10,10,10,10,8,Alex/010811.cha,636
Providence,FAT,Alex,male,,7,1;08.11,20.367,39,,I'll talk to you after . 490220_494518,I'll talk to you after.,5,6,6,6,6,6,5,Alex/010811.cha,654
Providence,FAT,Alex,male,,7,1;08.11,20.367,40,,what're you doin [: doing] ? 3486621_3487795,what're you doin?,3,4,3,4,3,3,3,Alex/010811.cha,3225
Providence,FAT,Alex,male,,7,1;08.11,20.367,41,,playin [: playing] with Mommy ? 3488850_3490513,playin with Mommy?,3,3,4,4,5,4,3,Alex/010811.cha,3233
Providence,FAT,Alex,male,,7,1;08.11,20.367,42,,"what's that , Alex ? 3498171_3499815",what's that Alex?,3,5,4,4,4,4,3,Alex/010811.cha,3245
Providence,FAT,Alex,male,,8,1;08.25,20.833,43,,who's that ? 2077094_2078591,who's that?,2,3,2,2,2,2,2,Alex/010825.cha,2522
Providence,FAT,Alex,male,,8,1;08.25,20.833,44,,who's that ? 2111703_2113823,who's that?,2,3,2,2,2,2,2,Alex/010825.cha,2542
Providence,FAT,Alex,male,,8,1;08.25,20.833,45,,come here .,come here.,2,2,2,4,2,2,2,Alex/010825.cha,2545
Providence,FAT,Alex,male,,8,1;08.25,20.833,46,,hello . 2125406_2126586,hello.,1,1,2,2,2,2,1,Alex/010825.cha,2560
Providence,FAT,Alex,male,,8,1;08.25,20.833,47,,shh: . 2133825_2135873,shh.,1,1,1,1,1,1,1,Alex/010825.cha,2568
Providence,FAT,Alex,male,,8,1;08.25,20.833,48,,shh .,shh.,1,1,1,1,1,1,1,Alex/010825.cha,2577
Providence,FAT,Alex,male,,8,1;08.25,20.833,49,,shh . 2139477_2143543,shh.,1,1,1,1,1,1,1,Alex/010825.cha,2580
Providence,FAT,Alex,male,,8,1;08.25,20.833,50,,be careful . 2148535_2154407,be careful.,2,2,4,4,4,4,2,Alex/010825.cha,2585
Providence,FAT,Alex,male,,8,1;08.25,20.833,51,,watch where you're running . 2154407_2156737,watch where you're running.,4,5,5,7,5,5,4,Alex/010825.cha,2588
Providence,FAT,Alex,male,,8,1;08.25,20.833,52,,"here , you can have this .",here you can have this.,5,6,5,7,5,5,5,Alex/010825.cha,2598
Providence,FAT,Alex,male,,8,1;08.25,20.833,53,,xxx awesome xxx . 2215673_2218600,awesome.,1,1,3,4,3,3,1,Alex/010825.cha,2643
Providence,FAT,Alex,male,,8,1;08.25,20.833,54,,Alex .,Alex.,1,1,2,2,2,2,1,Alex/010825.cha,2679
Providence,FAT,Alex,male,,8,1;08.25,20.833,55,,get out_of there . 2282820_2284535,get out_of there.,4,3,4,5,4,4,4,Alex/010825.cha,2682
Providence,FAT,Alex,male,,8,1;08.25,20.833,56,,Alex . 2284535_2287130,Alex.,1,1,2,2,2,2,1,Alex/010825.cha,2685
Providence,FAT,Alex,male,,8,1;08.25,20.833,57,,out . 2287130_2291607,out.,1,1,1,1,1,1,1,Alex/010825.cha,2688
Providence,FAT,Alex,male,,8,1;08.25,20.833,58,,get out . 2291607_2292388,get out.,2,2,2,2,2,2,2,Alex/010825.cha,2691
Providence,FAT,Alex,male,,8,1;08.25,20.833,59,,it's on his shoulder . 2396437_2397777,it's on his shoulder.,4,5,5,5,5,5,4,Alex/010825.cha,2863
Providence,FAT,Alex,male,,8,1;08.25,20.833,60,,mm . 2677577_2688150,mm.,1,1,1,1,1,1,1,Alex/010825.cha,3128
Providence,FAT,Alex,male,,8,1;08.25,20.833,61,,you want a bite ? 2764707_2766680,you want a bite?,4,4,4,5,4,4,4,Alex/010825.cha,3211
Providence,FAT,Alex,male,,8,1;08.25,20.833,62,,wait a minute . 2767398_2768537,wait a minute.,3,3,4,5,4,4,3,Alex/010825.cha,3217
Providence,FAT,Alex,male,,11,1;10.06,22.2,63,,huh ?,huh?,1,1,1,1,1,1,1,Alex/011006.cha,3456
Providence,FAT,Alex,male,,11,1;10.06,22.2,64,,ooh !,ooh!,1,1,1,1,1,1,1,Alex/011006.cha,3459
Providence,FAT,Alex,male,,11,1;10.06,22.2,65,,sorry . 2518958_2522771,sorry.,1,1,2,2,2,2,1,Alex/011006.cha,3462
Providence,FAT,Alex,male,,11,1;10.06,22.2,66,,couldn't find what he was talkin' [: talking] about .,couldn't find what he was talkin' about.,7,9,9,9,9,9,7,Alex/011006.cha,3490
Providence,FAT,Alex,male,,11,1;10.06,22.2,67,,mhm .,mhm.,1,1,1,1,1,1,1,Alex/011006.cha,3536
Providence,FAT,Alex,male,,11,1;10.06,22.2,68,,"ah , cheese .",ah cheese.,2,3,2,3,2,2,2,Alex/011006.cha,3545
Providence,FAT,Alex,male,,11,1;10.06,22.2,69,,a c_d .,a c_d.,3,2,3,3,3,3,3,Alex/011006.cha,3559
Providence,FAT,Alex,male,,11,1;10.06,22.2,70,,music .,music.,1,1,2,2,2,2,1,Alex/011006.cha,3565
Providence,FAT,Alex,male,,11,1;10.06,22.2,71,,Elvis .,Elvis.,1,1,2,2,2,2,1,Alex/011006.cha,3571
Providence,FAT,Alex,male,,11,1;10.06,22.2,72,,"I saw , &-uh +...",I saw uh.,3,5,3,3,3,3,3,Alex/011006.cha,3591
Providence,FAT,Alex,male,,11,1;10.06,22.2,73,,I was xxx .,I was.,2,3,2,2,2,2,2,Alex/011006.cha,3606
Providence,FAT,Alex,male,,11,1;10.06,22.2,74,,it's that I think it's too low . 2647300_2650395,it's that I think it's too low.,7,9,7,7,7,7,7,Alex/011006.cha,3723
Providence,FAT,Alex,male,,11,1;10.06,22.2,75,,xxx it's low .,it's low.,2,3,2,2,2,2,2,Alex/011006.cha,3746
Providence,FAT,Alex,male,,11,1;10.06,22.2,76,,that's the only thing that xxx +/.,that's the only thing that.,5,8,6,6,6,6,5,Alex/011006.cha,3754
Providence,FAT,Alex,male,,11,1;10.06,22.2,77,,I mean you probably could fix it .,I mean you probably could fix it.,7,7,9,9,9,9,7,Alex/011006.cha,3760
Providence,FAT,Alex,male,,11,1;10.06,22.2,78,,"I mean , not me but +/.",I mean not me but.,5,7,5,5,5,5,5,Alex/011006.cha,3766
Providence,FAT,Alex,male,,11,1;10.06,22.2,79,,"that's the only thing , I think +... 2667983_2671490",that's the only thing I think.,6,10,7,7,7,7,6,Alex/011006.cha,3772
Providence,FAT,Alex,male,,11,1;10.06,22.2,80,,I went in front of the camera again . 2672590_2675950,I went in front of the camera again.,8,9,11,11,11,11,8,Alex/011006.cha,3778
Providence,FAT,Alex,male,,11,1;10.06,22.2,81,,xxx I love the light .,I love the light.,4,4,4,5,4,4,4,Alex/011006.cha,3806
Providence,FAT,Alex,male,,11,1;10.06,22.2,82,,"that's fine , then you bought it xxx .",that's fine then you bought it.,6,9,6,7,6,6,6,Alex/011006.cha,3828
Providence,FAT,Alex,male,,11,1;10.06,22.2,83,,"hi , Alex .",hi Alex.,2,3,3,3,3,3,2,Alex/011006.cha,3839
Providence,FAT,Alex,male,,11,1;10.06,22.2,84,,go finish your book .,go finish your book.,4,4,5,5,5,5,4,Alex/011006.cha,3867
Providence,FAT,Alex,male,,11,1;10.06,22.2,85,,xxx had a movie for you yesterday . 2809463_2811113,had a movie for you yesterday.,6,7,8,9,9,8,6,Alex/011006.cha,4066
Providence,FAT,Alex,male,,11,1;10.06,22.2,86,,&-um . 2811965_2812661,um.,1,0,1,1,1,1,1,Alex/011006.cha,4072
Providence,FAT,Alex,male,,11,1;10.06,22.2,87,,it was called Enough .,it was called Enough.,4,6,6,6,6,6,4,Alex/011006.cha,4079
Providence,FAT,Alex,male,,11,1;10.06,22.2,88,,J_Lo . 2818088_2819263,J_Lo.,2,1,2,2,2,2,2,Alex/011006.cha,4085
Providence,FAT,Alex,male,,11,1;10.06,22.2,89,,I'll watch it with you tonight .,I'll watch it with you tonight.,6,7,7,7,7,7,6,Alex/011006.cha,4118
Providence,FAT,Alex,male,,11,1;10.06,22.2,90,,"I know what you're talkin' [: talking] about , xxx .",I know what you're talkin' about.,6,8,8,9,8,8,6,Alex/011006.cha,4504
Providence,FAT,Alex,male,,11,1;10.06,22.2,91,,xxx ready to say it .,ready to say it.,4,4,5,5,5,5,4,Alex/011006.cha,4918
Providence,FAT,Alex,male,,11,1;10.06,22.2,92,,he put an apple in the plant . 3194593_3196915,he put an apple in the plant.,7,8,7,8,7,8,7,Alex/011006.cha,5133
Providence,FAT,Alex,male,,12,1;10.24,22.8,93,,I've got somethin' [: something] in my mouth . 2889710_2892376,I've got somethin' in my mouth.,6,8,8,9,8,8,6,Alex/011024.cha,5300
Providence,FAT,Alex,male,,12,1;10.24,22.8,94,,I looked upstairs . 2904638_2906905,I looked upstairs.,3,4,5,5,5,5,3,Alex/011024.cha,5315
Providence,FAT,Alex,male,,12,1;10.24,22.8,95,,there wasn't any .,there wasn't any.,3,5,3,4,3,3,3,Alex/011024.cha,5318
Providence,FAT,Alex,male,,12,1;10.24,22.8,96,,"Alex , how come you have one slipper on and one slipper off ? 2909775_2913791",Alex how come you have one slipper on and one slipper off?,12,13,15,17,15,15,12,Alex/011024.cha,5324
Providence,FAT,Alex,male,,12,1;10.24,22.8,97,,he has one slipper on and one slipper off .,he has one slipper on and one slipper off.,9,9,11,11,11,11,9,Alex/011024.cha,5337
Providence,FAT,Alex,male,,12,1;10.24,22.8,98,,I don't want sandwiches . 2925520_2926638,I don't want sandwiches.,4,5,6,6,6,6,4,Alex/011024.cha,5346
Providence,FAT,Alex,male,,12,1;10.24,22.8,99,,yeah .,yeah.,1,1,1,1,1,1,1,Alex/011024.cha,5352
Providence,FAT,Alex,male,,12,1;10.24,22.8,100,,that's fine . 2931590_2936101,that's fine.,2,3,2,3,2,2,2,Alex/011024.cha,5358
Providence,FAT,Alex,male,,12,1;10.24,22.8,101,,"Alex , what's Mommy doin' [: doing] ?",Alex what's Mommy doin'?,4,6,6,6,6,6,4,Alex/011024.cha,5367
Providence,FAT,Alex,male,,12,1;10.24,22.8,102,,commere [: come here] . 2945015_2945975,commere.,1,2,2,3,2,2,1,Alex/011024.cha,5380
Providence,FAT,Alex,male,,12,1;10.24,22.8,103,,"here , put your rear up to Daddy . 2952838_2956676",here put your rear up to Daddy.,7,8,8,9,8,8,7,Alex/011024.cha,5396
Providence,FAT,Alex,male,,12,1;10.24,22.8,104,,re ya [: you] ready ? 2956676_2958056,re ya ready?,3,3,4,4,4,4,3,Alex/011024.cha,5399
Providence,FAT,Alex,male,,12,1;10.24,22.8,105,,"there ya [: you] go , good boy: . 2958056_2964375",there ya go good boy.,5,6,5,6,5,5,5,Alex/011024.cha,5402
Providence,FAT,Alex,male,,12,1;10.24,22.8,106,,good boy: .,good boy.,2,2,2,2,2,2,2,Alex/011024.cha,5405
Providence,FAT,Alex,male,,12,1;10.24,22.8,107,,huh ?,huh?,1,1,1,1,1,1,1,Alex/011024.cha,5478
Providence,FAT,Alex,male,,12,1;10.24,22.8,108,,xxx potatoes ? 3014245_3019378,potatoes?,1,1,3,3,3,3,1,Alex/011024.cha,5487
Providence,FAT,Alex,male,,12,1;10.24,22.8,109,,mhm . 3051240_3054116,mhm.,1,1,1,1,1,1,1,Alex/011024.cha,5518
Providence,FAT,Alex,male,,12,1;10.24,22.8,110,,"oh , it's out in the car .",oh it's out in the car.,6,8,6,6,6,6,6,Alex/011024.cha,5521
Providence,FAT,Alex,male,,12,1;10.24,22.8,111,,xxx gonna use it tonight ?,gonna use it tonight?,4,5,6,6,6,6,4,Alex/011024.cha,5528
Providence,FAT,Alex,male,,12,1;10.24,22.8,112,,"just , if you want , I'll go get it .",just if you want I'll go get it.,8,11,8,8,8,8,8,Alex/011024.cha,5535
Providence,FAT,Alex,male,,12,1;10.24,22.8,113,,stop it .,stop it.,2,2,2,2,2,2,2,Alex/011024.cha,5558
Providence,FAT,Alex,male,,12,1;10.24,22.8,114,,oh_no . 3131178_3132346,oh_no.,2,1,2,2,2,2,2,Alex/011024.cha,5635
Providence,FAT,Alex,male,,12,1;10.24,22.8,115,,xxx slipper .,slipper.,1,1,2,2,2,2,1,Alex/011024.cha,5646
Providence,FAT,Alex,male,,12,1;10.24,22.8,116,,go get it . 3146141_3147323,go get it.,3,3,3,3,3,3,3,Alex/011024.cha,5652
Providence,FAT,Alex,male,,12,1;10.24,22.8,117,,lemmee [: let me] see .,lemmee see.,2,3,2,3,2,2,2,Alex/011024.cha,5703
Providence,FAT,Alex,male,,12,1;10.24,22.8,118,,"Alex , let me see it .",Alex let me see it.,5,6,6,6,6,6,5,Alex/011024.cha,5711
Providence,FAT,Alex,male,,12,1;10.24,22.8,119,,"commere [: come here] , let me see it .",commere let me see it.,5,7,6,7,6,6,5,Alex/011024.cha,5724
Providence,FAT,Alex,male,,12,1;10.24,22.8,120,,sit down .,sit down.,2,2,2,2,2,2,2,Alex/011024.cha,5731
Providence,FAT,Alex,male,,12,1;10.24,22.8,121,,no: .,no.,1,1,1,1,1,1,1,Alex/011024.cha,5760
Providence,FAT,Alex,male,,12,1;10.24,22.8,122,,don't do that please .,don't do that please.,4,5,4,5,4,4,4,Alex/011024.cha,5769
Providence,FAT,Alex,male,,12,1;10.24,22.8,123,,come o:n .,come o:n.,3,2,3,4,3,3,3,Alex/011024.cha,5775
Providence,FAT,Alex,male,,12,1;10.24,22.8,124,,what ?,what?,1,1,1,1,1,1,1,Alex/011024.cha,5867
Providence,FAT,Alex,male,,12,1;10.24,22.8,125,,xxx it .,it.,1,1,1,1,1,1,1,Alex/011024.cha,5957
Providence,FAT,Alex,male,,12,1;10.24,22.8,126,,I dunno [: don't know] . 3298713_3299521,I dunno.,2,4,3,3,3,3,2,Alex/011024.cha,5980
Providence,FAT,Alex,male,,12,1;10.24,22.8,127,,sometimes they just made a xxx .,sometimes they just made a.,5,6,8,9,9,8,5,Alex/011024.cha,5986
Providence,FAT,Alex,male,,12,1;10.24,22.8,128,,your mother maybe .,your mother maybe.,3,3,4,5,4,4,3,Alex/011024.cha,5995
Providence,FAT,Alex,male,,12,1;10.24,22.8,129,,"maybe she couldn't , she couldn't eat the whole thing .",maybe she couldn't she couldn't eat the whole thing.,9,13,9,11,9,9,9,Alex/011024.cha,6000
Providence,FAT,Alex,male,,12,1;10.24,22.8,130,,or that . 3309110_3313103,or that.,2,2,2,2,2,2,2,Alex/011024.cha,6009
Providence,FAT,Alex,male,,12,1;10.24,22.8,131,,peekin' [: peeking] . 3349560_3351508,peekin'.,1,1,2,2,2,2,1,Alex/011024.cha,6069
Providence,FAT,Alex,male,,16,2;00.12,24.4,132,,holy moly . 3110915_3112451,holy moly.,2,2,4,4,4,4,2,Alex/020012.cha,3523
Providence,FAT,Alex,male,,16,2;00.12,24.4,133,,you can't see it . 3136371_3137330,you can't see it.,4,5,4,4,4,4,4,Alex/020012.cha,3562
Providence,FAT,Alex,male,,16,2;00.12,24.4,134,,you can't see it from this window .,you can't see it from this window.,7,8,8,8,8,8,7,Alex/020012.cha,3586
Providence,FAT,Alex,male,,16,2;00.12,24.4,135,,"here hon , lookit [: look] . 3164375_3170375",here hon lookit.,3,4,4,5,4,4,3,Alex/020012.cha,3630
Providence,FAT,Alex,male,,16,2;00.12,24.4,136,,stand right there . 3172243_3173378,stand right there.,3,3,3,4,3,3,3,Alex/020012.cha,3636
Providence,FAT,Alex,male,,16,2;00.12,24.4,137,,you can peek right in front of the house . 3173378_3177545,you can peek right in front of the house.,9,9,9,10,9,9,9,Alex/020012.cha,3639
Providence,FAT,Alex,male,,16,2;00.12,24.4,138,,what +... 3177545_3178773,what.,1,2,1,1,1,1,1,Alex/020012.cha,3642
Providence,FAT,Alex,male,,16,2;00.12,24.4,139,,no .,no.,1,1,1,1,1,1,1,Alex/020012.cha,3704
Providence,FAT,Alex,male,,16,2;00.12,24.4,140,,he puts his feet in here .,he puts his feet in here.,6,6,6,7,6,6,6,Alex/020012.cha,3827
Providence,FAT,Alex,male,,16,2;00.12,24.4,141,,yeah .,yeah.,1,1,1,1,1,1,1,Alex/020012.cha,3836
Providence,FAT,Alex,male,,16,2;00.12,24.4,142,,it's gonna be a little wet .,it's gonna be a little wet.,6,8,7,8,7,8,6,Alex/020012.cha,3850
Providence,FAT,Alex,male,,16,2;00.12,24.4,143,,he'll fit .,he'll fit.,2,3,2,2,2,2,2,Alex/020012.cha,3887
Providence,FAT,Alex,male,,16,2;00.12,24.4,144,,he's not even all the way back . 3331238_3333945,he's not even all the way back.,7,8,8,8,8,8,7,Alex/020012.cha,3928
Providence,FAT,Alex,male,,16,2;00.12,24.4,145,,"here , sit all the way back Alex . 3333945_3338901",here sit all the way back Alex.,7,8,8,9,8,8,7,Alex/020012.cha,3932
Providence,FAT,Alex,male,,16,2;00.12,24.4,146,,what ?,what?,1,1,1,1,1,1,1,Alex/020012.cha,3965
Providence,FAT,Alex,male,,16,2;00.12,24.4,147,,cuz [: because] his feet were hanging off the other one xxx +...,cuz his feet were hanging off the other one.,9,11,11,12,11,11,9,Alex/020012.cha,3985
Providence,FAT,Alex,male,,16,2;00.12,24.4,148,,"no , it's on the ground .",no it's on the ground.,5,7,5,5,5,5,5,Alex/020012.cha,4028
Providence,FAT,Alex,male,,16,2;00.12,24.4,149,,"it's nice , yeah .",it's nice yeah.,3,5,3,4,3,3,3,Alex/020012.cha,4037
Providence,FAT,Alex,male,,16,2;00.12,24.4,150,,he's gotta [: needs to] be a little bit bigger for that .,he's gotta be a little bit bigger for that.,9,11,11,12,11,12,9,Alex/020012.cha,4046
Providence,FAT,Alex,male,,16,2;00.12,24.4,151,,he won't even be able to reach the pedals .,he won't even be able to reach the pedals.,9,10,11,12,11,12,9,Alex/020012.cha,4058
Providence,FAT,Alex,male,,16,2;00.12,24.4,152,,of pedaling with his feet and steering .,of pedaling with his feet and steering.,7,9,10,10,10,10,7,Alex/020012.cha,4073
Providence,FAT,Alex,male,,16,2;00.12,24.4,153,,yeah .,yeah.,1,1,1,1,1,1,1,Alex/020012.cha,4085
Providence,FAT,Alex,male,,16,2;00.12,24.4,154,,yeah .,yeah.,1,1,1,1,1,1,1,Alex/020012.cha,4091
Providence,FAT,Alex,male,,16,2;00.12,24.4,155,,yeah next year he should be fine with that . 3421578_3423748,yeah next year he should be fine with that.,9,9,9,10,9,9,9,Alex/020012.cha,4112
Providence,FAT,Alex,male,,16,2;00.12,24.4,156,,yeah .,yeah.,1,1,1,1,1,1,1,Alex/020012.cha,4121
Providence,FAT,Alex,male,,16,2;00.12,24.4,157,,what ?,what?,1,1,1,1,1,1,1,Alex/020012.cha,4166
Providence,FAT,Alex,male,,16,2;00.12,24.4,158,,yeah .,yeah.,1,1,1,1,1,1,1,Alex/020012.cha,4172
Providence,FAT,Alex,male,,16,2;00.12,24.4,159,,was it new ? 3454350_3456916,was it new?,3,4,3,3,3,3,3,Alex/020012.cha,4181
Providence,FAT,Alex,male,,17,2;01.02,25.067,160,,hi .,hi.,1,1,1,1,1,1,1,Alex/020102.cha,4172
Providence,FAT,Alex,male,,17,2;01.02,25.067,161,,good and you ? 3242773_3243388,good and you?,3,3,3,3,3,3,3,Alex/020102.cha,4178
Providence,FAT,Alex,male,,18,2;01.17,25.567,162,,hi .,hi.,1,1,1,1,1,1,1,Alex/020117.cha,2497
Providence,FAT,Alex,male,,18,2;01.17,25.567,163,,you've gotta go put the train set together Alex .,you've gotta go put the train set together Alex.,9,13,13,14,13,13,9,Alex/020117.cha,2637
Providence,FAT,Alex,male,,18,2;01.17,25.567,164,,don't you throw that . 2278690_2280256,don't you throw that.,4,5,4,4,4,4,4,Alex/020117.cha,2646
Providence,FAT,Alex,male,,22,2;03.14,27.467,165,,what are you doin [: doing] ? 1308643_1310221,what are you doin?,4,4,4,4,4,4,4,Alex/020314.cha,2183
Providence,FAT,Alex,male,,22,2;03.14,27.467,166,,beans ? 1314523_1316315,beans?,1,1,1,1,1,1,1,Alex/020314.cha,2199
Providence,FAT,Alex,male,,22,2;03.14,27.467,167,,how many ? 1316315_1318876,how many?,2,2,3,3,3,3,2,Alex/020314.cha,2202
Providence,FAT,Alex,male,,22,2;03.14,27.467,168,,Alex can you count em [: them] ? 1318876_1323596,Alex can you count em?,5,5,6,6,6,6,5,Alex/020314.cha,2205
Providence,FAT,Alex,male,,22,2;03.14,27.467,169,,"one , two , three . 1323596_1325305",one two three.,3,5,3,3,3,3,3,Alex/020314.cha,2211
Providence,FAT,Alex,male,,28,2;06.06,30.2,170,,give me a hand .,give me a hand.,4,4,4,5,4,4,4,Alex/020606.cha,3902
Providence,FAT,Alex,male,,28,2;06.06,30.2,171,,I have eight dollars to my name .,I have eight dollars to my name.,7,7,8,10,8,8,7,Alex/020606.cha,4047
Providence,FAT,Alex,male,,28,2;06.06,30.2,172,,I don't get paid this week either .,I don't get paid this week either.,7,9,8,8,8,8,7,Alex/020606.cha,4055
Providence,FAT,Alex,male,,28,2;06.06,30.2,173,,I haven't found out where to take the money tonight .,I haven't found out where to take the money tonight.,10,12,13,15,14,13,10,Alex/020606.cha,4084
Providence,FAT,Alex,male,,28,2;06.06,30.2,174,,what ?,what?,1,1,1,1,1,1,1,Alex/020606.cha,4113
Providence,FAT,Alex,male,,28,2;06.06,30.2,175,,after . 1933541_1934773,after.,1,1,2,2,2,2,1,Alex/020606.cha,4121
Providence,FAT,Alex,male,,28,2;06.06,30.2,176,,hi . 1968461_1971610,hi.,1,1,1,1,1,1,1,Alex/020606.cha,4186
Providence,FAT,Alex,male,,28,2;06.06,30.2,177,,good and you ? 1971610_1972641,good and you?,3,3,3,3,3,3,3,Alex/020606.cha,4192
Providence,FAT,Alex,male,,28,2;06.06,30.2,178,,"you want me to get you something at Blockbuster , hm: ? 2017931_2022718",you want me to get you something at Blockbuster hm?,10,11,14,14,14,14,10,Alex/020606.cha,4237
