utt_id,child_id,session_id,utterance,utterance_clean,word_count,morph_count,utt_syllables_basic,utt_syllables_lenient,utt_syllables_strictY,utt_syllables_le,n_alpha_words,file,line_no,age_months,random_model_utterance_bin6,unigram_model_utterance_bin6,bigram_model_utterance_bin6,context_k1,context_k2,context_k3
86,Sarah,1,up dere [: there] .,up dere .,2,2,2,3,2,2,2,Sarah/020305.cha,616,27.167,yolk zita .,siren design .,dihb camaro .,what's oh you know what what's this ?,what's this ? what's oh you know what what's this ?,what's this ? what's this ? what's oh you know what what's this ?
87,Sarah,1,bike .,bike .,1,1,1,2,1,1,1,Sarah/020305.cha,619,27.167,cream .,nude .,man .,what's oh you know what what's this ?,what's this ? what's oh you know what what's this ?,what's this ? what's this ? what's oh you know what what's this ?
88,Sarah,1,ride bike .,ride bike .,2,2,2,4,2,2,2,Sarah/020305.cha,625,27.167,kieran kiddie .,rodney bedtime .,spits machines .,yeah .,what's oh you know what what's this ? yeah .,what's this ? what's oh you know what what's this ? yeah .
89,Sarah,1,xxx .,.,0,0,0,0,0,0,0,Sarah/020305.cha,631,27.167,.,.,.,yeah .,yeah . yeah .,what's oh you know what what's this ? yeah . yeah .
90,Sarah,1,eat dere [: there] .,eat dere .,2,2,2,3,2,2,2,Sarah/020305.cha,632,27.167,bump mahatma .,luna soaping .,rubb fake .,yeah .,yeah . yeah .,what's oh you know what what's this ? yeah . yeah .
91,Sarah,1,eat dere [: there] (.) Mommy .,eat dere Mommy .,3,3,4,5,4,4,3,Sarah/020305.cha,636,27.167,shadow guitar pc .,no sloppity station .,cabs tyranno pischetti .,yeah .,yeah . yeah .,what's oh you know what what's this ? yeah . yeah .
92,Sarah,1,eat that .,eat that .,2,2,2,2,2,2,2,Sarah/020305.cha,639,27.167,salad wansa .,conversation wheatie .,twigs emma .,yeah .,yeah . yeah .,what's oh you know what what's this ? yeah . yeah .
93,Sarah,1,oh ballie (.) xxx ball .,oh ballie ball .,3,3,3,4,3,3,3,Sarah/020305.cha,652,27.167,turnip slicing bathrobe .,zapf fax nancy .,globe zis fasten .,Sarah what's this ?,you eat that . Sarah what's this ?,yeah . you eat that . Sarah what's this ?
94,Sarah,1,xxx .,.,0,0,0,0,0,0,0,Sarah/020305.cha,658,27.167,.,.,.,what's this ?,Sarah what's this ? what's this ?,you eat that . Sarah what's this ? what's this ?
95,Sarah,1,(he)llo Nana .,llo Nana .,2,2,3,3,3,3,2,Sarah/020305.cha,663,27.167,snoring splat .,cau midnight .,nai pengams .,why n't you call Nana up on the telephone ?,what's this ? why n't you call Nana up on the telephone ?,Sarah what's this ? what's this ? why n't you call Nana up on the telephone ?
96,Sarah,1,about book .,about book .,2,2,3,3,3,3,2,Sarah/020305.cha,673,27.167,skin careless .,gos esther's .,cleaner tunnel .,tell her about the book .,talk to her . tell her about the book .,why n't you call Nana up on the telephone ? talk to her . tell her about the book .
97,Sarah,1,a book .,a book .,2,2,2,2,2,2,2,Sarah/020305.cha,676,27.167,magnolia bringing .,igloo phew .,engineer raising .,tell her about the book .,talk to her . tell her about the book .,why n't you call Nana up on the telephone ? talk to her . tell her about the book .
98,Sarah,1,a kitty .,a kitty .,2,2,3,3,3,3,2,Sarah/020305.cha,682,27.167,blonde hula .,hahahahachoo mine .,nicole's ryan .,who's this ?,tell her about the book . who's this ?,talk to her . tell her about the book . who's this ?
99,Sarah,1,yyy .,.,0,0,0,0,0,0,0,Sarah/020305.cha,685,27.167,.,.,.,who's this ?,tell her about the book . who's this ?,talk to her . tell her about the book . who's this ?
100,Sarah,1,&~a:h xxx &~eye .,.,0,0,0,0,0,0,0,Sarah/020305.cha,690,27.167,.,.,.,who's this ?,who's this ? who's this ?,tell her about the book . who's this ? who's this ?
101,Sarah,1,a teddy_bear .,a teddy_bear .,3,2,4,4,4,4,3,Sarah/020305.cha,694,27.167,leek giggling tut .,carter's wrap flipflops .,lennon tails drawing .,who's this ?,who's this ? who's this ?,who's this ? who's this ? who's this ?
102,Sarah,1,&~eye &~eye .,.,0,0,0,0,0,0,0,Sarah/020305.cha,704,27.167,.,.,.,and who's this ?,teddy_bear . and who's this ?,who's this ? teddy_bear . and who's this ?
103,Sarah,1,&~eye xxx .,.,0,0,0,0,0,0,0,Sarah/020305.cha,705,27.167,.,.,.,and who's this ?,teddy_bear . and who's this ?,who's this ? teddy_bear . and who's this ?
104,Sarah,1,xxx .,.,0,0,0,0,0,0,0,Sarah/020305.cha,706,27.167,.,.,.,and who's this ?,teddy_bear . and who's this ?,who's this ? teddy_bear . and who's this ?
105,Sarah,1,&~eye &~eye .,.,0,0,0,0,0,0,0,Sarah/020305.cha,707,27.167,.,.,.,and who's this ?,teddy_bear . and who's this ?,who's this ? teddy_bear . and who's this ?
106,Sarah,1,&~b .,.,0,0,0,0,0,0,0,Sarah/020305.cha,708,27.167,.,.,.,and who's this ?,teddy_bear . and who's this ?,who's this ? teddy_bear . and who's this ?
107,Sarah,1,&~eye &~eye .,.,0,0,0,0,0,0,0,Sarah/020305.cha,709,27.167,.,.,.,and who's this ?,teddy_bear . and who's this ?,who's this ? teddy_bear . and who's this ?
108,Sarah,1,&~eye &~eye .,.,0,0,0,0,0,0,0,Sarah/020305.cha,710,27.167,.,.,.,and who's this ?,teddy_bear . and who's this ?,who's this ? teddy_bear . and who's this ?
109,Sarah,1,&~b xxx .,.,0,0,0,0,0,0,0,Sarah/020305.cha,711,27.167,.,.,.,and who's this ?,teddy_bear . and who's this ?,who's this ? teddy_bear . and who's this ?
110,Sarah,1,&-um Ma +...,Ma .,1,2,1,1,1,1,1,Sarah/020305.cha,712,27.167,nose +...,all +...,squishing +...,and who's this ?,teddy_bear . and who's this ?,who's this ? teddy_bear . and who's this ?
111,Sarah,1,bear !,bear !,1,1,1,1,1,1,1,Sarah/020305.cha,715,27.167,manuela's !,byebyes !,clothe !,and who's this ?,teddy_bear . and who's this ?,who's this ? teddy_bear . and who's this ?
112,Sarah,1,xxx .,.,0,0,0,0,0,0,0,Sarah/020305.cha,719,27.167,.,.,.,and who's this ?,teddy_bear . and who's this ?,who's this ? teddy_bear . and who's this ?
113,Sarah,1,gi(ve) (m)e (.) Mommy (.) gi(ve) (m)e .,gi e Mommy gi e .,5,5,6,6,6,6,5,Sarah/020305.cha,722,27.167,saur properly cone poops rie .,sleeping crunch world icecube bumbo .,woody beau shark plate's herbank .,.,and who's this ? .,teddy_bear . and who's this ? .
114,Sarah,1,(h)ey dere [: there] .,ey dere .,2,2,2,3,2,2,2,Sarah/020305.cha,726,27.167,psst has .,fingernail while .,q wheelie .,.,and who's this ? .,teddy_bear . and who's this ? .
115,Sarah,1,(h)ey dere [: there] .,ey dere .,2,2,2,3,2,2,2,Sarah/020305.cha,729,27.167,handle plate's .,armband bodys .,skippy faster .,.,and who's this ? .,teddy_bear . and who's this ? .
116,Sarah,1,(h)ey .,ey .,1,1,1,1,1,1,1,Sarah/020305.cha,732,27.167,trunks .,hurdy .,erer .,.,and who's this ? .,teddy_bear . and who's this ? .
117,Sarah,1,dolly .,dolly .,1,1,2,2,2,2,1,Sarah/020305.cha,741,27.167,officer's .,roadses .,belle .,.,and who's this ? .,teddy_bear . and who's this ? .
118,Sarah,1,see dolly .,see dolly .,2,2,3,3,3,3,2,Sarah/020305.cha,744,27.167,chick jelly's .,camera shoving .,parents unpleasant .,.,and who's this ? .,teddy_bear . and who's this ? .
119,Sarah,1,see dolly .,see dolly .,2,2,3,3,3,3,2,Sarah/020305.cha,747,27.167,flipflop jolly .,owl's peop .,drinker cho .,.,and who's this ? .,teddy_bear . and who's this ? .
120,Sarah,1,a xxx .,a .,1,1,1,1,1,1,1,Sarah/020305.cha,753,27.167,pounds .,watch .,remarkable .,.,and who's this ? .,teddy_bear . and who's this ? .
121,Sarah,1,hat .,hat .,1,1,1,1,1,1,1,Sarah/020305.cha,760,27.167,station .,goggle .,barbie .,.,and who's this ? .,teddy_bear . and who's this ? .
122,Sarah,1,hat .,hat .,1,1,1,1,1,1,1,Sarah/020305.cha,763,27.167,waste .,knees .,kernels .,.,and who's this ? .,teddy_bear . and who's this ? .
123,Sarah,1,I broke dat [: that] .,I broke dat .,3,4,3,4,3,3,3,Sarah/020305.cha,767,27.167,wise wawawa quill .,driveway crunched crootst .,taste cartoon smooch .,.,and who's this ? .,teddy_bear . and who's this ? .
124,Sarah,1,I broke dat [: that] .,I broke dat .,3,4,3,4,3,3,3,Sarah/020305.cha,770,27.167,mexico concrete cleo .,unis ahead quarter .,everybody's minicar turkey's .,.,and who's this ? .,teddy_bear . and who's this ? .
125,Sarah,1,I broke dat [: that] .,I broke dat .,3,4,3,4,3,3,3,Sarah/020305.cha,773,27.167,bumpy washington killed .,homer turning bluebells .,drilled lisa's whale .,.,and who's this ? .,teddy_bear . and who's this ? .
126,Sarah,2,yyy .,.,0,0,0,0,0,0,0,Sarah/020307.cha,14,27.233,.,.,.,,,
127,Sarah,2,wan(t) Bobo .,wan Bobo .,2,2,3,3,3,3,2,Sarah/020307.cha,17,27.233,bud shafto .,coffees shire .,wollaton moat .,,,
128,Sarah,2,milk .,milk .,1,1,1,1,1,1,1,Sarah/020307.cha,20,27.233,cough .,babysits .,forward .,,,
129,Sarah,2,Bobo .,Bobo .,1,1,2,2,2,2,1,Sarah/020307.cha,23,27.233,shoulders .,cupped .,fat .,,,
130,Sarah,2,xxx .,.,0,0,0,0,0,0,0,Sarah/020307.cha,29,27.233,.,.,.,here want a want a glass of milk ?,here want a want a glass of milk ?,here want a want a glass of milk ?
131,Sarah,2,0 [=! whimpers] .,.,0,0,0,0,0,0,0,Sarah/020307.cha,35,27.233,.,.,.,be nice .,here want a want a glass of milk ? be nice .,here want a want a glass of milk ? be nice .
132,Sarah,2,0 [=! whimpers] .,.,0,0,0,0,0,0,0,Sarah/020307.cha,49,27.233,.,.,.,okay Mummy drink tonnie .,hm ? okay Mummy drink tonnie .,do you want tonnie ? hm ? okay Mummy drink tonnie .
