utt_id,utt_id_role,speaker,child_id,session_id,utterance,utterance_clean,word_count,morph_count,utt_syllables_basic,utt_syllables_lenient,utt_syllables_strictY,utt_syllables_le,n_alpha_words,file,line_no,age_months,context_k1,context_k2,context_k3
24,24,MOT,Warren,1,oh .,oh .,1,1,1,1,1,1,1,Warren/011006.cha,184,22.2,what's happened ?,oh dear . what's happened ?,that's right . oh dear . what's happened ?
25,25,MOT,Warren,1,"fell out , didn't they ?",fell out didn't they ?,4,8,4,4,5,4,4,Warren/011006.cha,187,22.2,oh .,what's happened ? oh .,oh dear . what's happened ? oh .
26,26,MOT,Warren,1,that's because you lifted the yellow bit and not the red bit .,that's because you lifted the yellow bit and not the red bit .,12,14,15,16,15,16,12,Warren/011006.cha,190,22.2,fell out didn't they ?,oh . fell out didn't they ?,what's happened ? oh . fell out didn't they ?
27,27,MOT,Warren,1,that's it .,that's it .,2,3,2,2,2,2,2,Warren/011006.cha,196,22.2,that's because you lifted the yellow bit and not the red bit .,fell out didn't they ? that's because you lifted the yellow bit and not the red bit .,oh . fell out didn't they ? that's because you lifted the yellow bit and not the red bit .
28,28,MOT,Warren,1,the red bit .,the red bit .,3,3,3,3,3,3,3,Warren/011006.cha,199,22.2,that's it .,that's because you lifted the yellow bit and not the red bit . that's it .,fell out didn't they ? that's because you lifted the yellow bit and not the red bit . that's it .
29,29,MOT,Warren,1,oh: they're gonna [: going to] fall .,oh they're gonna fall .,4,6,5,6,5,5,4,Warren/011006.cha,202,22.2,the red bit .,that's it . the red bit .,that's because you lifted the yellow bit and not the red bit . that's it . the red bit .
30,30,MOT,Warren,1,no they're not .,no they're not .,3,4,3,4,3,3,3,Warren/011006.cha,205,22.2,oh they're gonna fall .,the red bit . oh they're gonna fall .,that's it . the red bit . oh they're gonna fall .
31,31,MOT,Warren,1,one in .,one in .,2,2,2,2,2,2,2,Warren/011006.cha,208,22.2,no they're not .,oh they're gonna fall . no they're not .,the red bit . oh they're gonna fall . no they're not .
32,32,MOT,Warren,1,one out .,one out .,2,2,2,2,2,2,2,Warren/011006.cha,211,22.2,one in .,no they're not . one in .,oh they're gonna fall . no they're not . one in .
33,33,MOT,Warren,1,I think there's only one more to go in now .,I think there's only one more to go in now .,10,11,12,13,12,12,10,Warren/011006.cha,220,22.2,one out .,one in . one out .,no they're not . one in . one out .
34,34,MOT,Warren,1,where's the other brick ?,where's the other brick ?,4,5,6,6,6,6,4,Warren/011006.cha,223,22.2,I think there's only one more to go in now .,one out . I think there's only one more to go in now .,one in . one out . I think there's only one more to go in now .
35,35,MOT,Warren,1,where's the last brick ?,where's the last brick ?,4,5,5,5,5,5,4,Warren/011006.cha,226,22.2,where's the other brick ?,I think there's only one more to go in now . where's the other brick ?,one out . I think there's only one more to go in now . where's the other brick ?
36,36,MOT,Warren,1,all yeah .,all yeah .,2,2,2,2,2,2,2,Warren/011006.cha,241,22.2,where's the last brick ?,where's the other brick ? where's the last brick ?,I think there's only one more to go in now . where's the other brick ? where's the last brick ?
37,37,MOT,Warren,1,they're all in .,they're all in .,3,4,3,4,3,3,3,Warren/011006.cha,244,22.2,all yeah .,where's the last brick ? all yeah .,where's the other brick ? where's the last brick ? all yeah .
38,38,MOT,Warren,1,I don't think there are any more .,I don't think there are any more .,7,8,7,9,7,7,7,Warren/011006.cha,247,22.2,they're all in .,all yeah . they're all in .,where's the last brick ? all yeah . they're all in .
39,39,MOT,Warren,1,"shall we see because we know how many there should be , don't we ?",shall we see because we know how many there should be don't we ?,13,15,15,17,15,15,13,Warren/011006.cha,250,22.2,I don't think there are any more .,they're all in . I don't think there are any more .,all yeah . they're all in . I don't think there are any more .
40,40,MOT,Warren,1,does that look right ?,does that look right ?,4,4,4,4,4,4,4,Warren/011006.cha,253,22.2,shall we see because we know how many there should be don't we ?,I don't think there are any more . shall we see because we know how many there should be don't we ?,they're all in . I don't think there are any more . shall we see because we know how many there should be don't we ?
41,41,MOT,Warren,1,where's the plane ?,where's the plane ?,3,4,4,5,4,4,3,Warren/011006.cha,271,22.2,does that look right ?,shall we see because we know how many there should be don't we ? does that look right ?,I don't think there are any more . shall we see because we know how many there should be don't we ? does that look right ?
42,42,MOT,Warren,1,can you see the plane ?,can you see the plane ?,5,5,5,6,5,5,5,Warren/011006.cha,274,22.2,where's the plane ?,does that look right ? where's the plane ?,shall we see because we know how many there should be don't we ? does that look right ? where's the plane ?
43,43,MOT,Warren,1,where is it ?,where is it ?,3,3,3,4,3,3,3,Warren/011006.cha,283,22.2,can you see the plane ?,where's the plane ? can you see the plane ?,does that look right ? where's the plane ? can you see the plane ?
44,44,MOT,Warren,1,good .,good .,1,1,1,1,1,1,1,Warren/011006.cha,289,22.2,where is it ?,can you see the plane ? where is it ?,where's the plane ? can you see the plane ? where is it ?
45,45,MOT,Warren,1,where's the elephant ?,where's the elephant ?,3,4,6,6,6,6,3,Warren/011006.cha,292,22.2,good .,where is it ? good .,can you see the plane ? where is it ? good .
46,46,MOT,Warren,1,can you spot it ?,can you spot it ?,4,4,4,4,4,4,4,Warren/011006.cha,295,22.2,where's the elephant ?,good . where's the elephant ?,where is it ? good . where's the elephant ?
47,47,MOT,Warren,1,no that's a +//.,no that's a .,3,5,3,3,3,3,3,Warren/011006.cha,301,22.2,can you spot it ?,where's the elephant ? can you spot it ?,good . where's the elephant ? can you spot it ?
48,48,MOT,Warren,1,what's that ?,what's that ?,2,3,2,2,2,2,2,Warren/011006.cha,304,22.2,no that's a .,can you spot it ? no that's a .,where's the elephant ? can you spot it ? no that's a .
49,49,MOT,Warren,1,yeah that's not an elephant .,yeah that's not an elephant .,5,6,7,7,7,7,5,Warren/011006.cha,310,22.2,what's that ?,no that's a . what's that ?,can you spot it ? no that's a . what's that ?
50,50,MOT,Warren,1,what's that ?,what's that ?,2,3,2,2,2,2,2,Warren/011006.cha,316,22.2,yeah that's not an elephant .,what's that ? yeah that's not an elephant .,no that's a . what's that ? yeah that's not an elephant .
51,51,MOT,Warren,1,that's right .,that's right .,2,3,2,2,2,2,2,Warren/011006.cha,322,22.2,what's that ?,yeah that's not an elephant . what's that ?,what's that ? yeah that's not an elephant . what's that ?
52,52,MOT,Warren,1,&-um what's that ?,what's that ?,2,3,2,2,2,2,2,Warren/011006.cha,327,22.2,that's right .,what's that ? that's right .,yeah that's not an elephant . what's that ? that's right .
53,53,MOT,Warren,1,mhm .,mhm .,1,1,1,1,1,1,1,Warren/011006.cha,333,22.2,what's that ?,that's right . what's that ?,what's that ? that's right . what's that ?
54,54,MOT,Warren,1,it's a red car .,it's a red car .,4,5,4,4,4,4,4,Warren/011006.cha,336,22.2,mhm .,what's that ? mhm .,that's right . what's that ? mhm .
55,55,MOT,Warren,1,a red plane .,a red plane .,3,3,3,4,3,3,3,Warren/011006.cha,339,22.2,it's a red car .,mhm . it's a red car .,what's that ? mhm . it's a red car .
56,56,MOT,Warren,1,and a red boat .,and a red boat .,4,4,4,4,4,4,4,Warren/011006.cha,342,22.2,a red plane .,it's a red car . a red plane .,mhm . it's a red car . a red plane .
57,57,MOT,Warren,1,"they're all red , aren't they ?",they're all red aren't they ?,5,8,6,7,7,6,5,Warren/011006.cha,348,22.2,and a red boat .,a red plane . and a red boat .,it's a red car . a red plane . and a red boat .
58,58,MOT,Warren,1,that's a nice [/] nice xxx .,that's a nice nice .,4,4,4,6,4,4,4,Warren/011006.cha,354,22.2,they're all red aren't they ?,and a red boat . they're all red aren't they ?,a red plane . and a red boat . they're all red aren't they ?
59,59,MOT,Warren,1,shall we find some more bricks for you to put in your digger ?,shall we find some more bricks for you to put in your digger ?,13,13,14,16,14,14,13,Warren/011006.cha,369,22.2,that's a nice nice .,they're all red aren't they ? that's a nice nice .,and a red boat . they're all red aren't they ? that's a nice nice .
60,60,MOT,Warren,1,shall we try and find some more ?,shall we try and find some more ?,7,7,7,9,7,7,7,Warren/011006.cha,372,22.2,shall we find some more bricks for you to put in your digger ?,that's a nice nice . shall we find some more bricks for you to put in your digger ?,they're all red aren't they ? that's a nice nice . shall we find some more bricks for you to put in your digger ?
61,61,MOT,Warren,1,here's some little bricks .,here's some little bricks .,4,5,5,7,5,6,4,Warren/011006.cha,381,22.2,shall we try and find some more ?,shall we find some more bricks for you to put in your digger ? shall we try and find some more ?,that's a nice nice . shall we find some more bricks for you to put in your digger ? shall we try and find some more ?
62,62,MOT,Warren,1,how_about you try those in the digger ?,how_about you try those in the digger ?,8,7,10,11,10,10,8,Warren/011006.cha,384,22.2,here's some little bricks .,shall we try and find some more ? here's some little bricks .,shall we find some more bricks for you to put in your digger ? shall we try and find some more ? here's some little bricks .
63,63,MOT,Warren,1,or are they too small ?,or are they too small ?,5,5,5,5,6,5,5,Warren/011006.cha,388,22.2,how_about you try those in the digger ?,here's some little bricks . how_about you try those in the digger ?,shall we try and find some more ? here's some little bricks . how_about you try those in the digger ?
64,64,MOT,Warren,1,I think they go in here quite well .,I think they go in here quite well .,8,8,8,10,9,8,8,Warren/011006.cha,391,22.2,or are they too small ?,how_about you try those in the digger ? or are they too small ?,here's some little bricks . how_about you try those in the digger ? or are they too small ?
65,65,MOT,Warren,1,in fact +...,in fact .,2,3,2,2,2,2,2,Warren/011006.cha,394,22.2,I think they go in here quite well .,or are they too small ? I think they go in here quite well .,how_about you try those in the digger ? or are they too small ? I think they go in here quite well .
66,66,MOT,Warren,1,you can probably scoop them up nicely and fit lots in .,you can probably scoop them up nicely and fit lots in .,11,11,15,15,15,15,11,Warren/011006.cha,397,22.2,in fact .,I think they go in here quite well . in fact .,or are they too small ? I think they go in here quite well . in fact .
67,67,MOT,Warren,1,yeah I think you can fit lots in there .,yeah I think you can fit lots in there .,9,9,9,10,9,9,9,Warren/011006.cha,415,22.2,you can probably scoop them up nicely and fit lots in .,in fact . you can probably scoop them up nicely and fit lots in .,I think they go in here quite well . in fact . you can probably scoop them up nicely and fit lots in .
68,68,MOT,Warren,1,I wonder if +//.,I wonder if .,3,4,4,4,4,4,3,Warren/011006.cha,421,22.2,yeah I think you can fit lots in there .,you can probably scoop them up nicely and fit lots in . yeah I think you can fit lots in there .,in fact . you can probably scoop them up nicely and fit lots in . yeah I think you can fit lots in there .
69,69,MOT,Warren,1,can you fit them all in ?,can you fit them all in ?,6,6,6,6,6,6,6,Warren/011006.cha,424,22.2,I wonder if .,yeah I think you can fit lots in there . I wonder if .,you can probably scoop them up nicely and fit lots in . yeah I think you can fit lots in there . I wonder if .
70,70,MOT,Warren,1,I don't think you can .,I don't think you can .,5,6,5,5,5,5,5,Warren/011006.cha,427,22.2,can you fit them all in ?,I wonder if . can you fit them all in ?,yeah I think you can fit lots in there . I wonder if . can you fit them all in ?
71,71,MOT,Warren,1,oh dear yeah .,oh dear yeah .,3,3,3,3,3,3,3,Warren/011006.cha,436,22.2,I don't think you can .,can you fit them all in ? I don't think you can .,I wonder if . can you fit them all in ? I don't think you can .
72,72,MOT,Warren,1,"that one won't [: willn't] go in , will it ?",that one won't go in will it ?,7,9,7,7,7,7,7,Warren/011006.cha,439,22.2,oh dear yeah .,I don't think you can . oh dear yeah .,can you fit them all in ? I don't think you can . oh dear yeah .
73,73,MOT,Warren,1,"that's probably enough though , isn't it ?",that's probably enough though isn't it ?,6,9,9,9,9,9,6,Warren/011006.cha,442,22.2,that one won't go in will it ?,oh dear yeah . that one won't go in will it ?,I don't think you can . oh dear yeah . that one won't go in will it ?
74,74,MOT,Warren,1,crash .,crash .,1,1,1,1,1,1,1,Warren/011006.cha,445,22.2,that's probably enough though isn't it ?,that one won't go in will it ? that's probably enough though isn't it ?,oh dear yeah . that one won't go in will it ? that's probably enough though isn't it ?
75,75,MOT,Warren,1,what ?,what ?,1,1,1,1,1,1,1,Warren/011006.cha,453,22.2,crash .,that's probably enough though isn't it ? crash .,that one won't go in will it ? that's probably enough though isn't it ? crash .
76,76,MOT,Warren,1,is that Granddad's ?,is that Granddad's ?,3,4,4,4,4,4,3,Warren/011006.cha,460,22.2,what ?,crash . what ?,that's probably enough though isn't it ? crash . what ?
77,77,MOT,Warren,1,oh it's Nana's .,oh it's Nana's .,3,5,4,4,4,4,3,Warren/011006.cha,466,22.2,is that Granddad's ?,what ? is that Granddad's ?,crash . what ? is that Granddad's ?
78,78,MOT,Warren,1,don't bite it .,don't bite it .,3,4,3,4,3,3,3,Warren/011006.cha,473,22.2,oh it's Nana's .,is that Granddad's ? oh it's Nana's .,what ? is that Granddad's ? oh it's Nana's .
79,79,MOT,Warren,1,you'll hurt your teeth .,you'll hurt your teeth .,4,5,4,4,4,4,4,Warren/011006.cha,476,22.2,don't bite it .,oh it's Nana's . don't bite it .,is that Granddad's ? oh it's Nana's . don't bite it .
80,80,MOT,Warren,1,won't [: willn't] you ?,won't you ?,2,3,2,2,2,2,2,Warren/011006.cha,479,22.2,you'll hurt your teeth .,don't bite it . you'll hurt your teeth .,oh it's Nana's . don't bite it . you'll hurt your teeth .
81,81,MOT,Warren,1,hurt your teeth when you bite wood .,hurt your teeth when you bite wood .,7,7,7,8,7,7,7,Warren/011006.cha,482,22.2,won't you ?,you'll hurt your teeth . won't you ?,don't bite it . you'll hurt your teeth . won't you ?
82,82,MOT,Warren,1,we could always build something with this .,we could always build something with this .,7,7,10,10,10,10,7,Warren/011006.cha,492,22.2,hurt your teeth when you bite wood .,won't you ? hurt your teeth when you bite wood .,you'll hurt your teeth . won't you ? hurt your teeth when you bite wood .
83,83,MOT,Warren,1,what's yours ?,what's yours ?,2,3,2,2,2,2,2,Warren/011006.cha,504,22.2,we could always build something with this .,hurt your teeth when you bite wood . we could always build something with this .,won't you ? hurt your teeth when you bite wood . we could always build something with this .
84,84,MOT,Warren,1,is that yours ?,is that yours ?,3,3,3,3,3,3,3,Warren/011006.cha,510,22.2,what's yours ?,we could always build something with this . what's yours ?,hurt your teeth when you bite wood . we could always build something with this . what's yours ?
85,85,MOT,Warren,1,this is Nana's .,this is Nana's .,3,4,4,4,4,4,3,Warren/011006.cha,516,22.2,is that yours ?,what's yours ? is that yours ?,we could always build something with this . what's yours ? is that yours ?
86,86,MOT,Warren,1,you told me .,you told me .,3,4,3,3,3,3,3,Warren/011006.cha,519,22.2,this is Nana's .,is that yours ? this is Nana's .,what's yours ? is that yours ? this is Nana's .
87,87,MOT,Warren,1,whose is this ?,whose is this ?,3,3,3,4,3,3,3,Warren/011006.cha,528,22.2,you told me .,this is Nana's . you told me .,is that yours ? this is Nana's . you told me .
88,88,MOT,Warren,1,"that's Nana's as_well , is it ?",that's Nana's as_well is it ?,6,8,7,7,7,7,6,Warren/011006.cha,534,22.2,whose is this ?,you told me . whose is this ?,this is Nana's . you told me . whose is this ?
89,89,MOT,Warren,1,okay .,okay .,1,1,2,2,3,2,1,Warren/011006.cha,537,22.2,that's Nana's as_well is it ?,whose is this ? that's Nana's as_well is it ?,you told me . whose is this ? that's Nana's as_well is it ?
90,90,MOT,Warren,1,whose is that ?,whose is that ?,3,3,3,4,3,3,3,Warren/011006.cha,540,22.2,okay .,that's Nana's as_well is it ? okay .,whose is this ? that's Nana's as_well is it ? okay .
91,91,MOT,Warren,1,that's Granddad's .,that's Granddad's .,2,4,3,3,3,3,2,Warren/011006.cha,547,22.2,whose is that ?,okay . whose is that ?,that's Nana's as_well is it ? okay . whose is that ?
92,92,MOT,Warren,1,whose is this ?,whose is this ?,3,3,3,4,3,3,3,Warren/011006.cha,550,22.2,that's Granddad's .,whose is that ? that's Granddad's .,okay . whose is that ? that's Granddad's .
93,93,MOT,Warren,1,that was very nice of her .,that was very nice of her .,6,7,7,8,7,7,6,Warren/011006.cha,556,22.2,whose is this ?,that's Granddad's . whose is this ?,whose is that ? that's Granddad's . whose is this ?
94,94,MOT,Warren,1,are you sure that's Warren's ?,are you sure that's Warren's ?,5,7,6,7,6,6,5,Warren/011006.cha,559,22.2,that was very nice of her .,whose is this ? that was very nice of her .,that's Granddad's . whose is this ? that was very nice of her .
95,95,MOT,Warren,1,or is it Daddy's ?,or is it Daddy's ?,4,5,5,5,4,5,4,Warren/011006.cha,562,22.2,are you sure that's Warren's ?,that was very nice of her . are you sure that's Warren's ?,whose is this ? that was very nice of her . are you sure that's Warren's ?
96,96,MOT,Warren,1,Mummy's ?,Mummy's ?,1,2,2,2,1,2,1,Warren/011006.cha,568,22.2,or is it Daddy's ?,are you sure that's Warren's ? or is it Daddy's ?,that was very nice of her . are you sure that's Warren's ? or is it Daddy's ?
97,97,MOT,Warren,1,oh thank_you .,oh thank_you .,3,2,3,3,3,3,3,Warren/011006.cha,571,22.2,Mummy's ?,or is it Daddy's ? Mummy's ?,are you sure that's Warren's ? or is it Daddy's ? Mummy's ?
98,98,MOT,Warren,1,can I have my green brick then ?,can I have my green brick then ?,7,7,7,8,7,7,7,Warren/011006.cha,574,22.2,oh thank_you .,Mummy's ? oh thank_you .,or is it Daddy's ? Mummy's ? oh thank_you .
99,99,MOT,Warren,1,thank_you .,thank_you .,2,1,2,2,2,2,2,Warren/011006.cha,577,22.2,can I have my green brick then ?,oh thank_you . can I have my green brick then ?,Mummy's ? oh thank_you . can I have my green brick then ?
100,100,MOT,Warren,1,there we go .,there we go .,3,3,3,4,3,3,3,Warren/011006.cha,580,22.2,thank_you .,can I have my green brick then ? thank_you .,oh thank_you . can I have my green brick then ? thank_you .
101,101,MOT,Warren,1,Mummy's put her brick on .,Mummy's put her brick on .,5,7,6,6,5,6,5,Warren/011006.cha,583,22.2,there we go .,thank_you . there we go .,can I have my green brick then ? thank_you . there we go .
102,102,MOT,Warren,1,oh dear .,oh dear .,2,2,2,2,2,2,2,Warren/011006.cha,592,22.2,Mummy's put her brick on .,there we go . Mummy's put her brick on .,thank_you . there we go . Mummy's put her brick on .
103,103,MOT,Warren,1,oh .,oh .,1,1,1,1,1,1,1,Warren/011006.cha,595,22.2,oh dear .,Mummy's put her brick on . oh dear .,there we go . Mummy's put her brick on . oh dear .
104,104,MOT,Warren,1,what's happened to that tower ?,what's happened to that tower ?,5,7,8,8,8,8,5,Warren/011006.cha,598,22.2,oh .,oh dear . oh .,Mummy's put her brick on . oh dear . oh .
105,105,MOT,Warren,1,why doesn't Warren build it this time ?,why doesn't Warren build it this time ?,7,8,8,9,8,8,7,Warren/011006.cha,604,22.2,what's happened to that tower ?,oh . what's happened to that tower ?,oh dear . oh . what's happened to that tower ?
106,106,MOT,Warren,1,you build a tower .,you build a tower .,4,4,5,5,5,5,4,Warren/011006.cha,607,22.2,why doesn't Warren build it this time ?,what's happened to that tower ? why doesn't Warren build it this time ?,oh . what's happened to that tower ? why doesn't Warren build it this time ?
107,107,MOT,Warren,1,"do you hafta crawl all over me , child ?",do you hafta crawl all over me child ?,8,9,10,10,10,10,8,Warren/011006.cha,610,22.2,you build a tower .,why doesn't Warren build it this time ? you build a tower .,what's happened to that tower ? why doesn't Warren build it this time ? you build a tower .
108,108,MOT,Warren,1,let's put your slipper back on .,let's put your slipper back on .,6,7,7,7,7,7,6,Warren/011006.cha,613,22.2,do you hafta crawl all over me child ?,you build a tower . do you hafta crawl all over me child ?,why doesn't Warren build it this time ? you build a tower . do you hafta crawl all over me child ?
109,109,MOT,Warren,1,do you want Mummy to help ?,do you want Mummy to help ?,6,6,7,7,7,7,6,Warren/011006.cha,622,22.2,let's put your slipper back on .,do you hafta crawl all over me child ? let's put your slipper back on .,you build a tower . do you hafta crawl all over me child ? let's put your slipper back on .
110,110,MOT,Warren,1,is that because I'm an expert at building towers ?,is that because I'm an expert at building towers ?,9,10,13,14,13,13,9,Warren/011006.cha,625,22.2,do you want Mummy to help ?,let's put your slipper back on . do you want Mummy to help ?,do you hafta crawl all over me child ? let's put your slipper back on . do you want Mummy to help ?
111,111,MOT,Warren,1,one .,one .,1,1,1,1,1,1,1,Warren/011006.cha,631,22.2,is that because I'm an expert at building towers ?,do you want Mummy to help ? is that because I'm an expert at building towers ?,let's put your slipper back on . do you want Mummy to help ? is that because I'm an expert at building towers ?
112,112,MOT,Warren,1,three .,three .,1,1,1,1,1,1,1,Warren/011006.cha,640,22.2,one .,is that because I'm an expert at building towers ? one .,do you want Mummy to help ? is that because I'm an expert at building towers ? one .
113,113,MOT,Warren,1,three .,three .,1,1,1,1,1,1,1,Warren/011006.cha,643,22.2,three .,one . three .,is that because I'm an expert at building towers ? one . three .
114,114,MOT,Warren,1,four .,four .,1,1,1,1,1,1,1,Warren/011006.cha,649,22.2,three .,three . three .,one . three . three .
115,115,MOT,Warren,1,five .,five .,1,1,1,2,1,1,1,Warren/011006.cha,656,22.2,four .,three . four .,three . three . four .
116,116,MOT,Warren,1,good except you've knocked them all down .,good except you've knocked them all down .,7,9,9,10,9,9,7,Warren/011006.cha,662,22.2,five .,four . five .,three . four . five .
117,117,MOT,Warren,1,six .,six .,1,1,1,1,1,1,1,Warren/011006.cha,668,22.2,good except you've knocked them all down .,five . good except you've knocked them all down .,four . five . good except you've knocked them all down .
118,118,MOT,Warren,1,seven .,seven .,1,1,2,2,2,2,1,Warren/011006.cha,674,22.2,six .,good except you've knocked them all down . six .,five . good except you've knocked them all down . six .
119,119,MOT,Warren,1,slid off .,slid off .,2,3,2,2,2,2,2,Warren/011006.cha,683,22.2,seven .,six . seven .,good except you've knocked them all down . six . seven .
120,120,MOT,Warren,1,I don't think that's very successful now .,I don't think that's very successful now .,7,9,10,10,10,10,7,Warren/011006.cha,686,22.2,slid off .,seven . slid off .,six . seven . slid off .
121,121,MOT,Warren,1,so what number was that ?,so what number was that ?,5,6,6,6,6,6,5,Warren/011006.cha,695,22.2,I don't think that's very successful now .,slid off . I don't think that's very successful now .,seven . slid off . I don't think that's very successful now .
122,122,MOT,Warren,1,was that eight ?,was that eight ?,3,4,3,3,3,3,3,Warren/011006.cha,698,22.2,so what number was that ?,I don't think that's very successful now . so what number was that ?,slid off . I don't think that's very successful now . so what number was that ?
123,123,MOT,Warren,1,oh nine was it ?,oh nine was it ?,4,5,4,5,4,4,4,Warren/011006.cha,704,22.2,was that eight ?,so what number was that ? was that eight ?,I don't think that's very successful now . so what number was that ? was that eight ?
124,124,MOT,Warren,1,and so what's that ?,and so what's that ?,4,5,4,4,4,4,4,Warren/011006.cha,707,22.2,oh nine was it ?,was that eight ? oh nine was it ?,so what number was that ? was that eight ? oh nine was it ?
125,125,MOT,Warren,1,ten .,ten .,1,1,1,1,1,1,1,Warren/011006.cha,716,22.2,and so what's that ?,oh nine was it ? and so what's that ?,was that eight ? oh nine was it ? and so what's that ?
126,126,MOT,Warren,1,oh dear .,oh dear .,2,2,2,2,2,2,2,Warren/011006.cha,719,22.2,ten .,and so what's that ? ten .,oh nine was it ? and so what's that ? ten .
