utt_id,child_id,session_id,utterance,utterance_clean,word_count,morph_count,utt_syllables_basic,utt_syllables_lenient,utt_syllables_strictY,utt_syllables_le,n_alpha_words,file,line_no,age_months,random_model_utterance_bin6,unigram_model_utterance_bin6,bigram_model_utterance_bin6,context_k1,context_k2,context_k3
33,Warren,1,oh dear .,oh dear .,2,2,2,2,2,2,2,Warren/011006.cha,172,22.2,turning shut .,jabbering suppose .,flesh barefoot .,that's right .,two three . that's right .,sometimes you can count can't you ? two three . that's right .
34,Warren,1,digger broken .,digger broken .,2,3,4,4,4,4,2,Warren/011006.cha,181,22.2,grateful hippity .,riverside bread .,hump dollys .,what's happened ?,oh dear . what's happened ?,that's right . oh dear . what's happened ?
35,Warren,1,bit .,bit .,1,1,1,1,1,1,1,Warren/011006.cha,193,22.2,sealion .,cuttings .,airborne .,that's because you lifted the yellow bit and not the red bit .,fell out didn't they ? that's because you lifted the yellow bit and not the red bit .,oh . fell out didn't they ? that's because you lifted the yellow bit and not the red bit .
36,Warren,1,brumm@o .,brumm .,1,1,1,1,1,1,1,Warren/011006.cha,214,22.2,klick .,kid .,borned .,one out .,one in . one out .,no they're not . one in . one out .
37,Warren,1,I find it .,I find it .,3,3,3,3,3,3,3,Warren/011006.cha,217,22.2,settee boasted barrier .,taps wind botbot .,master crawl shucks .,one out .,one in . one out .,no they're not . one in . one out .
38,Warren,1,last .,last .,1,1,1,1,1,1,1,Warren/011006.cha,229,22.2,water .,kits .,sa .,where's the last brick ?,where's the other brick ? where's the last brick ?,I think there's only one more to go in now . where's the other brick ? where's the last brick ?
39,Warren,1,there brick there .,there brick there .,3,3,3,5,3,3,3,Warren/011006.cha,232,22.2,brushing stepses took .,cornflakes gadda ices .,derek's barlow lonesome .,where's the last brick ?,where's the other brick ? where's the last brick ?,I think there's only one more to go in now . where's the other brick ? where's the last brick ?
40,Warren,1,there brick there .,there brick there .,3,3,3,5,3,3,3,Warren/011006.cha,235,22.2,dozer asleep natural .,litsila charley shoppin .,barbecues dynonicus readybrek .,where's the last brick ?,where's the other brick ? where's the last brick ?,I think there's only one more to go in now . where's the other brick ? where's the last brick ?
41,Warren,1,all brick .,all brick .,2,2,2,2,2,2,2,Warren/011006.cha,238,22.2,raspberry flags .,flamingo pipo .,credit law .,where's the last brick ?,where's the other brick ? where's the last brick ?,I think there's only one more to go in now . where's the other brick ? where's the last brick ?
42,Warren,1,no .,no .,1,1,1,1,1,1,1,Warren/011006.cha,256,22.2,piggy .,yessir .,ladybirds .,does that look right ?,shall we see because we know how many there should be don't we ? does that look right ?,I don't think there are any more . shall we see because we know how many there should be don't we ? does that look right ?
43,Warren,1,my look .,my look .,2,2,2,2,2,2,2,Warren/011006.cha,259,22.2,leaf unwrap .,tamar ka .,panties callies .,does that look right ?,shall we see because we know how many there should be don't we ? does that look right ?,I don't think there are any more . shall we see because we know how many there should be don't we ? does that look right ?
44,Warren,1,want the plane .,want the plane .,3,3,3,4,3,3,3,Warren/011006.cha,262,22.2,grand earrings brewery .,will biggest loney .,fittin spears penknife .,does that look right ?,shall we see because we know how many there should be don't we ? does that look right ?,I don't think there are any more . shall we see because we know how many there should be don't we ? does that look right ?
45,Warren,1,my plane .,my plane .,2,2,2,3,2,2,2,Warren/011006.cha,265,22.2,it mess .,farth dinnertime .,snuck bubalow .,does that look right ?,shall we see because we know how many there should be don't we ? does that look right ?,I don't think there are any more . shall we see because we know how many there should be don't we ? does that look right ?
46,Warren,1,where's it gone ?,where's it gone ?,3,4,4,5,4,4,3,Warren/011006.cha,268,22.2,wheel smash hippos ?,scones myself lea ?,cro tangle yoghurt ?,does that look right ?,shall we see because we know how many there should be don't we ? does that look right ?,I don't think there are any more . shall we see because we know how many there should be don't we ? does that look right ?
47,Warren,1,where ?,where ?,1,1,1,2,1,1,1,Warren/011006.cha,277,22.2,morrow ?,kingkong ?,ohs ?,can you see the plane ?,where's the plane ? can you see the plane ?,does that look right ? where's the plane ? can you see the plane ?
48,Warren,1,where's the plane ?,where's the plane ?,3,4,4,5,4,4,3,Warren/011006.cha,280,22.2,hanuman bye boink ?,fringe licks cell ?,road's noises razor ?,can you see the plane ?,where's the plane ? can you see the plane ?,does that look right ? where's the plane ? can you see the plane ?
49,Warren,1,there .,there .,1,1,1,2,1,1,1,Warren/011006.cha,286,22.2,minutes .,show's .,froze .,where is it ?,can you see the plane ? where is it ?,where's the plane ? can you see the plane ? where is it ?
50,Warren,1,elephant .,elephant .,1,1,3,3,3,3,1,Warren/011006.cha,298,22.2,than .,idocious .,floor .,can you spot it ?,where's the elephant ? can you spot it ?,good . where's the elephant ? can you spot it ?
51,Warren,1,boat .,boat .,1,1,1,1,1,1,1,Warren/011006.cha,307,22.2,cromer .,upon .,cadets .,what's that ?,no that's a . what's that ?,can you spot it ? no that's a . what's that ?
52,Warren,1,boat .,boat .,1,1,1,1,1,1,1,Warren/011006.cha,313,22.2,bell .,clobbered .,fins .,yeah that's not an elephant .,what's that ? yeah that's not an elephant .,no that's a . what's that ? yeah that's not an elephant .
53,Warren,1,elephant .,elephant .,1,1,3,3,3,3,1,Warren/011006.cha,319,22.2,peeking .,bunnykins .,greasy .,what's that ?,yeah that's not an elephant . what's that ?,what's that ? yeah that's not an elephant . what's that ?
54,Warren,1,xxx .,.,0,0,0,0,0,0,0,Warren/011006.cha,325,22.2,.,.,.,that's right .,what's that ? that's right .,yeah that's not an elephant . what's that ? that's right .
55,Warren,1,car .,car .,1,1,1,1,1,1,1,Warren/011006.cha,330,22.2,manuela .,gabby .,grandmother .,what's that ?,that's right . what's that ?,what's that ? that's right . what's that ?
56,Warren,1,red .,red .,1,1,1,1,1,1,1,Warren/011006.cha,345,22.2,sled .,tanked .,michelle .,and a red boat .,a red plane . and a red boat .,it's a red car . a red plane . and a red boat .
57,Warren,1,&~a:h the digger truck [?] .,the digger truck .,3,3,4,4,4,4,3,Warren/011006.cha,351,22.2,hills beads john [?] .,bickies healthy les [?] .,rainbow taj dozens [?] .,they're all red aren't they ?,and a red boat . they're all red aren't they ?,a red plane . and a red boat . they're all red aren't they ?
58,Warren,1,got my digger .,got my digger .,3,4,4,4,4,4,3,Warren/011006.cha,357,22.2,hitting third gone .,ruth's threes eats .,range heimer wrenches .,that's a nice nice .,they're all red aren't they ? that's a nice nice .,and a red boat . they're all red aren't they ? that's a nice nice .
59,Warren,1,the digger .,the digger .,2,2,3,3,3,3,2,Warren/011006.cha,360,22.2,golly dokey .,cassey sky .,twansmitter charlie .,that's a nice nice .,they're all red aren't they ? that's a nice nice .,and a red boat . they're all red aren't they ? that's a nice nice .
60,Warren,1,more boat .,more boat .,2,2,2,3,2,2,2,Warren/011006.cha,363,22.2,lorry odd .,petticoat stays .,raiders husband .,that's a nice nice .,they're all red aren't they ? that's a nice nice .,and a red boat . they're all red aren't they ? that's a nice nice .
61,Warren,1,all_gone .,all_gone .,2,1,2,3,2,2,2,Warren/011006.cha,366,22.2,it's daddys .,hopped fifi .,pain crumble .,that's a nice nice .,they're all red aren't they ? that's a nice nice .,and a red boat . they're all red aren't they ? that's a nice nice .
62,Warren,1,any more .,any more .,2,2,2,3,2,2,2,Warren/011006.cha,375,22.2,newspaper patter .,sirree darling .,helpful smooch .,shall we try and find some more ?,shall we find some more bricks for you to put in your digger ? shall we try and find some more ?,that's a nice nice . shall we find some more bricks for you to put in your digger ? shall we try and find some more ?
63,Warren,1,any more .,any more .,2,2,2,3,2,2,2,Warren/011006.cha,378,22.2,statues mm .,petrol dancing .,nicks abner .,shall we try and find some more ?,shall we find some more bricks for you to put in your digger ? shall we try and find some more ?,that's a nice nice . shall we find some more bricks for you to put in your digger ? shall we try and find some more ?
64,Warren,1,&-um .,.,0,0,0,0,0,0,0,Warren/011006.cha,387,22.2,.,.,.,how_about you try those in the digger ?,here's some little bricks . how_about you try those in the digger ?,shall we try and find some more ? here's some little bricks . how_about you try those in the digger ?
65,Warren,1,nice .,nice .,1,1,1,2,1,1,1,Warren/011006.cha,400,22.2,i'm .,hut .,sniffs .,you can probably scoop them up nicely and fit lots in .,in fact . you can probably scoop them up nicely and fit lots in .,I think they go in here quite well . in fact . you can probably scoop them up nicely and fit lots in .
66,Warren,1,brumm@o .,brumm .,1,1,1,1,1,1,1,Warren/011006.cha,403,22.2,instead .,topart .,member .,you can probably scoop them up nicely and fit lots in .,in fact . you can probably scoop them up nicely and fit lots in .,I think they go in here quite well . in fact . you can probably scoop them up nicely and fit lots in .
67,Warren,1,any more .,any more .,2,2,2,3,2,2,2,Warren/011006.cha,406,22.2,margaret paddling .,boun web's .,glasses grandpas .,you can probably scoop them up nicely and fit lots in .,in fact . you can probably scoop them up nicely and fit lots in .,I think they go in here quite well . in fact . you can probably scoop them up nicely and fit lots in .
68,Warren,1,any more .,any more .,2,2,2,3,2,2,2,Warren/011006.cha,409,22.2,digs bill .,theirselves beaters .,marilyn pass .,you can probably scoop them up nicely and fit lots in .,in fact . you can probably scoop them up nicely and fit lots in .,I think they go in here quite well . in fact . you can probably scoop them up nicely and fit lots in .
69,Warren,1,any more .,any more .,2,2,2,3,2,2,2,Warren/011006.cha,412,22.2,trevor gotcha .,washington harness .,dos buddah .,you can probably scoop them up nicely and fit lots in .,in fact . you can probably scoop them up nicely and fit lots in .,I think they go in here quite well . in fact . you can probably scoop them up nicely and fit lots in .
70,Warren,1,oh any more .,oh any more .,3,3,3,4,3,3,3,Warren/011006.cha,418,22.2,monkey cage last .,magician deck sigh .,missing shared beachball .,yeah I think you can fit lots in there .,you can probably scoop them up nicely and fit lots in . yeah I think you can fit lots in there .,in fact . you can probably scoop them up nicely and fit lots in . yeah I think you can fit lots in there .
71,Warren,1,digger .,digger .,1,1,2,2,2,2,1,Warren/011006.cha,430,22.2,coughing .,sweep's .,handles .,I don't think you can .,can you fit them all in ? I don't think you can .,I wonder if . can you fit them all in ? I don't think you can .
72,Warren,1,oh dear .,oh dear .,2,2,2,2,2,2,2,Warren/011006.cha,433,22.2,face lot .,walrus reheated .,handle fishies .,I don't think you can .,can you fit them all in ? I don't think you can .,I wonder if . can you fit them all in ? I don't think you can .
73,Warren,1,crash .,crash .,1,1,1,1,1,1,1,Warren/011006.cha,448,22.2,tunnels .,catches .,levey .,crash .,that's probably enough though isn't it ? crash .,that one won't go in will it ? that's probably enough though isn't it ? crash .
74,Warren,1,xxx .,.,0,0,0,0,0,0,0,Warren/011006.cha,451,22.2,.,.,.,crash .,that's probably enough though isn't it ? crash .,that one won't go in will it ? that's probably enough though isn't it ? crash .
75,Warren,1,it [* 0is] Granddad .,it Granddad .,2,2,3,3,3,3,2,Warren/011006.cha,456,22.2,round dishes .,peepbo horrible .,writing padding .,what ?,crash . what ?,that's probably enough though isn't it ? crash . what ?
76,Warren,1,no Nana's .,no Nana's .,2,3,3,3,3,3,2,Warren/011006.cha,463,22.2,loves stairs .,ticolary skippy .,swifts roars .,is that Granddad's ?,what ? is that Granddad's ?,crash . what ? is that Granddad's ?
77,Warren,1,&~a:h .,.,0,0,0,0,0,0,0,Warren/011006.cha,469,22.2,.,.,.,oh it's Nana's .,is that Granddad's ? oh it's Nana's .,what ? is that Granddad's ? oh it's Nana's .
78,Warren,1,bite it .,bite it .,2,2,2,3,2,2,2,Warren/011006.cha,470,22.2,bashing peel .,mode ri .,flowe cupcakes .,oh it's Nana's .,is that Granddad's ? oh it's Nana's .,what ? is that Granddad's ? oh it's Nana's .
79,Warren,1,my teeth .,my teeth .,2,2,2,2,2,2,2,Warren/011006.cha,485,22.2,stuff sailboat .,records nests .,parts doddy .,hurt your teeth when you bite wood .,won't you ? hurt your teeth when you bite wood .,you'll hurt your teeth . won't you ? hurt your teeth when you bite wood .
80,Warren,1,I bite xxx .,I bite .,2,2,2,3,2,2,2,Warren/011006.cha,488,22.2,mummie squonk .,dutch blonde .,hog sooty .,hurt your teeth when you bite wood .,won't you ? hurt your teeth when you bite wood .,you'll hurt your teeth . won't you ? hurt your teeth when you bite wood .
81,Warren,1,whee .,whee .,1,1,1,1,1,1,1,Warren/011006.cha,495,22.2,garden .,snowed .,juvenile .,we could always build something with this .,hurt your teeth when you bite wood . we could always build something with this .,won't you ? hurt your teeth when you bite wood . we could always build something with this .
82,Warren,1,no no mine .,no no mine .,3,3,3,4,3,3,3,Warren/011006.cha,498,22.2,blueberry bring diaper's .,appointment office tablets .,natalie harry crunchy .,we could always build something with this .,hurt your teeth when you bite wood . we could always build something with this .,won't you ? hurt your teeth when you bite wood . we could always build something with this .
83,Warren,1,all mine .,all mine .,2,2,2,3,2,2,2,Warren/011006.cha,501,22.2,teacups slipped .,invite lightbulb .,ead time .,we could always build something with this .,hurt your teeth when you bite wood . we could always build something with this .,won't you ? hurt your teeth when you bite wood . we could always build something with this .
84,Warren,1,mine .,mine .,1,1,1,2,1,1,1,Warren/011006.cha,507,22.2,belongs .,marines .,fuzzies .,what's yours ?,we could always build something with this . what's yours ?,hurt your teeth when you bite wood . we could always build something with this . what's yours ?
85,Warren,1,no Mummy's .,no Mummy's .,2,3,3,3,2,3,2,Warren/011006.cha,513,22.2,lisa stocking .,twing shaun .,denver elmo's .,is that yours ?,what's yours ? is that yours ?,we could always build something with this . what's yours ? is that yours ?
86,Warren,1,Nana's .,Nana's .,1,2,2,2,2,2,1,Warren/011006.cha,522,22.2,addy .,pigtail .,machrauchenia .,you told me .,this is Nana's . you told me .,is that yours ? this is Nana's . you told me .
87,Warren,1,Granddad's .,Granddad's .,1,2,2,2,2,2,1,Warren/011006.cha,525,22.2,pennys .,archer .,friends .,you told me .,this is Nana's . you told me .,is that yours ? this is Nana's . you told me .
88,Warren,1,Nana's .,Nana's .,1,2,2,2,2,2,1,Warren/011006.cha,531,22.2,bare .,movie .,boats .,whose is this ?,you told me . whose is this ?,this is Nana's . you told me . whose is this ?
89,Warren,1,Granddad('s) .,Granddad .,1,2,2,2,2,2,1,Warren/011006.cha,543,22.2,spill .,cotuit .,ducky .,whose is that ?,okay . whose is that ?,that's Nana's as_well is it ? okay . whose is that ?
90,Warren,1,Nana give Warren .,Nana give Warren .,3,3,5,6,5,5,3,Warren/011006.cha,553,22.2,mess again toys .,twelve dominic remember .,raindrop byebyes italys .,whose is this ?,that's Granddad's . whose is this ?,whose is that ? that's Granddad's . whose is this ?
91,Warren,1,no Mummy's .,no Mummy's .,2,3,3,3,2,3,2,Warren/011006.cha,565,22.2,ladys dame .,paprika positions .,circuses cowboy's .,or is it Daddy's ?,are you sure that's Warren's ? or is it Daddy's ?,that was very nice of her . are you sure that's Warren's ? or is it Daddy's ?
92,Warren,1,another brick on .,another brick on .,3,3,5,5,5,5,3,Warren/011006.cha,586,22.2,doh hide cromer .,woohoo appened tastes .,merrio peek deeddeedee .,Mummy's put her brick on .,there we go . Mummy's put her brick on .,thank_you . there we go . Mummy's put her brick on .
93,Warren,1,another brick on .,another brick on .,3,3,5,5,5,5,3,Warren/011006.cha,589,22.2,pong up man .,wintertime claire's seemed .,dibibop pond's dumped .,Mummy's put her brick on .,there we go . Mummy's put her brick on .,thank_you . there we go . Mummy's put her brick on .
94,Warren,1,do it again .,do it again .,3,3,4,4,4,4,3,Warren/011006.cha,601,22.2,fuzz chee wipe .,dawson clothesline zucchini .,holder thataway sesame .,what's happened to that tower ?,oh . what's happened to that tower ?,oh dear . oh . what's happened to that tower ?
95,Warren,1,Mummy help .,Mummy help .,2,2,3,3,3,3,2,Warren/011006.cha,616,22.2,y chowder .,charm mo .,thora soccer's .,let's put your slipper back on .,do you hafta crawl all over me child ? let's put your slipper back on .,you build a tower . do you hafta crawl all over me child ? let's put your slipper back on .
96,Warren,1,Mummy help .,Mummy help .,2,2,3,3,3,3,2,Warren/011006.cha,619,22.2,spider everybody's .,takes stealing .,stand cymbal .,let's put your slipper back on .,do you hafta crawl all over me child ? let's put your slipper back on .,you build a tower . do you hafta crawl all over me child ? let's put your slipper back on .
97,Warren,1,build towers .,build towers .,2,2,3,3,3,3,2,Warren/011006.cha,628,22.2,boy eaten .,theirs ojo .,fowl kissin .,is that because I'm an expert at building towers ?,do you want Mummy to help ? is that because I'm an expert at building towers ?,let's put your slipper back on . do you want Mummy to help ? is that because I'm an expert at building towers ?
98,Warren,1,two .,two .,1,1,1,1,1,1,1,Warren/011006.cha,634,22.2,t .,surprise .,lobs .,one .,is that because I'm an expert at building towers ? one .,do you want Mummy to help ? is that because I'm an expert at building towers ? one .
99,Warren,1,Mummy tower .,Mummy tower .,2,2,4,4,4,4,2,Warren/011006.cha,637,22.2,stupid dumptruck .,limes i's .,gazit capiberra .,one .,is that because I'm an expert at building towers ? one .,do you want Mummy to help ? is that because I'm an expert at building towers ? one .
100,Warren,1,three .,three .,1,1,1,1,1,1,1,Warren/011006.cha,646,22.2,gobble .,pedals .,playhouse .,three .,three . three .,one . three . three .
101,Warren,1,that [* 0is] mine .,that mine .,2,2,2,3,2,2,2,Warren/011006.cha,652,22.2,buyer yak .,pock samosas .,bently shuts .,four .,three . four .,three . three . four .
102,Warren,1,six .,six .,1,1,1,1,1,1,1,Warren/011006.cha,659,22.2,searching .,minutes .,allen's .,five .,four . five .,three . four . five .
103,Warren,1,six .,six .,1,1,1,1,1,1,1,Warren/011006.cha,665,22.2,tow .,enemy .,pisa .,good except you've knocked them all down .,five . good except you've knocked them all down .,four . five . good except you've knocked them all down .
104,Warren,1,seven .,seven .,1,1,2,2,2,2,1,Warren/011006.cha,671,22.2,mo .,straw .,cassey .,six .,good except you've knocked them all down . six .,five . good except you've knocked them all down . six .
105,Warren,1,eight .,eight .,1,1,1,1,1,1,1,Warren/011006.cha,677,22.2,sen .,ursula .,baker's .,seven .,six . seven .,good except you've knocked them all down . six . seven .
106,Warren,1,nine .,nine .,1,1,1,2,1,1,1,Warren/011006.cha,680,22.2,sun .,lynn .,hadta .,seven .,six . seven .,good except you've knocked them all down . six . seven .
107,Warren,1,go there .,go there .,2,2,2,3,2,2,2,Warren/011006.cha,689,22.2,frank blinking .,teddy's railing .,curly harbor .,I don't think that's very successful now .,slid off . I don't think that's very successful now .,seven . slid off . I don't think that's very successful now .
108,Warren,1,it there .,it there .,2,2,2,3,2,2,2,Warren/011006.cha,692,22.2,wayne teacups .,nursed same .,eeaaay starbucks .,I don't think that's very successful now .,slid off . I don't think that's very successful now .,seven . slid off . I don't think that's very successful now .
109,Warren,1,and nine .,and nine .,2,2,2,3,2,2,2,Warren/011006.cha,701,22.2,blankie cushion .,maybe fires .,woke ticktock .,was that eight ?,so what number was that ? was that eight ?,I don't think that's very successful now . so what number was that ? was that eight ?
110,Warren,1,ten .,ten .,1,1,1,1,1,1,1,Warren/011006.cha,710,22.2,lizard's .,ahchoo .,gym .,and so what's that ?,oh nine was it ? and so what's that ?,was that eight ? oh nine was it ? and so what's that ?
111,Warren,1,eight .,eight .,1,1,1,1,1,1,1,Warren/011006.cha,713,22.2,lucky .,baboo .,sizzling .,and so what's that ?,oh nine was it ? and so what's that ?,was that eight ? oh nine was it ? and so what's that ?
112,Warren,1,oh dear .,oh dear .,2,2,2,2,2,2,2,Warren/011006.cha,746,22.2,shake bale .,magenta uhhuh .,busamine yawn .,shall we put that one there ?,shall we build it on here then it's higher up to start with isn't it ? shall we put that one there ?,let's build another . shall we build it on here then it's higher up to start with isn't it ? shall we put that one there ?
113,Warren,1,it there .,it there .,2,2,2,3,2,2,2,Warren/011006.cha,752,22.2,teapot forever .,kent sillybilly .,claves spot .,I think this tower'll get very tall somehow .,shall we put that one there ? I think this tower'll get very tall somehow .,shall we build it on here then it's higher up to start with isn't it ? shall we put that one there ? I think this tower'll get very tall somehow .
