utt_id,utt_id_role,speaker,child_id,session_id,utterance,utterance_clean,word_count,morph_count,utt_syllables_basic,utt_syllables_lenient,utt_syllables_strictY,utt_syllables_le,n_alpha_words,file,line_no,age_months,context_k1,context_k2,context_k3
34,34,MOT,Adam,1,where are you going ?,where are you going ?,4,4,4,5,4,4,4,Adam/020304.cha,489,27.133,how many do you have like this ?,is this a horn ? how many do you have like this ?,horn ? is this a horn ? how many do you have like this ?
35,35,MOT,Adam,1,how does a bunny_rabbit walk ?,how does a bunny_rabbit walk ?,6,5,8,8,8,8,6,Adam/020304.cha,495,27.133,where are you going ?,how many do you have like this ? where are you going ?,is this a horn ? how many do you have like this ? where are you going ?
36,36,MOT,Adam,1,does he walk like you or does he go hop (.) hop (.) hop ?,does he walk like you or does he go hop hop hop ?,12,12,12,13,12,12,12,Adam/020304.cha,502,27.133,how does a bunny_rabbit walk ?,where are you going ? how does a bunny_rabbit walk ?,how many do you have like this ? where are you going ? how does a bunny_rabbit walk ?
37,37,MOT,Adam,1,what are you doing ?,what are you doing ?,4,4,4,4,4,4,4,Adam/020304.cha,509,27.133,does he walk like you or does he go hop hop hop ?,how does a bunny_rabbit walk ? does he walk like you or does he go hop hop hop ?,where are you going ? how does a bunny_rabbit walk ? does he walk like you or does he go hop hop hop ?
38,38,MOT,Adam,1,sweep broom .,sweep broom .,2,2,2,2,2,2,2,Adam/020304.cha,515,27.133,what are you doing ?,does he walk like you or does he go hop hop hop ? what are you doing ?,how does a bunny_rabbit walk ? does he walk like you or does he go hop hop hop ? what are you doing ?
39,39,MOT,Adam,1,is that a broom ?,is that a broom ?,4,4,4,4,4,4,4,Adam/020304.cha,518,27.133,sweep broom .,what are you doing ? sweep broom .,does he walk like you or does he go hop hop hop ? what are you doing ? sweep broom .
40,40,MOT,Adam,1,I thought it was a brush .,I thought it was a brush .,6,8,6,6,6,6,6,Adam/020304.cha,525,27.133,is that a broom ?,sweep broom . is that a broom ?,what are you doing ? sweep broom . is that a broom ?
41,41,MOT,Adam,1,okay .,okay .,1,1,2,2,3,2,1,Adam/020304.cha,528,27.133,I thought it was a brush .,is that a broom ? I thought it was a brush .,sweep broom . is that a broom ? I thought it was a brush .
42,42,MOT,Adam,1,Adam Smith ?,Adam Smith ?,2,2,3,3,3,3,2,Adam/020304.cha,543,27.133,okay .,I thought it was a brush . okay .,is that a broom ? I thought it was a brush . okay .
43,43,MOT,Adam,1,is that the bunny_rabbit's name ?,is that the bunny_rabbit's name ?,6,6,8,9,8,8,6,Adam/020304.cha,546,27.133,Adam Smith ?,okay . Adam Smith ?,I thought it was a brush . okay . Adam Smith ?
44,44,MOT,Adam,1,get what ?,get what ?,2,2,2,2,2,2,2,Adam/020304.cha,552,27.133,is that the bunny_rabbit's name ?,Adam Smith ? is that the bunny_rabbit's name ?,okay . Adam Smith ? is that the bunny_rabbit's name ?
45,45,MOT,Adam,1,what ?,what ?,1,1,1,1,1,1,1,Adam/020304.cha,567,27.133,get what ?,is that the bunny_rabbit's name ? get what ?,Adam Smith ? is that the bunny_rabbit's name ? get what ?
46,46,MOT,Adam,1,what is it ?,what is it ?,3,3,3,3,3,3,3,Adam/020304.cha,593,27.133,what ?,get what ? what ?,is that the bunny_rabbit's name ? get what ? what ?
47,47,MOT,Adam,1,hear a tractor ?,hear a tractor ?,3,3,4,4,4,4,3,Adam/020304.cha,600,27.133,what is it ?,what ? what is it ?,get what ? what ? what is it ?
48,48,MOT,Adam,1,no I think that's a truck .,no I think that's a truck .,6,7,6,6,6,6,6,Adam/020304.cha,603,27.133,hear a tractor ?,what is it ? hear a tractor ?,what ? what is it ? hear a tractor ?
49,49,MOT,Adam,1,if you look out the other window maybe you'll see it .,if you look out the other window maybe you'll see it .,11,12,13,14,13,13,11,Adam/020304.cha,606,27.133,no I think that's a truck .,hear a tractor ? no I think that's a truck .,what is it ? hear a tractor ? no I think that's a truck .
50,50,MOT,Adam,1,did you see the truck ?,did you see the truck ?,5,6,5,5,5,5,5,Adam/020304.cha,615,27.133,if you look out the other window maybe you'll see it .,no I think that's a truck . if you look out the other window maybe you'll see it .,hear a tractor ? no I think that's a truck . if you look out the other window maybe you'll see it .
51,51,MOT,Adam,1,no (.) you didn't see it .,no you didn't see it .,5,7,5,5,5,5,5,Adam/020304.cha,622,27.133,did you see the truck ?,if you look out the other window maybe you'll see it . did you see the truck ?,no I think that's a truck . if you look out the other window maybe you'll see it . did you see the truck ?
52,52,MOT,Adam,1,there goes one .,there goes one .,3,3,3,4,3,3,3,Adam/020304.cha,625,27.133,no you didn't see it .,did you see the truck ? no you didn't see it .,if you look out the other window maybe you'll see it . did you see the truck ? no you didn't see it .
53,53,MOT,Adam,1,yes (.) there goes one .,yes there goes one .,4,4,4,5,4,4,4,Adam/020304.cha,632,27.133,there goes one .,no you didn't see it . there goes one .,did you see the truck ? no you didn't see it . there goes one .
54,54,MOT,Adam,1,put the truck where ?,put the truck where ?,4,4,4,5,4,4,4,Adam/020304.cha,650,27.133,yes there goes one .,there goes one . yes there goes one .,no you didn't see it . there goes one . yes there goes one .
55,55,MOT,Adam,1,I think that one's too large to go in the window .,I think that one's too large to go in the window .,11,12,13,14,13,13,11,Adam/020304.cha,656,27.133,put the truck where ?,yes there goes one . put the truck where ?,there goes one . yes there goes one . put the truck where ?
56,56,MOT,Adam,1,tow truck come here ?,tow truck come here ?,4,4,4,6,4,4,4,Adam/020304.cha,662,27.133,I think that one's too large to go in the window .,put the truck where ? I think that one's too large to go in the window .,yes there goes one . put the truck where ? I think that one's too large to go in the window .
57,57,MOT,Adam,1,where ?,where ?,1,1,1,2,1,1,1,Adam/020304.cha,669,27.133,tow truck come here ?,I think that one's too large to go in the window . tow truck come here ?,put the truck where ? I think that one's too large to go in the window . tow truck come here ?
58,58,MOT,Adam,1,oh yeah .,oh yeah .,2,2,2,2,2,2,2,Adam/020304.cha,672,27.133,where ?,tow truck come here ? where ?,I think that one's too large to go in the window . tow truck come here ? where ?
59,59,MOT,Adam,1,that's a big truck .,that's a big truck .,4,5,4,4,4,4,4,Adam/020304.cha,675,27.133,oh yeah .,where ? oh yeah .,tow truck come here ? where ? oh yeah .
60,60,MOT,Adam,1,there goes another one .,there goes another one .,4,4,6,7,6,6,4,Adam/020304.cha,678,27.133,that's a big truck .,oh yeah . that's a big truck .,where ? oh yeah . that's a big truck .
61,61,MOT,Adam,1,busy bulldozer ?,busy bulldozer ?,2,2,5,5,5,5,2,Adam/020304.cha,684,27.133,there goes another one .,that's a big truck . there goes another one .,oh yeah . that's a big truck . there goes another one .
62,62,MOT,Adam,1,yes (.) look another one .,yes look another one .,4,4,6,6,6,6,4,Adam/020304.cha,694,27.133,busy bulldozer ?,there goes another one . busy bulldozer ?,that's a big truck . there goes another one . busy bulldozer ?
63,63,MOT,Adam,1,Bozo ?,Bozo ?,1,1,2,2,2,2,1,Adam/020304.cha,703,27.133,yes look another one .,busy bulldozer ? yes look another one .,there goes another one . busy bulldozer ? yes look another one .
64,64,MOT,Adam,1,did you show Ursula that ?,did you show Ursula that ?,5,6,7,7,7,7,5,Adam/020304.cha,716,27.133,Bozo ?,yes look another one . Bozo ?,busy bulldozer ? yes look another one . Bozo ?
65,65,MOT,Adam,1,do you know what those are ?,do you know what those are ?,6,6,6,7,6,6,6,Adam/020304.cha,723,27.133,did you show Ursula that ?,Bozo ? did you show Ursula that ?,yes look another one . Bozo ? did you show Ursula that ?
66,66,MOT,Adam,1,I guess she might like to see that .,I guess she might like to see that .,8,8,8,9,8,8,8,Adam/020304.cha,726,27.133,do you know what those are ?,did you show Ursula that ? do you know what those are ?,Bozo ? did you show Ursula that ? do you know what those are ?
67,67,MOT,Adam,1,what kind of hat is that ?,what kind of hat is that ?,6,6,6,6,6,6,6,Adam/020304.cha,751,27.133,I guess she might like to see that .,do you know what those are ? I guess she might like to see that .,did you show Ursula that ? do you know what those are ? I guess she might like to see that .
68,68,MOT,Adam,1,Adam's hat ?,Adam's hat ?,2,3,3,3,3,3,2,Adam/020304.cha,758,27.133,what kind of hat is that ?,I guess she might like to see that . what kind of hat is that ?,do you know what those are ? I guess she might like to see that . what kind of hat is that ?
69,69,MOT,Adam,1,where have you seen a hat like that ?,where have you seen a hat like that ?,8,9,8,11,8,8,8,Adam/020304.cha,761,27.133,Adam's hat ?,what kind of hat is that ? Adam's hat ?,I guess she might like to see that . what kind of hat is that ? Adam's hat ?
70,70,MOT,Adam,1,what do you think this is ?,what do you think this is ?,6,6,6,6,6,6,6,Adam/020304.cha,781,27.133,where have you seen a hat like that ?,Adam's hat ? where have you seen a hat like that ?,what kind of hat is that ? Adam's hat ? where have you seen a hat like that ?
71,71,MOT,Adam,1,Humpty_Dumpty !,Humpty_Dumpty !,2,1,4,4,4,4,2,Adam/020304.cha,788,27.133,what do you think this is ?,where have you seen a hat like that ? what do you think this is ?,Adam's hat ? where have you seen a hat like that ? what do you think this is ?
72,72,MOT,Adam,1,no .,no .,1,1,1,1,1,1,1,Adam/020304.cha,791,27.133,Humpty_Dumpty !,what do you think this is ? Humpty_Dumpty !,where have you seen a hat like that ? what do you think this is ? Humpty_Dumpty !
73,73,MOT,Adam,1,what is that ?,what is that ?,3,3,3,3,3,3,3,Adam/020304.cha,794,27.133,no .,Humpty_Dumpty ! no .,what do you think this is ? Humpty_Dumpty ! no .
74,74,MOT,Adam,1,not the kind you hit but the kind you kick .,not the kind you hit but the kind you kick .,10,10,10,10,10,10,10,Adam/020304.cha,804,27.133,what is that ?,no . what is that ?,Humpty_Dumpty ! no . what is that ?
75,75,MOT,Adam,1,so what kind of ball is that ?,so what kind of ball is that ?,7,7,7,7,7,7,7,Adam/020304.cha,807,27.133,not the kind you hit but the kind you kick .,what is that ? not the kind you hit but the kind you kick .,no . what is that ? not the kind you hit but the kind you kick .
76,76,MOT,Adam,1,not shoe ball .,not shoe ball .,3,3,3,3,3,3,3,Adam/020304.cha,814,27.133,so what kind of ball is that ?,not the kind you hit but the kind you kick . so what kind of ball is that ?,what is that ? not the kind you hit but the kind you kick . so what kind of ball is that ?
77,77,MOT,Adam,1,foot ball .,foot ball .,2,2,2,2,2,2,2,Adam/020304.cha,817,27.133,not shoe ball .,so what kind of ball is that ? not shoe ball .,not the kind you hit but the kind you kick . so what kind of ball is that ? not shoe ball .
78,78,MOT,Adam,1,I saw a tank truck .,I saw a tank truck .,5,6,5,5,5,5,5,Adam/020304.cha,826,27.133,foot ball .,not shoe ball . foot ball .,so what kind of ball is that ? not shoe ball . foot ball .
79,79,MOT,Adam,1,you change the kitty's diaper ?,you change the kitty's diaper ?,5,6,7,8,6,7,5,Adam/020304.cha,839,27.133,I saw a tank truck .,foot ball . I saw a tank truck .,not shoe ball . foot ball . I saw a tank truck .
80,80,MOT,Adam,1,was he dirty ?,was he dirty ?,3,4,4,4,4,4,3,Adam/020304.cha,846,27.133,you change the kitty's diaper ?,I saw a tank truck . you change the kitty's diaper ?,foot ball . I saw a tank truck . you change the kitty's diaper ?
81,81,MOT,Adam,1,okay kitty what ?,okay kitty what ?,3,3,5,5,6,5,3,Adam/020304.cha,859,27.133,was he dirty ?,you change the kitty's diaper ? was he dirty ?,I saw a tank truck . you change the kitty's diaper ? was he dirty ?
82,82,MOT,Adam,1,Adam fall toy .,Adam fall toy .,3,3,4,4,4,4,3,Adam/020304.cha,875,27.133,okay kitty what ?,was he dirty ? okay kitty what ?,you change the kitty's diaper ? was he dirty ? okay kitty what ?
83,83,MOT,Adam,1,you didn't fall that time .,you didn't fall that time .,5,7,5,6,5,5,5,Adam/020304.cha,878,27.133,Adam fall toy .,okay kitty what ? Adam fall toy .,was he dirty ? okay kitty what ? Adam fall toy .
84,84,MOT,Adam,1,you just sat down .,you just sat down .,4,5,4,4,4,4,4,Adam/020304.cha,881,27.133,you didn't fall that time .,Adam fall toy . you didn't fall that time .,okay kitty what ? Adam fall toy . you didn't fall that time .
85,85,MOT,Adam,1,that one doesn't have a bunny_rabbit on .,that one doesn't have a bunny_rabbit on .,8,8,10,11,10,10,8,Adam/020304.cha,934,27.133,you just sat down .,you didn't fall that time . you just sat down .,Adam fall toy . you didn't fall that time . you just sat down .
86,86,MOT,Adam,1,those are her paper clips .,those are her paper clips .,5,5,6,7,6,6,5,Adam/020304.cha,946,27.133,that one doesn't have a bunny_rabbit on .,you just sat down . that one doesn't have a bunny_rabbit on .,you didn't fall that time . you just sat down . that one doesn't have a bunny_rabbit on .
87,87,MOT,Adam,1,you don't need a pencil .,you don't need a pencil .,5,6,6,6,6,6,5,Adam/020304.cha,1031,27.133,those are her paper clips .,that one doesn't have a bunny_rabbit on . those are her paper clips .,you just sat down . that one doesn't have a bunny_rabbit on . those are her paper clips .
88,88,MOT,Adam,1,you had a pencil .,you had a pencil .,4,5,5,5,5,5,4,Adam/020304.cha,1034,27.133,you don't need a pencil .,those are her paper clips . you don't need a pencil .,that one doesn't have a bunny_rabbit on . those are her paper clips . you don't need a pencil .
89,89,MOT,Adam,1,here's a pencil .,here's a pencil .,3,4,5,5,5,5,3,Adam/020304.cha,1040,27.133,you had a pencil .,you don't need a pencil . you had a pencil .,those are her paper clips . you don't need a pencil . you had a pencil .
90,90,MOT,Adam,1,thank_you .,thank_you .,2,1,2,2,2,2,2,Adam/020304.cha,1043,27.133,here's a pencil .,you had a pencil . here's a pencil .,you don't need a pencil . you had a pencil . here's a pencil .
91,91,MOT,Adam,1,why don't you take that over and show it to him .,why don't you take that over and show it to him .,11,12,12,13,12,12,11,Adam/020304.cha,1046,27.133,thank_you .,here's a pencil . thank_you .,you had a pencil . here's a pencil . thank_you .
92,92,MOT,Adam,1,maybe he likes ball players .,maybe he likes ball players .,5,5,6,7,7,6,5,Adam/020304.cha,1049,27.133,why don't you take that over and show it to him .,thank_you . why don't you take that over and show it to him .,here's a pencil . thank_you . why don't you take that over and show it to him .
93,93,MOT,Adam,1,do you think he would ?,do you think he would ?,5,5,5,5,5,5,5,Adam/020304.cha,1052,27.133,maybe he likes ball players .,why don't you take that over and show it to him . maybe he likes ball players .,thank_you . why don't you take that over and show it to him . maybe he likes ball players .
94,94,MOT,Adam,1,did you show him the ball player ?,did you show him the ball player ?,7,8,7,7,8,7,7,Adam/020304.cha,1059,27.133,do you think he would ?,maybe he likes ball players . do you think he would ?,why don't you take that over and show it to him . maybe he likes ball players . do you think he would ?
95,95,MOT,Adam,1,your ball player ?,your ball player ?,3,3,3,3,4,3,3,Adam/020304.cha,1069,27.133,did you show him the ball player ?,do you think he would ? did you show him the ball player ?,maybe he likes ball players . do you think he would ? did you show him the ball player ?
96,96,MOT,Adam,1,what is that ?,what is that ?,3,3,3,3,3,3,3,Adam/020304.cha,1081,27.133,your ball player ?,did you show him the ball player ? your ball player ?,do you think he would ? did you show him the ball player ? your ball player ?
97,97,MOT,Adam,1,what is that ?,what is that ?,3,3,3,3,3,3,3,Adam/020304.cha,1087,27.133,what is that ?,your ball player ? what is that ?,did you show him the ball player ? your ball player ? what is that ?
98,98,MOT,Adam,1,boots (.) yes .,boots yes .,2,2,2,2,2,2,2,Adam/020304.cha,1105,27.133,what is that ?,what is that ? what is that ?,your ball player ? what is that ? what is that ?
99,99,MOT,Adam,1,no (.) Mr Greenjeans isn't on now .,no Mr Greenjeans isn't on now .,6,7,7,7,7,7,6,Adam/020304.cha,1151,27.133,boots yes .,what is that ? boots yes .,what is that ? what is that ? boots yes .
100,100,MOT,Adam,1,wouldn't you like to pick these up ?,wouldn't you like to pick these up ?,7,8,7,9,7,7,7,Adam/020304.cha,1154,27.133,no Mr Greenjeans isn't on now .,boots yes . no Mr Greenjeans isn't on now .,what is that ? boots yes . no Mr Greenjeans isn't on now .
101,101,MOT,Adam,1,part what trailer ?,part what trailer ?,3,3,4,4,4,4,3,Adam/020304.cha,1167,27.133,wouldn't you like to pick these up ?,no Mr Greenjeans isn't on now . wouldn't you like to pick these up ?,boots yes . no Mr Greenjeans isn't on now . wouldn't you like to pick these up ?
102,102,MOT,Adam,1,is that part of the two truck ?,is that part of the two truck ?,7,7,7,7,7,7,7,Adam/020304.cha,1178,27.133,part what trailer ?,wouldn't you like to pick these up ? part what trailer ?,no Mr Greenjeans isn't on now . wouldn't you like to pick these up ? part what trailer ?
103,103,MOT,Adam,1,night_night .,night_night .,2,1,2,2,2,2,2,Adam/020304.cha,1189,27.133,is that part of the two truck ?,part what trailer ? is that part of the two truck ?,wouldn't you like to pick these up ? part what trailer ? is that part of the two truck ?
104,104,MOT,Adam,1,are you ready to go night_night ?,are you ready to go night_night ?,7,6,8,8,8,8,7,Adam/020304.cha,1192,27.133,night_night .,is that part of the two truck ? night_night .,part what trailer ? is that part of the two truck ? night_night .
105,105,MOT,Adam,1,what kind of hat is that ?,what kind of hat is that ?,6,6,6,6,6,6,6,Adam/020304.cha,1215,27.133,are you ready to go night_night ?,night_night . are you ready to go night_night ?,is that part of the two truck ? night_night . are you ready to go night_night ?
106,106,MOT,Adam,1,you hit your head (.) didn't you .,you hit your head didn't you .,6,8,6,6,6,6,6,Adam/020304.cha,1221,27.133,what kind of hat is that ?,are you ready to go night_night ? what kind of hat is that ?,night_night . are you ready to go night_night ? what kind of hat is that ?
107,107,MOT,Adam,1,did it hurt ?,did it hurt ?,3,4,3,3,3,3,3,Adam/020304.cha,1224,27.133,you hit your head didn't you .,what kind of hat is that ? you hit your head didn't you .,are you ready to go night_night ? what kind of hat is that ? you hit your head didn't you .
108,108,MOT,Adam,1,poor head .,poor head .,2,2,2,2,2,2,2,Adam/020304.cha,1231,27.133,did it hurt ?,you hit your head didn't you . did it hurt ?,what kind of hat is that ? you hit your head didn't you . did it hurt ?
109,109,MOT,Adam,1,don't pull Mommy .,don't pull Mommy .,3,4,4,4,4,4,3,Adam/020304.cha,1243,27.133,poor head .,did it hurt ? poor head .,you hit your head didn't you . did it hurt ? poor head .
110,110,MOT,Adam,1,put pillow on the floor ?,put pillow on the floor ?,5,5,6,6,6,6,5,Adam/020304.cha,1249,27.133,don't pull Mommy .,poor head . don't pull Mommy .,did it hurt ? poor head . don't pull Mommy .
111,111,MOT,Adam,1,you want Mommy to sit on the floor ?,you want Mommy to sit on the floor ?,8,8,9,9,9,9,8,Adam/020304.cha,1252,27.133,put pillow on the floor ?,don't pull Mommy . put pillow on the floor ?,poor head . don't pull Mommy . put pillow on the floor ?
112,112,MOT,Adam,1,you sit floor ?,you sit floor ?,3,3,3,3,3,3,3,Adam/020304.cha,1259,27.133,you want Mommy to sit on the floor ?,put pillow on the floor ? you want Mommy to sit on the floor ?,don't pull Mommy . put pillow on the floor ? you want Mommy to sit on the floor ?
113,113,MOT,Adam,1,what do you want Mommy to do ?,what do you want Mommy to do ?,7,7,8,8,8,8,7,Adam/020304.cha,1262,27.133,you sit floor ?,you want Mommy to sit on the floor ? you sit floor ?,put pillow on the floor ? you want Mommy to sit on the floor ? you sit floor ?
114,114,MOT,Adam,1,do you want Mommy to stand up ?,do you want Mommy to stand up ?,7,7,8,8,8,8,7,Adam/020304.cha,1265,27.133,what do you want Mommy to do ?,you sit floor ? what do you want Mommy to do ?,you want Mommy to sit on the floor ? you sit floor ? what do you want Mommy to do ?
115,115,MOT,Adam,1,Mommy stand up ?,Mommy stand up ?,3,3,4,4,4,4,3,Adam/020304.cha,1276,27.133,do you want Mommy to stand up ?,what do you want Mommy to do ? do you want Mommy to stand up ?,you sit floor ? what do you want Mommy to do ? do you want Mommy to stand up ?
116,116,MOT,Adam,1,alright .,alright .,1,1,2,2,2,2,1,Adam/020304.cha,1279,27.133,Mommy stand up ?,do you want Mommy to stand up ? Mommy stand up ?,what do you want Mommy to do ? do you want Mommy to stand up ? Mommy stand up ?
117,117,MOT,Adam,1,Adam what ?,Adam what ?,2,2,3,3,3,3,2,Adam/020304.cha,1285,27.133,alright .,Mommy stand up ? alright .,do you want Mommy to stand up ? Mommy stand up ? alright .
118,118,MOT,Adam,1,what_about the chair ?,what_about the chair ?,4,3,5,5,5,5,4,Adam/020304.cha,1294,27.133,Adam what ?,alright . Adam what ?,Mommy stand up ? alright . Adam what ?
119,119,MOT,Adam,1,nice pony ?,nice pony ?,2,2,3,4,3,3,2,Adam/020304.cha,1306,27.133,what_about the chair ?,Adam what ? what_about the chair ?,alright . Adam what ? what_about the chair ?
120,120,MOT,Adam,1,what's your pony's name ?,what's your pony's name ?,4,6,5,6,4,5,4,Adam/020304.cha,1309,27.133,nice pony ?,what_about the chair ? nice pony ?,Adam what ? what_about the chair ? nice pony ?
