utt_id,child_id,session_id,utterance,utterance_clean,word_count,morph_count,utt_syllables_basic,utt_syllables_lenient,utt_syllables_strictY,utt_syllables_le,n_alpha_words,file,line_no,age_months,random_model_utterance_bin6,unigram_model_utterance_bin6,bigram_model_utterance_bin6,context_k1,context_k2,context_k3
29,Nicole,1,cake .,cake .,1,1,1,2,1,1,1,Nicole/020025.cha,292,24.833,maisy .,melting .,me .,good girl .,and what's this ? good girl .,that's right . and what's this ? good girl .
30,Nicole,1,&-um (.) cake .,cake .,1,1,1,2,1,1,1,Nicole/020025.cha,308,24.833,edamame .,walter .,henny .,what's that ?,here it is . what's that ?,oh . here it is . what's that ?
31,Nicole,1,xxx .,.,0,0,0,0,0,0,0,Nicole/020025.cha,323,24.833,.,.,.,it's your favorite .,what is it ? it's your favorite .,look at it again . what is it ? it's your favorite .
32,Nicole,1,egg .,egg .,1,1,1,1,1,1,1,Nicole/020025.cha,327,24.833,flaps .,tickles .,curie .,it's a what ?,it's your favorite . it's a what ?,what is it ? it's your favorite . it's a what ?
33,Nicole,1,yeah .,yeah .,1,1,1,1,1,1,1,Nicole/020025.cha,333,24.833,microwave .,doobie .,bo .,egg ?,it's a what ? egg ?,it's your favorite . it's a what ? egg ?
34,Nicole,1,xxx .,.,0,0,0,0,0,0,0,Nicole/020025.cha,339,24.833,.,.,.,shall we fry an egg for Morag for her breakfast ?,egg ? shall we fry an egg for Morag for her breakfast ?,it's a what ? egg ? shall we fry an egg for Morag for her breakfast ?
35,Nicole,1,xxx .,.,0,0,0,0,0,0,0,Nicole/020025.cha,343,24.833,.,.,.,.,shall we fry an egg for Morag for her breakfast ? .,egg ? shall we fry an egg for Morag for her breakfast ? .
36,Nicole,1,xxx .,.,0,0,0,0,0,0,0,Nicole/020025.cha,344,24.833,.,.,.,.,shall we fry an egg for Morag for her breakfast ? .,egg ? shall we fry an egg for Morag for her breakfast ? .
37,Nicole,1,no .,no .,1,1,1,1,1,1,1,Nicole/020025.cha,352,24.833,states .,chuga .,choke .,shall we put it on here look ?,yeah . shall we put it on here look ?,. yeah . shall we put it on here look ?
38,Nicole,1,yeah .,yeah .,1,1,1,1,1,1,1,Nicole/020025.cha,355,24.833,adventure .,littlest .,folding .,shall we put it on here look ?,yeah . shall we put it on here look ?,. yeah . shall we put it on here look ?
39,Nicole,1,yeah .,yeah .,1,1,1,1,1,1,1,Nicole/020025.cha,367,24.833,kabob .,better .,catch .,it wants cooking doesn't it ?,now put it on there to cook it . it wants cooking doesn't it ?,yeah . now put it on there to cook it . it wants cooking doesn't it ?
40,Nicole,1,yeah .,yeah .,1,1,1,1,1,1,1,Nicole/020025.cha,397,24.833,dat .,dive .,mompster .,is that the frying pan ?,what's this then ? is that the frying pan ?,are you singing ? what's this then ? is that the frying pan ?
41,Nicole,1,hot .,hot .,1,1,1,1,1,1,1,Nicole/020025.cha,418,24.833,cooker .,cindy .,oni .,can you say hot ?,hot ? can you say hot ?,good girl . hot ? can you say hot ?
42,Nicole,1,hot .,hot .,1,1,1,1,1,1,1,Nicole/020025.cha,421,24.833,bicki .,barnes .,bottles .,can you say hot ?,hot ? can you say hot ?,good girl . hot ? can you say hot ?
43,Nicole,1,xxx .,.,0,0,0,0,0,0,0,Nicole/020025.cha,427,24.833,.,.,.,hot ?,can you say hot ? hot ?,hot ? can you say hot ? hot ?
44,Nicole,1,xxx .,.,0,0,0,0,0,0,0,Nicole/020025.cha,428,24.833,.,.,.,hot ?,can you say hot ? hot ?,hot ? can you say hot ? hot ?
45,Nicole,1,xxx .,.,0,0,0,0,0,0,0,Nicole/020025.cha,438,24.833,.,.,.,you're cooking a very nice meal aren't you ?,are we having scrambled eggs now ? you're cooking a very nice meal aren't you ?,oh . are we having scrambled eggs now ? you're cooking a very nice meal aren't you ?
46,Nicole,1,xxx .,.,0,0,0,0,0,0,0,Nicole/020025.cha,442,24.833,.,.,.,who's this ?,you're cooking a very nice meal aren't you ? who's this ?,are we having scrambled eggs now ? you're cooking a very nice meal aren't you ? who's this ?
47,Nicole,1,xxx .,.,0,0,0,0,0,0,0,Nicole/020025.cha,446,24.833,.,.,.,who is he ?,who's this ? who is he ?,you're cooking a very nice meal aren't you ? who's this ? who is he ?
48,Nicole,1,peepbo [: peekaboo] .,peepbo .,1,1,2,2,2,2,1,Nicole/020025.cha,453,24.833,hangnail .,plaster .,ouch .,what's his name Nicole ?,what's his name ? what's his name Nicole ?,who is he ? what's his name ? what's his name Nicole ?
49,Nicole,1,peepbo [: peekaboo] .,peepbo .,1,1,2,2,2,2,1,Nicole/020025.cha,462,24.833,flap .,bzzz .,bakewells .,what's his name ?,it's not Beebo . what's his name ?,what's his name Nicole ? it's not Beebo . what's his name ?
50,Nicole,1,teddy .,teddy .,1,1,2,2,2,2,1,Nicole/020025.cha,528,24.833,pringle .,nicks .,crossed .,what's this bear's name ?,what's his name ? what's this bear's name ?,? what's his name ? what's this bear's name ?
51,Nicole,1,no .,no .,1,1,1,1,1,1,1,Nicole/020025.cha,546,24.833,wash .,patternator .,improvised .,did you tell Caroline his name ?,it's teddy but he's got a special name this one hasn't he ? did you tell Caroline his name ?,yes . it's teddy but he's got a special name this one hasn't he ? did you tell Caroline his name ?
52,Nicole,1,Coco [<] .,Coco .,1,1,2,2,2,2,1,Nicole/020025.cha,561,24.833,yoghurt [<] .,mill [<] .,bulkhead [<] .,we'd better introduce Caroline to all your friends .,what's this one's name then ? we'd better introduce Caroline to all your friends .,no ? what's this one's name then ? we'd better introduce Caroline to all your friends .
53,Nicole,1,no .,no .,1,1,1,1,1,1,1,Nicole/020025.cha,576,24.833,whistling .,replace .,movement .,is he called Coco because he's a clown ?,Nicole . is he called Coco because he's a clown ?,and is he called Coco because he's a clown ? Nicole . is he called Coco because he's a clown ?
54,Nicole,1,xxx .,.,0,0,0,0,0,0,0,Nicole/020025.cha,585,24.833,.,.,.,why's he called Coco then ?,no ? why's he called Coco then ?,is he called Coco because he's a clown ? no ? why's he called Coco then ?
55,Nicole,1,xxx .,.,0,0,0,0,0,0,0,Nicole/020025.cha,592,24.833,.,.,.,you're getting silly now .,no . you're getting silly now .,why's he called Coco then ? no . you're getting silly now .
56,Nicole,1,there .,there .,1,1,1,2,1,1,1,Nicole/020025.cha,596,24.833,zwieback .,agree .,hoho .,what else is there in here to play with ?,you're getting silly now . what else is there in here to play with ?,no . you're getting silly now . what else is there in here to play with ?
57,Nicole,1,there .,there .,1,1,1,2,1,1,1,Nicole/020025.cha,599,24.833,broken .,bib .,bug .,what else is there in here to play with ?,you're getting silly now . what else is there in here to play with ?,no . you're getting silly now . what else is there in here to play with ?
58,Nicole,1,there .,there .,1,1,1,2,1,1,1,Nicole/020025.cha,614,24.833,arthur .,chucking .,position .,that's for holding your meat with .,that's a special kind of fork . that's for holding your meat with .,that's a fork . that's a special kind of fork . that's for holding your meat with .
59,Nicole,1,no .,no .,1,1,1,1,1,1,1,Nicole/020025.cha,623,24.833,bull's .,velociraptors .,betsy .,can you say fork ?,yeah . can you say fork ?,that's for holding your meat with . yeah . can you say fork ?
60,Nicole,1,a knife .,a knife .,2,2,2,3,2,2,2,Nicole/020025.cha,641,24.833,balanced goat .,douglas suzy .,toasty budge .,can you say knife ?,what do you know ? can you say knife ?,what what can you say then ? what do you know ? can you say knife ?
61,Nicole,1,no .,no .,1,1,1,1,1,1,1,Nicole/020025.cha,671,24.833,squeeze .,quita .,lemon .,are you going to show Caroline all your friends ?,you're being silly now . are you going to show Caroline all your friends ?,don't do that . you're being silly now . are you going to show Caroline all your friends ?
62,Nicole,1,xxx Lucy .,Lucy .,1,1,2,2,2,2,1,Nicole/020025.cha,677,24.833,zub .,hat's .,helmet .,no ?,are you going to show Caroline all your friends ? no ?,you're being silly now . are you going to show Caroline all your friends ? no ?
63,Nicole,1,Lucy .,Lucy .,1,1,2,2,2,2,1,Nicole/020025.cha,680,24.833,peg .,measle .,flung .,no ?,are you going to show Caroline all your friends ? no ?,you're being silly now . are you going to show Caroline all your friends ? no ?
64,Nicole,1,xxx .,.,0,0,0,0,0,0,0,Nicole/020025.cha,705,24.833,.,.,.,she more than likely has been sick .,yes . she more than likely has been sick .,she's very poorly like you were last week . yes . she more than likely has been sick .
65,Nicole,1,xxx .,.,0,0,0,0,0,0,0,Nicole/020025.cha,709,24.833,.,.,.,so what've we got in here then to show Caroline ?,she more than likely has been sick . so what've we got in here then to show Caroline ?,yes . she more than likely has been sick . so what've we got in here then to show Caroline ?
66,Nicole,1,yeah .,yeah .,1,1,1,1,1,1,1,Nicole/020025.cha,729,24.833,map .,oompa .,bruise .,do you talk on the telephone ?,say hello . do you talk on the telephone ?,what do you do with that ? say hello . do you talk on the telephone ?
67,Nicole,1,xxx .,.,0,0,0,0,0,0,0,Nicole/020025.cha,735,24.833,.,.,.,do you talk on the telephone ?,say hello . do you talk on the telephone ?,what do you do with that ? say hello . do you talk on the telephone ?
68,Nicole,1,Lucy .,Lucy .,1,1,2,2,2,2,1,Nicole/020025.cha,739,24.833,freezer .,grandpas .,she'd .,do you talk on the telephone ?,say hello . do you talk on the telephone ?,what do you do with that ? say hello . do you talk on the telephone ?
69,Nicole,1,poorly .,poorly .,1,1,2,2,2,2,1,Nicole/020025.cha,757,24.833,smushed .,frankenstein .,paperboy .,hello Lucy .,say . hello Lucy .,you tell her you ask her if she's poorly . say . hello Lucy .
70,Nicole,1,Lucy .,Lucy .,1,1,2,2,2,2,1,Nicole/020025.cha,766,24.833,nuhhuh .,tick .,carts .,do you feel poorly Lucy ?,say . do you feel poorly Lucy ?,hello Lucy . say . do you feel poorly Lucy ?
71,Nicole,1,poorly .,poorly .,1,1,2,2,2,2,1,Nicole/020025.cha,769,24.833,loves .,toothbrush .,pigtails .,do you feel poorly Lucy ?,say . do you feel poorly Lucy ?,hello Lucy . say . do you feel poorly Lucy ?
72,Nicole,1,poorly .,poorly .,1,1,2,2,2,2,1,Nicole/020025.cha,775,24.833,porning .,cut .,being .,what did Lucy say ?,do you feel poorly Lucy ? what did Lucy say ?,say . do you feel poorly Lucy ? what did Lucy say ?
73,Nicole,1,yeah .,yeah .,1,1,1,1,1,1,1,Nicole/020025.cha,781,24.833,this'll .,ap .,voices .,did Lucy say yes ?,what did Lucy say ? did Lucy say yes ?,do you feel poorly Lucy ? what did Lucy say ? did Lucy say yes ?
74,Nicole,1,yeah .,yeah .,1,1,1,1,1,1,1,Nicole/020025.cha,784,24.833,marching .,rabbit .,stellas .,did Lucy say yes ?,what did Lucy say ? did Lucy say yes ?,do you feel poorly Lucy ? what did Lucy say ? did Lucy say yes ?
75,Nicole,1,doctor .,doctor .,1,1,2,2,2,2,1,Nicole/020025.cha,796,24.833,barnie .,sandwiches .,strollers .,see if she's been to the doctor .,ask Lucy . see if she's been to the doctor .,did she ? ask Lucy . see if she's been to the doctor .
76,Nicole,1,yeah .,yeah .,1,1,1,1,1,1,1,Nicole/020025.cha,802,24.833,tummys .,dynonicus .,tales .,what did Lucy say ?,see if she's been to the doctor . what did Lucy say ?,ask Lucy . see if she's been to the doctor . what did Lucy say ?
77,Nicole,1,yeah .,yeah .,1,1,1,1,1,1,1,Nicole/020025.cha,820,24.833,mave .,armadi .,bumps .,like you were last week .,ask Lucy if she's been sick . like you were last week .,you've got a hair in your mouth then . ask Lucy if she's been sick . like you were last week .
78,Nicole,1,yeah .,yeah .,1,1,1,1,1,1,1,Nicole/020025.cha,829,24.833,fill .,wicket .,newport .,has she been sick ?,like you were last week . has she been sick ?,ask Lucy if she's been sick . like you were last week . has she been sick ?
79,Nicole,1,hello .,hello .,1,1,2,2,2,2,1,Nicole/020025.cha,842,24.833,shot .,grrrr .,fallin .,hope you feel better soon .,say say to Lucy . hope you feel better soon .,has she been sick ? say say to Lucy . hope you feel better soon .
80,Nicole,1,hello .,hello .,1,1,2,2,2,2,1,Nicole/020025.cha,848,24.833,love .,ballet .,puh .,hello .,hope you feel better soon . hello .,say say to Lucy . hope you feel better soon . hello .
81,Nicole,1,xxx .,.,0,0,0,0,0,0,0,Nicole/020025.cha,851,24.833,.,.,.,hello .,hope you feel better soon . hello .,say say to Lucy . hope you feel better soon . hello .
82,Nicole,1,xxx .,.,0,0,0,0,0,0,0,Nicole/020025.cha,852,24.833,.,.,.,hello .,hope you feel better soon . hello .,say say to Lucy . hope you feel better soon . hello .
83,Nicole,1,car .,car .,1,1,1,1,1,1,1,Nicole/020025.cha,862,24.833,tart .,recycling .,ssouri .,what's that you've got Nicole ?,what's that ? what's that you've got Nicole ?,oh . what's that ? what's that you've got Nicole ?
84,Nicole,1,car .,car .,1,1,1,1,1,1,1,Nicole/020025.cha,868,24.833,noddy's .,unc .,dos .,a car ?,what's that you've got Nicole ? a car ?,what's that ? what's that you've got Nicole ? a car ?
85,Nicole,1,yellow .,yellow .,1,1,2,2,2,2,1,Nicole/020025.cha,880,24.833,exercising .,nursing .,causing .,can you say yellow ?,what color's your car ? can you say yellow ?,what color is it ? what color's your car ? can you say yellow ?
86,Nicole,1,yeah .,yeah .,1,1,1,1,1,1,1,Nicole/020025.cha,889,24.833,boing .,gracious .,robot .,say it again .,can you say yellow ? say it again .,what color's your car ? can you say yellow ? say it again .
87,Nicole,1,oh .,oh .,1,1,1,1,1,1,1,Nicole/020025.cha,898,24.833,made .,squash .,roses .,can you say red ?,say it again . can you say red ?,can you say yellow ? say it again . can you say red ?
88,Nicole,1,xxx .,.,0,0,0,0,0,0,0,Nicole/020025.cha,914,24.833,.,.,.,can you say red ?,oh . can you say red ?,can you say red ? oh . can you say red ?
89,Nicole,1,yeah .,yeah .,1,1,1,1,1,1,1,Nicole/020025.cha,952,24.833,bootie .,ringo .,wiggling .,you're not interested are you ?,what color's Daddy's car ? you're not interested are you ?,Nicole . what color's Daddy's car ? you're not interested are you ?
90,Nicole,1,mhm .,mhm .,1,1,1,1,1,1,1,Nicole/020025.cha,979,24.833,puzzles .,shaggy .,kitty's .,now you were nice and gentle with Caroline and now you're nice and rough with me .,oh . now you were nice and gentle with Caroline and now you're nice and rough with me .,oh . oh . now you were nice and gentle with Caroline and now you're nice and rough with me .
91,Nicole,1,yeah .,yeah .,1,1,1,1,1,1,1,Nicole/020025.cha,988,24.833,mumbudy .,mus .,start .,now you were nice and gentle with Caroline and now you're nice and rough with me .,oh . now you were nice and gentle with Caroline and now you're nice and rough with me .,oh . oh . now you were nice and gentle with Caroline and now you're nice and rough with me .
92,Nicole,1,yeah .,yeah .,1,1,1,1,1,1,1,Nicole/020025.cha,995,24.833,steps .,apple .,juice .,there .,. there .,now you were nice and gentle with Caroline and now you're nice and rough with me . . there .
93,Nicole,1,xxx .,.,0,0,0,0,0,0,0,Nicole/020025.cha,1004,24.833,.,.,.,oh .,oh . oh .,there . oh . oh .
94,Nicole,1,mhm .,mhm .,1,1,1,1,1,1,1,Nicole/020025.cha,1023,24.833,gail's .,tightly .,duke .,the wheels .,and she can tickle Nicole's feet with it . the wheels .,and now Mummy's got one . and she can tickle Nicole's feet with it . the wheels .
95,Nicole,1,no .,no .,1,1,1,1,1,1,1,Nicole/020025.cha,1026,24.833,bubble .,he'm .,oyster .,the wheels .,and she can tickle Nicole's feet with it . the wheels .,and now Mummy's got one . and she can tickle Nicole's feet with it . the wheels .
96,Nicole,1,xxx .,.,0,0,0,0,0,0,0,Nicole/020025.cha,1032,24.833,.,.,.,what are they then if they're not wheels .,the wheels . what are they then if they're not wheels .,and she can tickle Nicole's feet with it . the wheels . what are they then if they're not wheels .
97,Nicole,1,xxx .,.,0,0,0,0,0,0,0,Nicole/020025.cha,1054,24.833,.,.,.,hm ?,that's Caroline's folder . hm ?,what are they then if they're not wheels . that's Caroline's folder . hm ?
98,Nicole,1,bye .,bye .,1,1,1,1,1,1,1,Nicole/020025.cha,1055,24.833,machines .,halo .,kim .,hm ?,that's Caroline's folder . hm ?,what are they then if they're not wheels . that's Caroline's folder . hm ?
99,Nicole,1,yeah .,yeah .,1,1,1,1,1,1,1,Nicole/020025.cha,1064,24.833,nots .,die .,leave .,wanna tell Caroline where you went yesterday ?,hm ? wanna tell Caroline where you went yesterday ?,that's Caroline's folder . hm ? wanna tell Caroline where you went yesterday ?
100,Nicole,1,no .,no .,1,1,1,1,1,1,1,Nicole/020025.cha,1087,24.833,crying .,game .,banjos .,are you eating it ?,does Morag like her pie ? are you eating it ?,can Mummy have some . does Morag like her pie ? are you eating it ?
101,Nicole,1,away .,away .,1,1,2,2,3,2,1,Nicole/020025.cha,1090,24.833,nose .,hilda .,du .,are you eating it ?,does Morag like her pie ? are you eating it ?,can Mummy have some . does Morag like her pie ? are you eating it ?
102,Nicole,1,away .,away .,1,1,2,2,3,2,1,Nicole/020025.cha,1093,24.833,swallowed .,hit .,health .,are you eating it ?,does Morag like her pie ? are you eating it ?,can Mummy have some . does Morag like her pie ? are you eating it ?
103,Nicole,1,no .,no .,1,1,1,1,1,1,1,Nicole/020025.cha,1099,24.833,picking .,prayin .,skeebo .,Ray ?,are you eating it ? Ray ?,does Morag like her pie ? are you eating it ? Ray ?
104,Nicole,1,whee !,whee !,1,1,1,1,1,1,1,Nicole/020025.cha,1120,24.833,tuffet !,sits !,percent !,Caroline's better at it than me .,away . Caroline's better at it than me .,oh . away . Caroline's better at it than me .
105,Nicole,1,xxx cake .,cake .,1,1,1,2,1,1,1,Nicole/020025.cha,1126,24.833,shaun's .,texas .,hattie .,no .,Caroline's better at it than me . no .,away . Caroline's better at it than me . no .
106,Nicole,1,xxx .,.,0,0,0,0,0,0,0,Nicole/020025.cha,1129,24.833,.,.,.,no .,Caroline's better at it than me . no .,away . Caroline's better at it than me . no .
107,Nicole,1,xxx .,.,0,0,0,0,0,0,0,Nicole/020025.cha,1130,24.833,.,.,.,no .,Caroline's better at it than me . no .,away . Caroline's better at it than me . no .
108,Nicole,1,there .,there .,1,1,1,2,1,1,1,Nicole/020025.cha,1131,24.833,load .,squiggly .,jonathan .,no .,Caroline's better at it than me . no .,away . Caroline's better at it than me . no .
109,Nicole,1,tape .,tape .,1,1,1,2,1,1,1,Nicole/020025.cha,1137,24.833,remember .,cheeses .,warmed .,no .,Caroline's better at it than me . no .,away . Caroline's better at it than me . no .
110,Nicole,1,tape .,tape .,1,1,1,2,1,1,1,Nicole/020025.cha,1143,24.833,clips .,trapeod .,matters .,no .,Caroline's better at it than me . no .,away . Caroline's better at it than me . no .
111,Nicole,1,Mummy .,Mummy .,1,1,2,2,2,2,1,Nicole/020025.cha,1180,24.833,numbers .,thermos .,playschool .,and Caroline .,and Mummy . and Caroline .,yeah . and Mummy . and Caroline .
112,Nicole,1,Caroline .,Caroline .,1,1,3,4,3,3,1,Nicole/020025.cha,1183,24.833,seagulls .,maa .,mammals .,and Caroline .,and Mummy . and Caroline .,yeah . and Mummy . and Caroline .
113,Nicole,1,no .,no .,1,1,1,1,1,1,1,Nicole/020025.cha,1189,24.833,itch .,herbank .,table's .,can you say Caroline ?,and Caroline . can you say Caroline ?,and Mummy . and Caroline . can you say Caroline ?
114,Nicole,1,xxx [>] .,.,0,0,0,0,0,0,0,Nicole/020025.cha,1198,24.833,[>] .,[>] .,[>] .,mhm .,can you say Caroline ? mhm .,and Caroline . can you say Caroline ? mhm .
115,Nicole,1,Rory .,Rory .,1,1,2,2,2,2,1,Nicole/020025.cha,1208,24.833,eyeses .,fraidy .,peepy .,and what did you do ?,with your cousins . and what did you do ?,you went to have your photograph taken yesterday didn't you ? with your cousins . and what did you do ?
116,Nicole,1,Jamie .,Jamie .,1,1,1,2,1,1,1,Nicole/020025.cha,1217,24.833,llama .,pink .,dumbbell .,yeah .,Rory . yeah .,and what did you do ? Rory . yeah .
117,Nicole,1,&-um (.) Carla .,Carla .,1,1,2,2,2,2,1,Nicole/020025.cha,1232,24.833,what're .,sniffs .,muh .,who else was there ?,Rory and Jamie . who else was there ?,Jamie . Rory and Jamie . who else was there ?
118,Nicole,1,Hayley .,Hayley .,1,1,2,2,3,2,1,Nicole/020025.cha,1250,24.833,reverend .,sweater .,prayers .,can you say Hayley ?,Hayley . can you say Hayley ?,and who else ? Hayley . can you say Hayley ?
119,Nicole,1,yeah .,yeah .,1,1,1,1,1,1,1,Nicole/020025.cha,1256,24.833,lizards .,copaz .,outages .,and Alex .,can you say Hayley ? and Alex .,Hayley . can you say Hayley ? and Alex .
120,Nicole,1,Alex .,Alex .,1,1,2,2,2,2,1,Nicole/020025.cha,1262,24.833,neato .,butterfly's .,riv .,can you say Alex ?,and Alex . can you say Alex ?,can you say Hayley ? and Alex . can you say Alex ?
121,Nicole,1,Gordon .,Gordon .,1,1,2,2,2,2,1,Nicole/020025.cha,1272,24.833,motorbike .,safer .,gun .,can you say Gordon ?,. can you say Gordon ?,is that Alex ? . can you say Gordon ?
