utt_id,child_id,session_id,utterance,utterance_clean,word_count,morph_count,utt_syllables_basic,utt_syllables_lenient,utt_syllables_strictY,utt_syllables_le,n_alpha_words,file,line_no,age_months,random_model_utterance_bin6,unigram_model_utterance_bin6,bigram_model_utterance_bin6,context_k1,context_k2,context_k3
94,Eve,1,man a pencil .,man a pencil .,3,3,4,4,4,4,3,Eve/010600a.cha,774,18.0,bamboo humpty's racketyboom .,fetching vagwelly stronger .,lumiere raisins yard .,the man's writing with this pencil .,you write with it . the man's writing with this pencil .,that's your pencil . you write with it . the man's writing with this pencil .
95,Eve,1,pencil .,pencil .,1,1,2,2,2,2,1,Eve/010600a.cha,777,18.0,sharpen .,bamp .,finishing .,the man's writing with this pencil .,you write with it . the man's writing with this pencil .,that's your pencil . you write with it . the man's writing with this pencil .
96,Eve,1,man .,man .,1,1,1,1,1,1,1,Eve/010600a.cha,780,18.0,lives .,kawadee .,wags's .,the man's writing with this pencil .,you write with it . the man's writing with this pencil .,that's your pencil . you write with it . the man's writing with this pencil .
97,Eve,1,xxx see ya . [+ RES],see ya,2,2,2,2,2,2,2,Eve/010600a.cha,788,18.0,arms sick,meelmy jokes,dumptruck humdinger,what_about the man ?,the man's writing with this pencil . what_about the man ?,you write with it . the man's writing with this pencil . what_about the man ?
98,Eve,1,xxx read . [+ RES],read,1,1,1,1,1,1,1,Eve/010600a.cha,800,18.0,salt,militee,darly,well what are you doing in the corner ?,he did ? well what are you doing in the corner ?,he wanted to see you . he did ? well what are you doing in the corner ?
99,Eve,1,read . [+ RES],read,1,1,1,1,1,1,1,Eve/010600a.cha,806,18.0,zucchini,coupon,yeh,what ?,well what are you doing in the corner ? what ?,he did ? well what are you doing in the corner ? what ?
100,Eve,1,Clip_clop .,Clip_clop .,2,1,2,2,2,2,2,Eve/010600a.cha,818,18.0,cooker folding .,joel's muscle .,cider norwich .,you sit in the corner and read .,alright . you sit in the corner and read .,oh you're going to read . alright . you sit in the corner and read .
101,Eve,1,shoe [/] shoe .,shoe shoe .,2,1,2,2,2,2,2,Eve/010600a.cha,822,18.0,dominic trevor's .,ros plesiosaurus .,boar finder .,you sit in the corner and read .,alright . you sit in the corner and read .,oh you're going to read . alright . you sit in the corner and read .
102,Eve,1,shoe . [+ RES],shoe,1,1,1,1,1,1,1,Eve/010600a.cha,834,18.0,linda,slug,granma,what is that ?,there's lots_of shoes in that book . what is that ?,yes . there's lots_of shoes in that book . what is that ?
103,Eve,1,<shoe shoe shoe> [/] shoe .,shoe shoe shoe shoe .,4,1,4,4,4,4,4,Eve/010600a.cha,840,18.0,anymore pingu earrings happy .,pedestrian shafto maureen english .,batter singed roots hilary .,yes shoe .,what is that ? yes shoe .,there's lots_of shoes in that book . what is that ? yes shoe .
104,Eve,1,<my my my> [/] my .,my my my my .,4,1,4,4,4,4,4,Eve/010600a.cha,843,18.0,rectangle brows tried dry .,smoke cinderellas rubb farmers .,cling remote purplish rich .,yes shoe .,what is that ? yes shoe .,there's lots_of shoes in that book . what is that ? yes shoe .
105,Eve,1,Mommy book .,Mommy book .,2,2,3,3,3,3,2,Eve/010600a.cha,849,18.0,needs fight .,jumper's selfs .,full greeny .,your what ?,yes shoe . your what ?,what is that ? yes shoe . your what ?
106,Eve,1,Racketyboom .,Racketyboom .,1,1,4,4,3,4,1,Eve/010600a.cha,858,18.0,pair .,service .,corner's .,no that's Eve's book .,Mommy's book ? no that's Eve's book .,your what ? Mommy's book ? no that's Eve's book .
107,Eve,1,<Racketyboom Racketyboom> [/] Racketyboom .,Racketyboom Racketyboom Racketyboom .,3,1,12,12,9,12,3,Eve/010600a.cha,865,18.0,peanut pepper dadaji .,len kabob steer .,nightgown googoo urs .,yes that's Racketyboom .,no that's Eve's book . yes that's Racketyboom .,Mommy's book ? no that's Eve's book . yes that's Racketyboom .
108,Eve,1,read ?,read ?,1,1,1,1,1,1,1,Eve/010600a.cha,871,18.0,laying ?,sen ?,nin ?,yes that's Racketyboom .,yes that's Racketyboom . yes that's Racketyboom .,no that's Eve's book . yes that's Racketyboom . yes that's Racketyboom .
109,Eve,1,<Racketyboom Racketyboom Racketyboom Racketyboom Racketyboom Racketyboom> [/] Racketyboom .,Racketyboom Racketyboom Racketyboom Racketyboom Racketyboom Racketyboom Racketyboom .,7,1,28,28,21,28,7,Eve/010600a.cha,884,18.0,melon pony move soup red plate celery .,touchdown knots chimchimidee spend ummhm junior door .,pat saying snooze kim playdohs deputation holding .,you read the book .,Eve read book . you read the book .,no Mommy's not gonna read . Eve read book . you read the book .
